primitives,points,q_bp
moveabsj_fit,"[array([1090.96120336, -610.85865833,  994.68378753])]","[array([-0.64687639,  0.01182487,  0.3582726 ,  0.33885318,  1.61669007,
       -2.18552122])]"
movel_fit,"[array([1090.14149898, -496.48256579,  993.744829  ])]","[array([-0.57927334, -0.03734445,  0.40920389,  0.35109239,  1.61482734,
       -2.18437061])]"
movel_fit,"[array([1090.09027189, -486.20038083,  993.39190273])]","[array([-0.57296942, -0.04211399,  0.41412882,  0.35276123,  1.61389251,
       -2.18478323])]"
movel_fit,"[array([1089.9356853 , -475.90608724,  993.23087117])]","[array([-0.56694464, -0.04759718,  0.41949063,  0.35490205,  1.61236167,
       -2.18595782])]"
movel_fit,"[array([1089.67875891, -465.63553548,  993.5511878 ])]","[array([-0.56119229, -0.05386675,  0.42511414,  0.35748686,  1.61044285,
       -2.18780138])]"
movel_fit,"[array([1089.29148891, -455.36481075,  994.48092613])]","[array([-0.55570787, -0.06096944,  0.43094435,  0.36050549,  1.60823358,
       -2.19026405])]"
movel_fit,"[array([1088.77984582, -445.11454985,  995.33041626])]","[array([-0.55052325, -0.06872323,  0.43730771,  0.3639723 ,  1.60536326,
       -2.19351443])]"
movel_fit,"[array([1088.14213801, -434.83826574,  993.97097181])]","[array([-0.54569572, -0.07681247,  0.44532502,  0.36802191,  1.60062482,
       -2.19811732])]"
movel_fit,"[array([1087.60699023, -424.56474747,  992.90831085])]","[array([-0.54099541, -0.08536159,  0.45347146,  0.37240094,  1.59551758,
       -2.2031622 ])]"
movel_fit,"[array([1087.12126778, -414.30526056,  993.20527552])]","[array([-0.53642426, -0.09473466,  0.46126739,  0.37708615,  1.59061942,
       -2.20842044])]"
movel_fit,"[array([1086.57045727, -404.04880776,  993.29713122])]","[array([-0.53209787, -0.10476538,  0.46963616,  0.38218054,  1.58498423,
       -2.21441464])]"
movel_fit,"[array([1085.92674773, -393.789575  ,  993.37045063])]","[array([-0.52801215, -0.11547952,  0.47852917,  0.38768745,  1.57869616,
       -2.22109994])]"
movel_fit,"[array([1085.18163344, -383.53003117,  993.42608505])]","[array([-0.52416929, -0.1268983 ,  0.48796204,  0.39361234,  1.57176797,
       -2.22846497])]"
movel_fit,"[array([1084.36474006, -373.28340174,  993.52560488])]","[array([-0.52056251, -0.13898584,  0.49785042,  0.39994611,  1.56427234,
       -2.23645517])]"
movel_fit,"[array([1083.47830719, -363.05474626,  993.63203583])]","[array([-0.51718992, -0.1517303 ,  0.50820969,  0.40668976,  1.5562063 ,
       -2.24505322])]"
movel_fit,"[array([1082.53421475, -352.81592167,  993.70056784])]","[array([-0.5140174 , -0.16512422,  0.51906221,  0.41385589,  1.54756421,
       -2.25420663])]"
