primitives,points,q_bp
moveabsj_fit,"[array([1091.34250583, -607.09223817,  993.93485859])]","[array([-0.64659357,  0.01166269,  0.35843591,  0.33905469,  1.61642665,
       -2.18538003])]"
movel_fit,"[array([1090.17120745, -496.46882408,  993.72930463])]","[array([-0.57937979, -0.03770712,  0.4091681 ,  0.35119242,  1.6149507 ,
       -2.18450051])]"
movel_fit,"[array([1090.04390389, -486.19480537,  993.66839249])]","[array([-0.57314047, -0.04267251,  0.41402321,  0.35287513,  1.61419466,
       -2.18493061])]"
movel_fit,"[array([1089.84575614, -475.91918235,  993.72595636])]","[array([-0.56715984, -0.04826589,  0.41934321,  0.35501718,  1.61279595,
       -2.18610613])]"
movel_fit,"[array([1089.5585371 , -465.64794223,  993.97188009])]","[array([-0.56143173, -0.05450107,  0.42513063,  0.35760523,  1.61074795,
       -2.18802003])]"
movel_fit,"[array([1089.17059682, -455.3701101 ,  994.4202606 ])]","[array([-0.55595247, -0.06138803,  0.43138702,  0.36062999,  1.60804847,
       -2.1906662 ])]"
movel_fit,"[array([1088.68791425, -445.10668994,  994.730832  ])]","[array([-0.55072714, -0.0689175 ,  0.4381058 ,  0.3640979 ,  1.60471823,
       -2.19404126])]"
movel_fit,"[array([1088.11638336, -434.83770111,  994.03188211])]","[array([-0.54578307, -0.07706895,  0.4452819 ,  0.36805164,  1.6007934 ,
       -2.19816969])]"
movel_fit,"[array([1087.60270691, -424.56773955,  993.38934714])]","[array([-0.54105338, -0.08582714,  0.45288286,  0.37238313,  1.59628986,
       -2.20293411])]"
movel_fit,"[array([1087.08452985, -414.30991077,  993.37903215])]","[array([-0.53653182, -0.09524906,  0.46094212,  0.37708192,  1.59115319,
       -2.20834601])]"
movel_fit,"[array([1086.49797734, -404.0425698 ,  993.41476184])]","[array([-0.53224517, -0.10533722,  0.46947158,  0.38219402,  1.58539514,
       -2.21443843])]"
movel_fit,"[array([1085.84562125, -393.79004592,  993.47644358])]","[array([-0.52818917, -0.11608772,  0.47846912,  0.38771596,  1.57902917,
       -2.22119146])]"
movel_fit,"[array([1085.10631398, -383.53657989,  993.5516915 ])]","[array([-0.52436403, -0.12750423,  0.48793933,  0.39365202,  1.57206099,
       -2.2285936 ])]"
movel_fit,"[array([1084.294338  , -373.29949252,  993.64287222])]","[array([-0.52076325, -0.13957826,  0.49787781,  0.39999825,  1.56450863,
       -2.23661526])]"
movel_fit,"[array([1083.41393908, -363.06089687,  993.73025182])]","[array([-0.51738216, -0.15230042,  0.5082806 ,  0.4067548 ,  1.55639093,
       -2.24522654])]"
movel_fit,"[array([1082.47392425, -352.81822269,  993.77749162])]","[array([-0.51421502, -0.16565547,  0.5191401 ,  0.41392149,  1.54773235,
       -2.25438993])]"
movel_fit,"[array([1081.47738688, -342.59319984,  993.81261276])]","[array([-0.51125152, -0.17962307,  0.53044399,  0.42149202,  1.5385611 ,
       -2.26405488])]"
movel_fit,"[array([1080.42726962, -332.37080047,  993.81642298])]","[array([-0.5084815 , -0.19418061,  0.54217942,  0.42946432,  1.52890822,
       -2.27416725])]"
movel_fit,"[array([1079.32754426, -322.14507631,  993.78650802])]","[array([-0.50589155, -0.20929206,  0.55432273,  0.4378286 ,  1.51881507,
       -2.28465426])]"
movel_fit,"[array([1078.17679233, -311.93726232,  993.74461536])]","[array([-0.50346615, -0.22492596,  0.56685326,  0.44657711,  1.50831842,
       -2.29543938])]"
movel_fit,"[array([1076.97729202, -301.71801917,  993.67911967])]","[array([-0.50118808, -0.24104218,  0.57974397,  0.4557007 ,  1.4974621 ,
       -2.30643306])]"
movel_fit,"[array([1075.74287098, -291.52908982,  993.57800073])]","[array([-0.49903321, -0.25757968,  0.59295062,  0.46517677,  1.48630615,
       -2.31751577])]"
movel_fit,"[array([1074.46199812, -281.32213292,  993.45833402])]","[array([-0.49698316, -0.27450358,  0.60644855,  0.47499917,  1.47488548,
       -2.32858606])]"
movel_fit,"[array([1073.14881174, -271.13772014,  993.30872036])]","[array([-0.49500805, -0.29174521,  0.62018591,  0.48514056,  1.46326259,
       -2.33949688])]"
movel_fit,"[array([1071.81439683, -260.95022238,  993.11802089])]","[array([-0.49307943, -0.30923821,  0.63411172,  0.49557561,  1.45149403,
       -2.35009597])]"
