primitives,points,q_bp
moveabsj_fit,"[array([1091.20938421, -607.48658196,  993.99149367])]","[array([-0.64675376,  0.01203738,  0.35837612,  0.33895115,  1.61625123,
       -2.18558216])]"
movel_fit,"[array([1090.17693651, -496.47391714,  993.62282832])]","[array([-0.57930531, -0.03747786,  0.40922033,  0.35116607,  1.61477081,
       -2.18446612])]"
movel_fit,"[array([1090.08433132, -486.1976697 ,  993.47572409])]","[array([-0.57304236, -0.04237995,  0.41405883,  0.35284616,  1.61398867,
       -2.18487692])]"
movel_fit,"[array([1089.91359325, -475.91125151,  993.50672411])]","[array([-0.56704328, -0.04795626,  0.41930563,  0.35498819,  1.61263953,
       -2.18601368])]"
movel_fit,"[array([1089.63997829, -465.64649874,  993.87458765])]","[array([-0.56131085, -0.05424978,  0.42492661,  0.35757291,  1.61077465,
       -2.18785556])]"
movel_fit,"[array([1089.24543179, -455.37306305,  994.61777294])]","[array([-0.55583864, -0.06128747,  0.43092551,  0.36059237,  1.60840605,
       -2.19038646])]"
movel_fit,"[array([1088.73233065, -445.11184251,  995.1916703 ])]","[array([-0.55064869, -0.06896092,  0.43750836,  0.36405678,  1.60529927,
       -2.19371656])]"
movel_fit,"[array([1088.1160397 , -434.83182035,  994.03272901])]","[array([-0.5457815 , -0.07707221,  0.44528678,  0.36805331,  1.60078976,
       -2.19816998])]"
movel_fit,"[array([1087.59270254, -424.5710383 ,  993.08263638])]","[array([-0.54105897, -0.08566804,  0.45333569,  0.37241068,  1.59576449,
       -2.20315293])]"
movel_fit,"[array([1087.09823508, -414.30132274,  993.17855974])]","[array([-0.53650368, -0.0950046 ,  0.46135017,  0.37710515,  1.59060846,
       -2.20853431])]"
movel_fit,"[array([1086.5347039 , -404.04796449,  993.24833007])]","[array([-0.5321786 , -0.10503314,  0.46981793,  0.38221491,  1.58486342,
       -2.21457934])]"
movel_fit,"[array([1085.90062642, -393.79236078,  993.3229895 ])]","[array([-0.52809403, -0.11573167,  0.47873641,  0.38773107,  1.57853297,
       -2.22128624])]"
movel_fit,"[array([1085.16651209, -383.532636  ,  993.41046532])]","[array([-0.52425045, -0.12713269,  0.4881443 ,  0.39366312,  1.5716117 ,
       -2.22864981])]"
movel_fit,"[array([1084.35319752, -373.29020056,  993.5239686 ])]","[array([-0.52064606, -0.13920673,  0.49801394,  0.40000239,  1.56412458,
       -2.23664088])]"
movel_fit,"[array([1083.46953414, -363.05992352,  993.6400153 ])]","[array([-0.51726235, -0.15194462,  0.50835674,  0.4067524 ,  1.55607515,
       -2.24522086])]"
movel_fit,"[array([1082.52380213, -352.80745198,  993.71218086])]","[array([-0.51409102, -0.16532396,  0.51918821,  0.41391867,  1.54745412,
       -2.25436604])]"
movel_fit,"[array([1081.52507013, -342.59008205,  993.75834971])]","[array([-0.511133  , -0.17931068,  0.53045841,  0.42148643,  1.53832673,
       -2.26401944])]"
