breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1728.89637296, -536.13596483, 1291.21565969])]","[array([-0.67906648,  0.16378649,  0.54990326,  1.72614929,  1.47711447,
        2.29478848])]"
999,moveabsj,"[array([1730.30325056, -519.51354384, 1291.72964558])]","[array([-0.67073701,  0.16039595,  0.55402864,  1.72727476,  1.47751954,
        2.29422522])]"
1999,moveabsj,"[array([1731.30601904, -503.05072241, 1293.78900536])]","[array([-0.66254956,  0.15663332,  0.55796254,  1.72913371,  1.47876548,
        2.29276073])]"
2999,moveabsj,"[array([1731.918137  , -486.77811977, 1297.36481561])]","[array([-0.65450778,  0.15251891,  0.56169946,  1.73173152,  1.48083898,
        2.29039867])]"
3999,moveabsj,"[array([1732.16259414, -470.68620281, 1302.42343534])]","[array([-0.64659094,  0.14807358,  0.56523525,  1.73507514,  1.4837204 ,
        2.28714804])]"
4999,moveabsj,"[array([1732.06888726, -454.75237142, 1308.92137133])]","[array([-0.63876782,  0.14332548,  0.56856096,  1.73916839,  1.48738242,
        2.2830257 ])]"
5999,moveabsj,"[array([1731.67272218, -438.94384082, 1316.79561389])]","[array([-0.63099862,  0.13831288,  0.57166402,  1.74400615,  1.49178648,
        2.27806097])]"
6999,moveabsj,"[array([1731.01535601, -423.21789765, 1325.95262576])]","[array([-0.623236  ,  0.13308581,  0.57453106,  1.74956761,  1.49687908,
        2.27230075])]"
7999,moveabsj,"[array([1730.14202615, -407.52304678, 1336.25720764])]","[array([-0.61542737,  0.12770671,  0.57715206,  1.75580879,  1.50258838,
        2.26581463])]"
8999,moveabsj,"[array([1729.09922851, -391.80148657, 1347.52332827])]","[array([-0.60751857,  0.12224921,  0.57952546,  1.76265545,  1.50882183,
        2.25869923])]"
9999,moveabsj,"[array([1727.93105473, -375.9961226 , 1359.50702432])]","[array([-0.59946052,  0.11679546,  0.58166348,  1.76999641,  1.51546436,
        2.25108203])]"
10999,moveabsj,"[array([1726.67448428, -360.05614423, 1371.90774031])]","[array([-0.5912156 ,  0.11142968,  0.58359791,  1.77768119,  1.52237981,
        2.2431215 ])]"
11999,moveabsj,"[array([1725.35429708, -343.94333052, 1384.37787834])]","[array([-0.58276412,  0.10622939,  0.58538452,  1.78552239,  1.52941481,
        2.23500399])]"
12999,moveabsj,"[array([1723.97880602, -327.64268184, 1396.53601388])]","[array([-0.5741123 ,  0.10125698,  0.58710486,  1.79330025,  1.53640243,
        2.22694047])]"
13999,moveabsj,"[array([1722.53617283, -311.16424365, 1407.9903752 ])]","[array([-0.56529433,  0.09654942,  0.58886604,  1.80077426,  1.54316954,
        2.2191581 ])]"
14999,moveabsj,"[array([1720.99296062, -294.54891936, 1418.35778734])]","[array([-0.55637507,  0.09211243,  0.59079705,  1.80769289,  1.54954092,
        2.21189521])]"
15999,moveabsj,"[array([1719.29354719, -277.85974553, 1427.28534262])]","[array([-0.54744369,  0.08791523,  0.59304467,  1.81380662,  1.5553458 ,
        2.20539296])]"
16999,moveabsj,"[array([1717.36277451, -261.18505781, 1434.45323265])]","[array([-0.53861287,  0.08389381,  0.59576717,  1.81887047,  1.56041566,
        2.199897  ])]"
17999,moveabsj,"[array([1715.109782  , -244.62965028, 1439.57278648])]","[array([-0.53001109,  0.07995613,  0.59912983,  1.82264556,  1.56458248,
        2.19565828])]"
18999,moveabsj,"[array([1712.43501389, -228.31022115, 1442.36944887])]","[array([-0.52177677,  0.07599357,  0.60330046,  1.8248934 ,  1.56767148,
        2.19293963])]"
19999,moveabsj,"[array([1709.2430393 , -212.35854457, 1442.55750983])]","[array([-0.51405505,  0.07190042,  0.60844112,  1.82536765,  1.56949076,
        2.19202344])]"
20999,moveabsj,"[array([1705.45274739, -196.88291993, 1439.8116004 ])]","[array([-0.50697199,  0.0675899 ,  0.61470885,  1.82380821,  1.56982472,
        2.19321533])]"
