breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 870.70413828, -436.50285726, 1158.63289326])]","[array([-1.05222078, -0.09193019,  0.77497141,  1.01529843,  1.83413629,
       -0.34127077])]"
499,movel_fit,"[array([ 879.70775467, -436.60446427, 1153.72652444])]","[array([-1.04566894, -0.08491788,  0.77271752,  1.01773933,  1.82683833,
       -0.34181071])]"
999,movel_fit,"[array([ 888.75807742, -436.70832733, 1148.86258134])]","[array([-1.03890146, -0.0780055 ,  0.76988687,  1.01965555,  1.81943011,
       -0.34268059])]"
1499,movel_fit,"[array([ 897.83714949, -436.81393045, 1144.05092852])]","[array([-1.03194969, -0.07122895,  0.76649603,  1.02103383,  1.81193685,
       -0.34387732])]"
1999,movel_fit,"[array([ 906.94498774, -436.92074814, 1139.2915684 ])]","[array([-1.02481816, -0.06459558,  0.76255445,  1.02187144,  1.80435442,
       -0.34539933])]"
2499,movel_fit,"[array([ 916.08085716, -437.02803565, 1134.58487819])]","[array([-1.01751107, -0.05811293,  0.75807282,  1.02216544,  1.79667913,
       -0.34724478])]"
2999,movel_fit,"[array([ 925.24420998, -437.13484091, 1129.93109517])]","[array([-1.0100317 , -0.05178789,  0.75306284,  1.02191303,  1.78890714,
       -0.34941161])]"
3499,movel_fit,"[array([ 934.43382169, -437.23999686, 1125.33073569])]","[array([-1.00238315, -0.04562716,  0.7475379 ,  1.02111184,  1.78103534,
       -0.35189715])]"
3999,movel_fit,"[array([ 943.65011918, -437.34215194, 1120.78340975])]","[array([-0.99456653, -0.03963543,  0.74151178,  1.01976003,  1.77305948,
       -0.35469865])]"
4499,movel_fit,"[array([ 952.89226789, -437.43974216, 1116.28926205])]","[array([-0.98658351, -0.03381725,  0.73500061,  1.01785682,  1.76497688,
       -0.35781228])]"
4999,movel_fit,"[array([ 962.16011863, -437.53102149, 1111.8479733 ])]","[array([-0.9784349 , -0.0281755 ,  0.72802185,  1.01540272,  1.75678492,
       -0.3612335 ])]"
5499,movel_fit,"[array([ 971.45324557, -437.6140629 , 1107.4592046 ])]","[array([-0.97012164, -0.02271185,  0.72059518,  1.01240009,  1.74848208,
       -0.36495651])]"
5999,movel_fit,"[array([ 980.77063623, -437.68677336, 1103.12269711])]","[array([-0.96164534, -0.01742666,  0.71274303,  1.00885382,  1.74006842,
       -0.36897388])]"
6499,movel_fit,"[array([ 990.11198616, -437.7469267 , 1098.83762632])]","[array([-0.95300744, -0.01231807,  0.70448969,  1.00477149,  1.73154464,
       -0.37327676])]"
6999,movel_fit,"[array([ 999.47660448, -437.79218161, 1094.60307795])]","[array([-0.94421045, -0.00738244,  0.69586243,  1.00016416,  1.72291327,
       -0.37785424])]"
7499,movel_fit,"[array([1008.86353077, -437.82011917, 1090.41794195])]","[array([-0.93525821, -0.00261406,  0.68689148,  0.99504703,  1.71417871,
       -0.38269309])]"
7999,movel_fit,"[array([1018.2713512 , -437.82828777, 1086.28094129])]","[array([-0.92615641,  0.00199489,  0.67761036,  0.98944011,  1.70534767,
       -0.38777745])]"
8499,movel_fit,"[array([1027.70023721, -437.81425387, 1082.18969523])]","[array([-0.916911  ,  0.00645548,  0.66805373,  0.98336741,  1.69642731,
       -0.39308973])]"
8999,movel_fit,"[array([1037.14703842, -437.77566767, 1078.14280594])]","[array([-0.90753331,  0.01077974,  0.65826225,  0.9768605 ,  1.68743001,
       -0.39860774])]"
9499,movel_fit,"[array([1046.61125808, -437.71032738, 1074.13720954])]","[array([-0.89803453,  0.01498357,  0.64827624,  0.96995504,  1.67836775,
       -0.40430797])]"
