breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
166,movel_fit,"[array([1090.12991834, -503.33204918,  994.03755236])]","[array([-0.58366462, -0.03465293,  0.40611363, -2.79137573, -1.61523498,
        0.95639515])]"
333,movel_fit,"[array([1090.09169268, -499.9005176 ,  994.02934547])]","[array([-0.58142777, -0.03597796,  0.40747665, -2.79111707, -1.61538846,
        0.95600619])]"
500,movel_fit,"[array([1090.04687604, -496.46903793,  994.02209111])]","[array([-0.57922063, -0.03737075,  0.4088914 , -2.79080471, -1.61547072,
        0.95553683])]"
666,movel_fit,"[array([1089.99579498, -493.05815752,  994.0158178 ])]","[array([-0.57705587, -0.03882266,  0.41034884, -2.79044165, -1.61548188,
        0.95499082])]"
833,movel_fit,"[array([1089.93783275, -489.62678001,  994.01044096])]","[array([-0.57490716, -0.0403515 ,  0.4118664 , -2.79002413, -1.61542204,
        0.95436175])]"
1000,movel_fit,"[array([1089.87327558, -486.19544676,  994.00598958])]","[array([-0.57278737, -0.04194902,  0.41343538, -2.78955479, -1.6152909 ,
        0.95365283])]"
1166,movel_fit,"[array([1089.80256721, -482.7847036 ,  994.00246795])]","[array([-0.57070869, -0.04360536,  0.41504582, -2.78903746, -1.61508987,
        0.95286917])]"
1333,movel_fit,"[array([1089.72485347, -479.35345731,  993.9998169 ])]","[array([-0.56864584, -0.04534075,  0.41671706, -2.78846648, -1.61481652,
        0.95200144])]"
1500,movel_fit,"[array([1089.64053804, -475.92225473,  993.99804096])]","[array([-0.56661119, -0.04714573,  0.41843948, -2.78784535, -1.61447187,
        0.95105422])]"
1666,movel_fit,"[array([1089.55018227, -472.51164168,  993.99712112])]","[array([-0.56461646, -0.04900913,  0.42020225, -2.78717874, -1.61405862,
        0.95003397])]"
1833,movel_fit,"[array([1089.45269463, -469.08052653,  993.99702179])]","[array([-0.5626374 , -0.05095369,  0.42202657, -2.78645912, -1.61357183,
        0.94892849])]"
2000,movel_fit,"[array([1089.3485966 , -465.64945538,  993.99772379])]","[array([-0.5606859 , -0.05296867,  0.42390193, -2.78569083, -1.61301381,
        0.94774371])]"
2166,movel_fit,"[array([1089.23856769, -462.23897327,  993.99918618])]","[array([-0.5587732 , -0.05504161,  0.42581663, -2.78487936, -1.61238861,
        0.94648748])]"
2333,movel_fit,"[array([1089.12128449, -458.8081436 ,  994.00139415])]","[array([-0.55687613, -0.05719767,  0.42779361, -2.78401541, -1.61168878,
        0.94514476])]"
2500,movel_fit,"[array([1088.99740161, -455.37788431,  994.0043056 ])]","[array([-0.5550063 , -0.05942453,  0.42982126, -2.78310427, -1.61091805,
        0.94372304])]"
2666,movel_fit,"[array([1088.86770006, -451.96821798,  994.00785975])]","[array([-0.5531742 , -0.06170879,  0.43188725, -2.78215209, -1.61008168,
        0.94223135])]"
2833,movel_fit,"[array([1088.73061437, -448.53806442,  994.01205926])]","[array([-0.55135756, -0.06407818,  0.43401647, -2.78114779, -1.60916969,
        0.94065171])]"
3000,movel_fit,"[array([1088.58691141, -445.10814822,  994.01684143])]","[array([-0.5495674 , -0.06651922,  0.43619652, -2.78009741, -1.60818711,
        0.93899294])]"
3166,movel_fit,"[array([1088.43753628, -441.69959551,  994.02212625])]","[array([-0.54781433, -0.06901639,  0.43841348, -2.77900821, -1.6071408 ,
        0.93726598])]"
3333,movel_fit,"[array([1088.2806557 , -438.27056269,  994.02793047])]","[array([-0.54607663, -0.0716005 ,  0.44069455, -2.77786719, -1.60601811,
        0.93544962])]"
3500,movel_fit,"[array([1088.11714839, -434.84158351,  994.03417301])]","[array([-0.54436475, -0.07425687,  0.44302652, -2.77668113, -1.60482532,
        0.93355399])]"
3666,movel_fit,"[array([1087.94808154, -431.43377065,  994.04075859])]","[array([-0.54268883, -0.07696861,  0.44539457, -2.77545807, -1.60357063,
        0.93159147])]"
3833,movel_fit,"[array([1087.77140048, -428.0056641 ,  994.04771153])]","[array([-0.54102826, -0.0797688 ,  0.44782747, -2.77418349, -1.60223907,
        0.92953818])]"
4000,movel_fit,"[array([1087.58809772, -424.57764555,  994.05493497])]","[array([-0.53939298, -0.08264153,  0.4503112 , -2.77286488, -1.60083818,
        0.92740559])]"
4166,movel_fit,"[array([1087.39937238, -421.17095438,  994.06232125])]","[array([-0.53779267, -0.08556838,  0.45282987, -2.77151114, -1.5993776 ,
        0.92520764])]"
4333,movel_fit,"[array([1087.2029143 , -417.74379978,  994.06989762])]","[array([-0.5362075 , -0.08858525,  0.45541434, -2.770106  , -1.59783975,
        0.92291739])]"
4500,movel_fit,"[array([1086.99987169, -414.3171544 ,  994.07755306])]","[array([-0.53464719, -0.09167435,  0.45804918, -2.76865799, -1.59623382,
        0.92054814])]"
4666,movel_fit,"[array([1086.79152127, -410.91143646,  994.0851734 ])]","[array([-0.53312059, -0.09481655,  0.46071817, -2.76717644, -1.59457039,
        0.91811479])]"
4833,movel_fit,"[array([1086.57534688, -407.48538482,  994.09278036])]","[array([-0.53160899, -0.09804984,  0.46345355, -2.76564375, -1.59282977,
        0.91558789])]"
5000,movel_fit,"[array([1086.35263196, -404.06010802,  994.10025336])]","[array([-0.53012167, -0.10135482,  0.46623882, -2.7640693 , -1.59102258,
        0.91298239])]"
5166,movel_fit,"[array([1086.1247371 , -400.6554375 ,  994.10747554])]","[array([-0.52866679, -0.10471155,  0.46905726, -2.76246292, -1.5891604 ,
        0.9103142 ])]"
5333,movel_fit,"[array([1085.88897336, -397.23099421,  994.11445507])]","[array([-0.52722682, -0.10815965,  0.47194216, -2.76080592, -1.58722173,
        0.90755179])]"
5500,movel_fit,"[array([1085.64667228, -393.80673869,  994.12106882])]","[array([-0.5258101 , -0.11167939,  0.47487696, -2.75910794, -1.58521791,
        0.90471072])]"
5666,movel_fit,"[array([1085.39939777, -390.40368728,  994.12719821])]","[array([-0.52442483, -0.11524824,  0.47784301, -2.75738013, -1.58316248,
        0.90180934])]"
5833,movel_fit,"[array([1085.14416364, -386.98045613,  994.13283407])]","[array([-0.52305384, -0.11890925,  0.48087613, -2.75560187, -1.58103116,
        0.8988126 ])]"
6000,movel_fit,"[array([1084.88248451, -383.55783201,  994.13785144])]","[array([-0.52170533, -0.12264043,  0.48395808, -2.75378401, -1.57883711,
        0.89573827])]"
6166,movel_fit,"[array([1084.61599657, -380.15611619,  994.14213913])]","[array([-0.52038677, -0.12641856,  0.48706984, -2.7519381 , -1.5765947 ,
        0.89260562])]"
6333,movel_fit,"[array([1084.34153207, -376.73450461,  994.14565935])]","[array([-0.51908196, -0.13028843,  0.49024837, -2.75004244, -1.57427794,
        0.88937743])]"
6500,movel_fit,"[array([1084.06069223, -373.31328141,  994.14829296])]","[array([-0.51779845, -0.13422718,  0.49347489, -2.7481084 , -1.57190092,
        0.88607257])]"
6666,movel_fit,"[array([1083.77525831, -369.91302694,  994.14994024])]","[array([-0.51654334, -0.13820982,  0.49672914, -2.74614844, -1.56947948,
        0.8827121 ])]"
6833,movel_fit,"[array([1083.48184603, -366.49296335,  994.1505273 ])]","[array([-0.51530114, -0.14228345,  0.50004966, -2.74413958, -1.56698563,
        0.87925625])]"
7000,movel_fit,"[array([1083.18217252, -363.07327533,  994.14994589])]","[array([-0.51407889, -0.14642384,  0.50341675, -2.74209392, -1.56443467,
        0.87572536])]"
7166,movel_fit,"[array([1082.8781686 , -359.67482889,  994.14811471])]","[array([-0.51288337, -0.1506043 ,  0.50680888, -2.74002484, -1.56184385,
        0.87214232])]"
7333,movel_fit,"[array([1082.56619775, -356.25640734,  994.14491486])]","[array([-0.51169955, -0.15487459,  0.51026653, -2.7379079 , -1.55918299,
        0.86846444])]"
7500,movel_fit,"[array([1082.24809489, -352.83814298,  994.14025491])]","[array([-0.51053401, -0.15920917,  0.51376909, -2.7357559 , -1.55646857,
        0.86471354])]"
7666,movel_fit,"[array([1081.92595409, -349.44131885,  994.13407955])]","[array([-0.50939323, -0.16357943,  0.51729359, -2.73358328, -1.5537193 ,
        0.86091453])]"
7833,movel_fit,"[array([1081.59593345, -346.02474043,  994.12621599])]","[array([-0.50826273, -0.16803719,  0.52088195, -2.73136446, -1.55090331,
        0.85702237])]"
8000,movel_fit,"[array([1081.25999072, -342.60852828,  994.11659698])]","[array([-0.50714867, -0.17255553,  0.52451255, -2.72911302, -1.54803821,
        0.85306042])]"
8166,movel_fit,"[array([1080.92028052, -339.21331474,  994.10519854])]","[array([-0.50605689, -0.17710531,  0.52816213, -2.72684372, -1.5451433 ,
        0.84905443])]"
8333,movel_fit,"[array([1080.57276018, -335.79791833,  994.09178432])]","[array([-0.50497342, -0.18174032,  0.53187397, -2.72452993, -1.54218508,
        0.84495709])]"
8500,movel_fit,"[array([1080.21957922, -332.38315277,  994.07632082])]","[array([-0.50390418, -0.18643139,  0.53562473, -2.72218648, -1.53918286,
        0.84079413])]"
8666,movel_fit,"[array([1079.8630185 , -328.98970167,  994.05882474])]","[array([-0.50285469, -0.19114797,  0.53939016, -2.71982887, -1.53615697,
        0.83659289])]"
8833,movel_fit,"[array([1079.49886826, -325.57657578,  994.03899016])]","[array([-0.50181137, -0.19594541,  0.54321451, -2.71742971, -1.53307269,
        0.83230421])]"
9000,movel_fit,"[array([1079.12935213, -322.16411565,  994.01682163])]","[array([-0.50077963, -0.2007938 ,  0.54707399, -2.71500426, -1.52994993,
        0.82795487])]"
9166,movel_fit,"[array([1078.75677185, -318.77213988,  993.99237724])]","[array([-0.49976437, -0.20566272,  0.55094449, -2.71256806, -1.52680909,
        0.82357249])]"
9333,movel_fit,"[array([1078.37689138, -315.36102924,  993.96528211])]","[array([-0.49875271, -0.21060711,  0.55486976, -2.71009397, -1.5236155 ,
        0.81910784])]"
9500,movel_fit,"[array([1077.99197094, -311.95038519,  993.93558269])]","[array([-0.49774946, -0.21559693,  0.55882595, -2.7075974 , -1.52038927,
        0.8145882 ])]"
9666,movel_fit,"[array([1077.60447569, -308.56051197,  993.90339503])]","[array([-0.49675941, -0.22059998,  0.56278761, -2.70509485, -1.51715199,
        0.81004317])]"
9833,movel_fit,"[array([1077.20986029, -305.15045851,  993.86824857])]","[array([-0.49576941, -0.2256745 ,  0.56680089, -2.70255763, -1.51386672,
        0.80542021])]"
10000,movel_fit,"[array([1076.81064026, -301.74108665,  993.83025545])]","[array([-0.49478434, -0.23078754,  0.57083969, -2.7000027 , -1.51055552,
        0.80074961])]"
