breakpoints,primitives,points,q_bp
0,movej_fit,"[array([413.49140291, 506.82332718, 968.91080438])]","[array([ 1.66901873e-02, -4.84940938e-02,  5.33993138e-02,  1.58524653e-03,
       -1.72005233e+00, -1.57928563e+00])]"
1000,movej_fit,"[array([410.2216249 , 508.91928365, 968.22088401])]","[array([ 0.02113066, -0.04979808,  0.05221539, -0.00191498, -1.72070333,
       -1.57915886])]"
2000,movej_fit,"[array([406.06147367, 511.01235569, 968.47530313])]","[array([ 0.02572792, -0.05210354,  0.05010742, -0.00514801, -1.72229685,
       -1.57893551])]"
3000,movej_fit,"[array([401.0118339 , 513.08533638, 969.66706477])]","[array([ 0.03047007, -0.05541062,  0.0470739 , -0.00810889, -1.72482296,
       -1.57861045])]"
4000,movej_fit,"[array([395.07273143, 515.12121353, 971.78161077])]","[array([ 0.03534671, -0.05971637,  0.04311357, -0.01079695, -1.72826768,
       -1.57818584])]"
5000,movej_fit,"[array([388.2509164 , 517.10009388, 974.79580614])]","[array([ 0.04034154, -0.06501011,  0.0382295 , -0.01321097, -1.73260993,
       -1.57767134])]"
6000,movej_fit,"[array([380.56556665, 518.99956361, 978.67270899])]","[array([ 0.0454312 , -0.07126727,  0.03243468, -0.01535102, -1.73781654,
       -1.57708405])]"
7000,movej_fit,"[array([372.0540731 , 520.79598908, 983.35540717])]","[array([ 0.05058552, -0.07844259,  0.02575866, -0.01722178, -1.74383659,
       -1.57644754])]"
8000,movej_fit,"[array([362.77785213, 522.46645001, 988.7608529 ])]","[array([ 0.05576859, -0.08646303,  0.01825484, -0.01883632, -1.75059587,
       -1.57578982])]"
9000,movej_fit,"[array([352.82720388, 523.99123578, 994.77491521])]","[array([ 0.06094101, -0.09522179,  0.01000745, -0.02021982, -1.75799224,
       -1.57513989])]"
10000,movej_fit,"[array([ 342.3262209 ,  525.35638775, 1001.24873387])]","[array([ 6.60623312e-02, -1.04572879e-01,  1.13872749e-03, -2.14120192e-02,
       -1.76589162e+00, -1.57452304e+00])]"
