breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1653.75419748,  598.17109007,  248.80947433])]","[array([ 0.65139071,  1.28168412, -0.27960219,  2.28566829, -1.89434064,
        2.16704069])]"
1000,movel_fit,"[array([1667.79713152,  604.17452992,  251.85252112])]","[array([ 0.65231846,  1.28099577, -0.28890146,  2.2749823 , -1.88801901,
        2.1649989 ])]"
2000,movel_fit,"[array([1681.55169101,  610.6073223 ,  256.00774304])]","[array([ 0.65349677,  1.28030314, -0.29797207,  2.26363688, -1.88285833,
        2.16337317])]"
3000,movel_fit,"[array([1694.96422049,  617.46851205,  261.34325123])]","[array([ 0.65492692,  1.2795615 , -0.30679091,  2.25164115, -1.87889671,
        2.16215914])]"
4000,movel_fit,"[array([1708.00383653,  624.75404549,  267.92608857])]","[array([ 0.65660279,  1.27872549, -0.31534858,  2.23899473, -1.87615738,
        2.16134776])]"
5000,movel_fit,"[array([1720.63973123,  632.4460917 ,  275.81220441])]","[array([ 0.65850937,  1.27775189, -0.32363494,  2.22570699, -1.87465526,
        2.16092776])]"
6000,movel_fit,"[array([1732.84045603,  640.51095203,  285.03667505])]","[array([ 0.66062237,  1.27660168, -0.33163913,  2.21180273, -1.87438956,
        2.16088363])]"
7000,movel_fit,"[array([1744.57686374,  648.89923136,  295.60311888])]","[array([ 0.66290865,  1.27524229, -0.33935217,  2.19732622, -1.87533341,
        2.16119291])]"
8000,movel_fit,"[array([1755.8260957 ,  657.54788523,  307.47296734])]","[array([ 0.6653275 ,  1.27364994, -0.34677011,  2.18234495, -1.8774225 ,
        2.1618234 ])]"
9000,movel_fit,"[array([1766.57627688,  666.38480381,  320.5565482 ])]","[array([ 0.6678334 ,  1.27181178, -0.35389779,  2.1669521 , -1.88054454,
        2.16273083])]"
10000,movel_fit,"[array([1776.82937056,  675.33450068,  334.70547892])]","[array([ 0.67037975,  1.26972764, -0.36075138,  2.15126982, -1.88453065,
        2.16385737])]"
11000,movel_fit,"[array([1786.60548579,  684.32783122,  349.71296794])]","[array([ 0.6729243 ,  1.26741044, -0.3673618 ,  2.13544697, -1.88915175,
        2.1651315 ])]"
12000,movel_fit,"[array([1795.94538143,  693.31304853,  365.32138046])]","[array([ 0.67543522,  1.26488501, -0.37377699,  2.11965398, -1.89412143,
        2.16646973])]"
13000,movel_fit,"[array([1804.90798383,  702.2637258 ,  381.23131753])]","[array([ 0.677896  ,  1.26218633, -0.38006043,  2.10408014, -1.89910345,
        2.16777929])]"
14000,movel_fit,"[array([1813.56978185,  711.18826657,  397.12112077])]","[array([ 0.68030976,  1.2593558 , -0.38629061,  2.08892306, -1.90372603,
        2.16896232])]"
15000,movel_fit,"[array([1822.01853982,  720.13181065,  412.65980575])]","[array([ 0.68270016,  1.2564383 , -0.39255608,  2.07438558, -1.90759595,
        2.16991954])]"
16000,movel_fit,"[array([1830.35214711,  729.17984866,  427.52631702])]","[array([ 0.685111  ,  1.25347821, -0.39895368,  2.06066535, -1.91031355,
        2.1705538 ])]"
17000,movel_fit,"[array([1838.67040924,  738.44982622,  441.40674953])]","[array([ 0.68760114,  1.25051942, -0.40558118,  2.04796172, -1.91147851,
        2.17077102])]"
18000,movel_fit,"[array([1847.07364929,  748.08480165,  453.99098419])]","[array([ 0.6902386 ,  1.24760608, -0.41253417,  2.0364785 , -1.91069103,
        2.17048   ])]"
19000,movel_fit,"[array([1855.66066406,  758.24116572,  464.95359483])]","[array([ 0.69309191,  1.24478686, -0.4199015 ,  2.02643597, -1.90754478,
        2.16959034])]"
20000,movel_fit,"[array([1864.52348554,  769.0664824 ,  473.92159513])]","[array([ 0.69621741,  1.2421233 , -0.42775578,  2.0180899 , -1.90162012,
        2.1680105 ])]"
21000,movel_fit,"[array([1873.76470644,  780.69899212,  480.46039821])]","[array([ 0.69965105,  1.23969332, -0.43616152,  2.01172972, -1.89246449,
        2.16564222])]"
22000,movel_fit,"[array([1883.48774404,  793.22969691,  484.03021032])]","[array([ 0.70338777,  1.23760305, -0.44515681,  2.00770221, -1.87959184,
        2.16237886])]"
23000,movel_fit,"[array([1893.79919601,  806.67446396,  483.98536008])]","[array([ 0.70736161,  1.23598929, -0.45474216,  2.00639983, -1.86250142,
        2.1581058 ])]"
24000,movel_fit,"[array([1904.82084031,  820.95896323,  479.61034758])]","[array([ 0.71142951,  1.235011  , -0.46487706,  2.00822357, -1.84070166,
        2.15269811])]"
25000,movel_fit,"[array([1916.68170649,  835.88280968,  470.20943393])]","[array([ 0.71535243,  1.23483162, -0.47545934,  2.01351518, -1.81379359,
        2.14602872])]"
26000,movel_fit,"[array([1929.49515949,  851.08493068,  455.29885254])]","[array([ 0.71879017,  1.23558369, -0.48630204,  2.02242739, -1.78163436,
        2.13799538])]"
27000,movel_fit,"[array([1943.31564801,  866.0468993 ,  434.9049851 ])]","[array([ 0.72133838,  1.23731695, -0.49712771,  2.03474302, -1.74457255,
        2.12857598])]"
28000,movel_fit,"[array([1958.0495703 ,  880.17278173,  409.91973955])]","[array([ 0.72263845,  1.23994003, -0.5075933 ,  2.04969809, -1.7037369 ,
        2.1179274 ])]"
29000,movel_fit,"[array([1973.37038592,  893.01741401,  382.26842508])]","[array([ 0.72256428,  1.24318781, -0.51738752,  2.06597133, -1.66112753,
        2.10647555])]"
30000,movel_fit,"[array([1988.7020211 ,  904.55851933,  354.65934633])]","[array([ 0.72137939,  1.24665007, -0.52635306,  2.08193297, -1.61933831,
        2.0949199 ])]"
31000,movel_fit,"[array([2003.36532148,  915.32196148,  329.9123189 ])]","[array([ 0.719718  ,  1.24986741, -0.53456309,  2.09605649, -1.58089205,
        2.08407881])]"
32000,movel_fit,"[array([2016.74688551,  926.1999142 ,  310.4067827 ])]","[array([ 0.71839125,  1.25242435, -0.5422615 ,  2.10714817, -1.54777357,
        2.07470819])]"
33000,movel_fit,"[array([2028.42253059,  938.16953514,  297.84929786])]","[array([ 0.71816941,  1.25400031, -0.54976548,  2.11436901, -1.52125078,
        2.0673697 ])]"
34000,movel_fit,"[array([2038.08450148,  952.02782256,  293.49266809])]","[array([ 0.71967093,  1.25434593, -0.55735103,  2.11706907, -1.50218445,
        2.06246506])]"
35000,movel_fit,"[array([2045.40090003,  968.17881491,  298.4139494 ])]","[array([ 0.72331852,  1.25323428, -0.56516552,  2.11466763, -1.49140307,
        2.06032208])]"
36000,movel_fit,"[array([2049.97182331,  986.48098398,  313.58330984])]","[array([ 0.72928433,  1.25043816, -0.57319464,  2.1066734 , -1.48980462,
        2.06121255])]"
37000,movel_fit,"[array([2051.41238576, 1006.16325145,  339.71468637])]","[array([ 0.73741557,  1.24576231, -0.58126875,  2.09275938, -1.49819421,
        2.06528772])]"
38000,movel_fit,"[array([2049.55742336, 1025.92822976,  377.05383035])]","[array([ 0.74720053,  1.23911552, -0.58912684,  2.0727477 , -1.51695672,
        2.07246076])]"
39000,movel_fit,"[array([2044.72728052, 1044.05369876,  424.90755204])]","[array([ 0.75771555,  1.23062841, -0.59643827,  2.04667722, -1.54555174,
        2.08222905])]"
40000,movel_fit,"[array([2038.00716611, 1058.6677787 ,  480.71889891])]","[array([ 0.76762542,  1.22080242, -0.60283124,  2.01528759, -1.58164759,
        2.09345683])]"
41000,movel_fit,"[array([2031.12713357, 1068.62484156,  539.50072059])]","[array([ 0.77558865,  1.21053519, -0.60806712,  1.980748  , -1.62061947,
        2.10446489])]"
42000,movel_fit,"[array([2025.65203975, 1074.58827522,  595.08489763])]","[array([ 0.78107074,  1.20083832, -0.61232028,  1.94662486, -1.65670368,
        2.11369706])]"
43000,movel_fit,"[array([2022.26842276, 1078.99907772,  642.54444553])]","[array([ 0.78470264,  1.1924393 , -0.61622434,  1.91664713, -1.68513479,
        2.12035157])]"
44000,movel_fit,"[array([2020.91923496, 1084.94663805,  679.30600854])]","[array([ 0.78778288,  1.18564638, -0.62059471,  1.89354455, -1.70305064,
        2.1243049 ])]"
45000,movel_fit,"[array([2021.32070217, 1095.20760497,  704.0786794 ])]","[array([ 0.79159087,  1.18056086, -0.6261037 ,  1.87919489, -1.70870237,
        2.12562343])]"
46000,movel_fit,"[array([2023.25828565, 1111.55210096,  715.428915  ])]","[array([ 0.79688725,  1.17737302, -0.63299034,  1.87517204, -1.70079362,
        2.12428635])]"
47000,movel_fit,"[array([2026.71086972, 1134.02744099,  711.95507194])]","[array([ 0.80353804,  1.17640222, -0.64089051,  1.88227645, -1.67898457,
        2.12022302])]"
48000,movel_fit,"[array([2032.02142331, 1161.12233526,  693.09203831])]","[array([ 0.81055088,  1.17791801, -0.64903769,  1.89998169, -1.64391763,
        2.1132583 ])]"
49000,movel_fit,"[array([2039.92777942, 1190.35513563,  659.66134697])]","[array([ 0.81641321,  1.1819645 , -0.65653562,  1.92634828, -1.59691471,
        2.10304193])]"
50000,movel_fit,"[array([2050.9532498 , 1218.47067545,  615.56968485])]","[array([ 0.81962764,  1.18807401, -0.66256842,  1.95738683, -1.54143285,
        2.08959517])]"
