breakpoints,primitives,points,q_bp
0,movej_fit,"[array([-157.70336186, -574.86773626,  258.11096895])]","[array([-2.432074  ,  1.9080709 , -1.82642125, -1.95875966, -1.03793068,
        0.20000518])]"
1000,movej_fit,"[array([-151.71385986, -577.77409782,  262.34542684])]","[array([-2.42108663,  1.90464276, -1.83076579, -1.95440135, -1.03709559,
        0.20197749])]"
2000,movej_fit,"[array([-145.45619208, -580.74498929,  267.68570352])]","[array([-2.4095985 ,  1.90018192, -1.83644717, -1.94805545, -1.03622484,
        0.20356956])]"
3000,movej_fit,"[array([-138.92486657, -583.74614864,  274.12045395])]","[array([-2.39765589,  1.89470182, -1.84346081, -1.93974892, -1.03527448,
        0.2047887 ])]"
4000,movej_fit,"[array([-132.10108835, -586.74025127,  281.64079484])]","[array([-2.38528907,  1.88821954, -1.85179762, -1.92951057, -1.03419942,
        0.20565403])]"
5000,movej_fit,"[array([-124.96369117, -589.68158264,  290.23047046])]","[array([-2.37253035,  1.88076243, -1.86143485, -1.91738337, -1.03295582,
        0.20619225])]"
6000,movej_fit,"[array([-117.49259468, -592.51546564,  299.85815774])]","[array([-2.35941744,  1.87237257, -1.87232919, -1.9034375 , -1.03150211,
        0.2064369 ])]"
7000,movej_fit,"[array([-109.67166005, -595.17921204,  310.46931929])]","[array([-2.34599445,  1.86311106, -1.88441007, -1.88778453, -1.02980071,
        0.20642741])]"
8000,movej_fit,"[array([-101.49187914, -597.60452774,  321.97773604])]","[array([-2.33231202,  1.85306196, -1.89757323, -1.87059186, -1.02782068,
        0.20620733])]"
9000,movej_fit,"[array([ -92.95453141, -599.72167769,  334.25818716])]","[array([-2.3184262 ,  1.84233512, -1.91167598, -1.85209482, -1.02554164,
        0.20582184])]"
10000,movej_fit,"[array([ -84.07551248, -601.46506585,  347.13949625])]","[array([-2.30439852,  1.83106926, -1.92653254, -1.83260739, -1.02295907,
        0.20531469])]"
11000,movej_fit,"[array([ -74.88723343, -602.78067694,  360.40398529])]","[array([-2.29029239,  1.81943073, -1.94191564, -1.81252213, -1.0200898 ,
        0.20472531])]"
12000,movej_fit,"[array([ -65.43903953, -603.63374218,  373.79238839])]","[array([-2.27616885,  1.8076097 , -1.95756245, -1.79230079, -1.01697668,
        0.2040865 ])]"
13000,movej_fit,"[array([ -55.79898668, -604.01521363,  387.0096001 ])]","[array([-2.26208688,  1.795818  , -1.9731792 , -1.77246289, -1.01369238,
        0.20342389])]"
14000,movej_fit,"[array([ -46.05034234, -603.94654638,  399.73933603])]","[array([-2.24809906,  1.78428109, -1.98845421, -1.75356074, -1.01033888,
        0.20275643])]"
15000,movej_fit,"[array([ -36.29140619, -603.48122685,  411.65356033])]","[array([-2.23425506,  1.77323556, -2.00306389, -1.73616269, -1.00704526,
        0.20209829])]"
16000,movej_fit,"[array([ -26.62864091, -602.70299512,  422.42725452])]","[array([-2.22059772,  1.76292088, -2.01668598, -1.72082989, -1.003961  ,
        0.2014604 ])]"
17000,movej_fit,"[array([ -17.17896188, -601.7216601 ,  431.73651028])]","[array([-2.20717291,  1.75358399, -2.02899485, -1.70811939, -1.00125166,
        0.20085198])]"
18000,movej_fit,"[array([  -8.06677905, -600.66682046,  439.25733785])]","[array([-2.19403134,  1.74547975, -2.03966094, -1.69858824, -0.99909363,
        0.20028032])]"
19000,movej_fit,"[array([ 5.75165756e-01, -5.99680117e+02,  4.44654150e+02])]","[array([-2.18123441,  1.73887681, -2.04834123, -1.6928148 , -0.99767187,
        0.19974923])]"
20000,movej_fit,"[array([   8.60048495, -598.90567308,  447.56335902])]","[array([-2.1688658 ,  1.73406538, -2.05466547, -1.69142654, -0.99717868,
        0.19925585])]"
21000,movej_fit,"[array([  15.86411082, -598.47462637,  447.58392982])]","[array([-2.15701167,  1.73135007, -2.05824084, -1.69512519, -0.99780935,
        0.19878396])]"
22000,movej_fit,"[array([  22.21139203, -598.4868323 ,  444.25620554])]","[array([-2.1457804 ,  1.73105711, -2.05863812, -1.70472122, -0.99975502,
        0.19829626])]"
23000,movej_fit,"[array([  27.48536837, -598.98200444,  437.06862856])]","[array([-2.13530016,  1.73351656, -2.05541364, -1.72112708, -1.0031754 ,
        0.19772418])]"
24000,movej_fit,"[array([  31.54203137, -599.90394418,  425.4785173 ])]","[array([-2.12570674,  1.73903626, -2.04814745, -1.74533406, -1.00815167,
        0.19696058])]"
25000,movej_fit,"[array([  34.2587223 , -601.06195189,  408.98242298])]","[array([-2.11715232,  1.74785915, -2.03650983, -1.77830405, -1.01460551,
        0.19586975])]"
26000,movej_fit,"[array([  35.55605639, -602.10090062,  387.28493638])]","[array([-2.10980888,  1.76007878, -2.02038566, -1.8206975 , -1.02219054,
        0.19433739])]"
27000,movej_fit,"[array([  35.4461562 , -602.5118875 ,  360.58146533])]","[array([-2.10384081,  1.77550962, -2.00005181, -1.87240117, -1.03021881,
        0.19237915])]"
