breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 426.62238528, -451.93488156, -228.88264004])]","[array([-1.51270071,  1.5494937 , -0.06958005, -0.74477884, -1.3379239 ,
        0.0605747 ])]"
499,movel_fit,"[array([ 424.03832308, -456.82683937, -217.97309592])]","[array([-1.52013582,  1.54506115, -0.0711108 , -0.7449882 , -1.35309277,
        0.06067478])]"
999,movel_fit,"[array([ 421.6562058 , -461.13924594, -206.5184127 ])]","[array([-1.52483888,  1.5396254 , -0.07157047, -0.74318885, -1.36903326,
        0.06218506])]"
1499,movel_fit,"[array([ 419.29111422, -465.17555117, -194.73889128])]","[array([-1.52854541,  1.53408905, -0.07147685, -0.74071512, -1.38567325,
        0.06429445])]"
1999,movel_fit,"[array([ 416.86950876, -469.15333954, -182.77202331])]","[array([-1.5321254 ,  1.52883945, -0.07112523, -0.7382934 , -1.40288278,
        0.06655377])]"
2499,movel_fit,"[array([ 414.37803727, -473.20857866, -170.7060389 ])]","[array([-1.53593397,  1.52398672, -0.07066312, -0.7362675 , -1.42051809,
        0.06874463])]"
2999,movel_fit,"[array([ 411.82899029, -477.41210817, -158.59114823])]","[array([-1.54004804,  1.51951424, -0.07014597, -0.73475641, -1.43846472,
        0.0707885 ])]"
3499,movel_fit,"[array([ 409.24168602, -481.79270718, -146.45363166])]","[array([-1.54442146,  1.51536499, -0.06958097, -0.73376921, -1.45664508,
        0.07267797])]"
3999,movel_fit,"[array([ 406.63442039, -486.35919289, -134.30899812])]","[array([-1.54897538,  1.51148091, -0.06895772, -0.73327857, -1.47500625,
        0.07443044])]"
4499,movel_fit,"[array([ 404.02232646, -491.11642367, -122.17146518])]","[array([-1.5536415 ,  1.50781355, -0.06826591, -0.73325931, -1.49350279,
        0.07606218])]"
4999,movel_fit,"[array([ 401.41775538, -496.0738285 , -110.05899108])]","[array([-1.55837549,  1.5043214 , -0.06750269, -0.73370228, -1.51208352,
        0.07757792])]"
5499,movel_fit,"[array([ 398.83122238, -501.24744982,  -97.99438512])]","[array([-1.56315467,  1.50096388, -0.0666731 , -0.73461366, -1.53068571,
        0.07897015])]"
5999,movel_fit,"[array([ 396.2720604 , -506.65754249,  -86.00364081])]","[array([-1.56796958,  1.4976974 , -0.06578683, -0.73600758, -1.5492366 ,
        0.0802237 ])]"
6499,movel_fit,"[array([ 393.74859728, -512.32402809,  -74.11283732])]","[array([-1.57281483,  1.49447511, -0.06485373, -0.73789759, -1.5676599 ,
        0.0813219 ])]"
6999,movel_fit,"[array([ 391.26799962, -518.26184478,  -62.34486918])]","[array([-1.57768242,  1.49124992, -0.06387993, -0.74028999, -1.58588442,
        0.08225209])]"
7499,movel_fit,"[array([ 388.83601698, -524.47762318,  -50.71695496])]","[array([-1.58255819,  1.48797903, -0.06286551, -0.74318054, -1.60385178,
        0.08300908])]"
7999,movel_fit,"[array([ 386.45681461, -530.96835477,  -39.23943127])]","[array([-1.58742146,  1.48462823, -0.0618039 , -0.74655442, -1.62152134,
        0.08359632])]"
8499,movel_fit,"[array([ 384.13298664, -537.72201992,  -27.91588948])]","[array([-1.59224671,  1.48117483, -0.06068285, -0.75038858, -1.63887157,
        0.08402498])]"
8999,movel_fit,"[array([ 381.86575166, -544.71966796,  -16.74437227])]","[array([-1.59700642,  1.47760836, -0.05948622, -0.75465542, -1.65589822,
        0.08431179])]"
9499,movel_fit,"[array([ 379.65527577, -551.93823882,   -5.71917255])]","[array([-1.60167399,  1.47392945, -0.05819615, -0.75932656, -1.67261013,
        0.08447623])]"
9999,movel_fit,"[array([ 377.50104654, -559.35344034,    5.16723981])]","[array([-1.60622623,  1.47014735, -0.05679504, -0.76437609, -1.68902403,
        0.08453779])]"
10499,movel_fit,"[array([ 375.40222686, -566.94215996,   15.9225449 ])]","[array([-1.61064489,  1.46627669, -0.05526695, -0.76978274, -1.7051594 ,
        0.08451383])]"
10999,movel_fit,"[array([ 373.35793805, -574.68411066,   26.55338614])]","[array([-1.61491736,  1.46233442, -0.05359855, -0.77553093, -1.72103434,
        0.08441823])]"
11499,movel_fit,"[array([ 371.36744749, -582.5626288 ,   37.06474869])]","[array([-1.6190364 ,  1.45833734, -0.05177927, -0.78161075, -1.73666286,
        0.08426082])]"
11999,movel_fit,"[array([ 369.43026026, -590.56471696,   47.45985143])]","[array([-1.62299942,  1.4543005 , -0.04980118, -0.78801719, -1.75205364,
        0.08404759])]"
12499,movel_fit,"[array([ 367.54613244, -598.68053975,   57.74041524])]","[array([-1.6268073 ,  1.45023655, -0.04765836, -0.79474898, -1.76721017,
        0.08378138])]"
12999,movel_fit,"[array([ 365.71503335, -606.90262836,   67.90713327])]","[array([-1.63046318,  1.44615584, -0.04534634, -0.80180723, -1.78213185,
        0.08346285])]"
13499,movel_fit,"[array([ 363.93708491, -615.22503656,   77.96017689])]","[array([-1.63397137,  1.44206699, -0.04286142, -0.80919436, -1.79681538,
        0.08309144])]"
13999,movel_fit,"[array([ 362.21250135, -623.64263366,   87.89961114])]","[array([-1.63733653,  1.43797765, -0.0402002 , -0.81691317, -1.81125617,
        0.0826662 ])]"
14499,movel_fit,"[array([ 360.54154282, -632.15063881,   97.72565139])]","[array([-1.64056311,  1.43389503, -0.03735931, -0.82496637, -1.82544936,
        0.08218628])]"
14999,movel_fit,"[array([ 358.92448758, -640.74441866,  107.43875074])]","[array([-1.64365522,  1.42982622, -0.03433527, -0.83335632, -1.83939018,
        0.0816512 ])]"
15499,movel_fit,"[array([ 357.36161917, -649.41950283,  117.03955449])]","[array([-1.64661664,  1.42577807, -0.03112449, -0.84208502, -1.85307388,
        0.08106084])]"
15999,movel_fit,"[array([ 355.85322089, -658.17172904,  126.52878586])]","[array([-1.64945105,  1.42175679, -0.02772337, -0.85115412, -1.86649513,
        0.08041522])]"
16499,movel_fit,"[array([ 354.39956821, -666.99741538,  135.90713355])]","[array([-1.6521623 ,  1.41776742, -0.02412838, -0.86056498, -1.8796473 ,
        0.07971437])]"
16999,movel_fit,"[array([ 353.00091145, -675.8934681 ,  145.17520036])]","[array([-1.65475462,  1.41381331, -0.0203361 , -0.87031854, -1.89252184,
        0.07895817])]"
