breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([453.30636219, 637.57908636, 896.77770049])]","[array([-0.09739542,  0.59867766, -0.99975959,  0.7029453 , -1.8338312 ,
        5.52607295])]"
499,movel_fit,"[array([457.22239285, 633.89937349, 898.35516053])]","[array([-0.09979417,  0.60045773, -0.99972768,  0.7022882 , -1.8322779 ,
        5.52935739])]"
999,movel_fit,"[array([461.51438455, 629.03482259, 900.94346677])]","[array([-0.10340277,  0.60140815, -0.99864273,  0.70045311, -1.82978081,
        5.5328698 ])]"
1499,movel_fit,"[array([465.71884809, 623.52799715, 904.17902635])]","[array([-0.10758603,  0.60181434, -0.99689793,  0.6981075 , -1.82670039,
        5.53653529])]"
1999,movel_fit,"[array([469.61299329, 617.71100922, 907.81695966])]","[array([-0.11196906,  0.60187781, -0.99474657,  0.69562313, -1.82327048,
        5.54030413])]"
2499,movel_fit,"[array([473.10903518, 611.7733783 , 911.70412288])]","[array([-0.11635103,  0.60172485, -0.9923371 ,  0.69318298, -1.81963125,
        5.54414041])]"
2999,movel_fit,"[array([476.1872515 , 605.8053037 , 915.76044742])]","[array([-0.12064554,  0.60142032, -0.98974082,  0.69085422, -1.81585216,
        5.54802132])]"
3499,movel_fit,"[array([478.85410052, 599.83878691, 919.95326572])]","[array([-0.12482953,  0.60098898, -0.98698182,  0.6886442 , -1.81195864,
        5.55193402])]"
3999,movel_fit,"[array([481.12112587, 593.88149378, 924.27152467])]","[array([-0.12890485,  0.60043703, -0.98406363,  0.68653875, -1.80795664,
        5.55587097])]"
4499,movel_fit,"[array([482.99802186, 587.93950257, 928.70609283])]","[array([-0.1328746 ,  0.59976839, -0.98098811,  0.6845243 , -1.80385063,
        5.55982534])]"
4999,movel_fit,"[array([484.49318879, 582.02888028, 933.23853832])]","[array([-0.13673213,  0.59899399, -0.97776572,  0.68259725, -1.79965349,
        5.56378779])]"
5499,movel_fit,"[array([485.61678875, 576.17823015, 937.83793452])]","[array([-0.14045928,  0.59813443, -0.97441817,  0.68076504, -1.79538925,
        5.56774505])]"
5999,movel_fit,"[array([486.38327768, 570.42515826, 942.46373037])]","[array([-0.1440304 ,  0.59721777, -0.97097579,  0.67904252, -1.79109063,
        5.57168034])]"
6499,movel_fit,"[array([486.81206388, 564.80969472, 947.07206007])]","[array([-0.14741851,  0.59627463, -0.96747188,  0.67744655, -1.78679355,
        5.57557504])]"
6999,movel_fit,"[array([486.92620405, 559.36734071, 951.62284928])]","[array([-0.15060158,  0.59533271, -0.96393665,  0.67599093, -1.78253104,
        5.579411  ])]"
7499,movel_fit,"[array([486.74983723, 554.12368329, 956.08560723])]","[array([-0.15356679,  0.59441228, -0.96039216,  0.67468274, -1.77832823,
        5.58317282])]"
7999,movel_fit,"[array([486.30534913, 549.09158746, 960.4426805 ])]","[array([-0.15631249,  0.59352373, -0.95684969,  0.67352084, -1.77419942,
        5.58684938])]"
8499,movel_fit,"[array([485.61113165, 544.27108188, 964.68968806])]","[array([-0.15884771,  0.59266719, -0.9533093 ,  0.67249612, -1.77014766,
        5.59043464])]"
8999,movel_fit,"[array([484.68043078, 539.65140596, 968.83359598])]","[array([-0.16118995,  0.59183407, -0.94976156,  0.67159325, -1.76616622,
        5.59392733])]"
9499,movel_fit,"[array([483.52136227, 535.21435919, 972.88929859])]","[array([-0.16336202,  0.59100972, -0.94619039,  0.67079307, -1.76224146,
        5.59733016])]"
9999,movel_fit,"[array([482.13785673, 530.93805237, 976.87566652])]","[array([-0.16538873,  0.59017656, -0.94257645,  0.67007517, -1.75835623,
        5.60064846])]"
10499,movel_fit,"[array([480.53113238, 526.8003107 , 980.81189002])]","[array([-0.16729409,  0.5893169 , -0.93890019,  0.6694201 , -1.75449301,
        5.60388889])]"
10999,movel_fit,"[array([478.70127275, 522.78122513, 984.71469075])]","[array([-0.1690993 ,  0.5884152 , -0.93514419,  0.66881088, -1.75063639,
        5.60705824])]"
11499,movel_fit,"[array([476.6485674 , 518.86462098, 988.59667966])]","[array([-0.17082171,  0.58745936, -0.93129456,  0.66823383, -1.74677456,
        5.61016262])]"
11999,movel_fit,"[array([474.37440785, 515.0384616 , 992.46586097])]","[array([-0.17247473,  0.58644112, -0.92734133,  0.66767859, -1.74289981,
        5.61320708])]"
12499,movel_fit,"[array([471.8816774 , 511.29439648, 996.32606599])]","[array([-0.17406833,  0.58535573, -0.92327806,  0.66713767, -1.73900815,
        5.61619553])]"
12999,movel_fit,"[array([ 469.17470024,  507.62677747, 1000.17797002])]","[array([-0.17561008,  0.58420117, -0.91910103,  0.66660564, -1.73509846,
        5.61913098])]"
13499,movel_fit,"[array([ 466.25890182,  504.03149569, 1004.02031171])]","[array([-0.17710619,  0.5829771 , -0.91480814,  0.66607823, -1.73117135,
        5.62201593])]"
13999,movel_fit,"[array([ 463.14036674,  500.50494594, 1007.85098413])]","[array([-0.17856239,  0.58168404, -0.91039796,  0.66555157, -1.72722823,
        5.62485269])]"
14499,movel_fit,"[array([ 459.82546577,  497.04332616, 1011.6677768 ])]","[array([-0.17998464,  0.58032271, -0.90586913,  0.66502164, -1.72327054,
        5.62764369])]"
14999,movel_fit,"[array([ 456.32067021,  493.64235739, 1015.46868173])]","[array([-0.18137936,  0.57889379, -0.90122003,  0.664484  , -1.7192995 ,
        5.63039157])]"
15499,movel_fit,"[array([ 452.63259703,  490.29739228, 1019.25180334])]","[array([-0.18275336,  0.57739794, -0.8964489 ,  0.66393386, -1.71531618,
        5.63309909])]"
15999,movel_fit,"[array([ 448.76825256,  487.00379007, 1023.01500673])]","[array([-0.18411366,  0.57583612, -0.89155411,  0.66336631, -1.71132186,
        5.63576895])]"
16499,movel_fit,"[array([ 444.73538102,  483.75738561, 1026.7554878 ])]","[array([-0.18546712,  0.57420997, -0.88653467,  0.66277657, -1.70731846,
        5.63840357])]"
16999,movel_fit,"[array([ 440.54279043,  480.55487387, 1030.46944867])]","[array([-0.18682021,  0.57252206, -0.88139049,  0.66216027, -1.70330891,
        5.64100478])]"
17499,movel_fit,"[array([ 436.20052796,  477.39396679, 1034.15201884])]","[array([-0.18817893,  0.57077601, -0.87612259,  0.66151359, -1.69929733,
        5.64357375])]"
17999,movel_fit,"[array([ 431.71980809,  474.27324486, 1037.79748841])]","[array([-0.18954902,  0.56897627, -0.87073291,  0.66083307, -1.69528878,
        5.64611095])]"
18499,movel_fit,"[array([ 427.11265443,  471.19170788, 1041.39983366])]","[array([-0.19093638,  0.56712772, -0.86522391,  0.66011531, -1.69128878,
        5.64861632])]"
18999,movel_fit,"[array([ 422.39128567,  468.14810806, 1044.95343647])]","[array([-0.19234767,  0.56523493, -0.85959786,  0.65935641, -1.68730258,
        5.65108958])]"
19499,movel_fit,"[array([ 417.56734226,  465.1402085 , 1048.45384483])]","[array([-0.19379097,  0.56330144, -0.85385606,  0.65855137, -1.68333429,
        5.65353054])]"
19999,movel_fit,"[array([ 412.65109815,  462.16413735, 1051.89840387])]","[array([-0.19527641,  0.5613291 , -0.84799812,  0.65769343, -1.67938612,
        5.65593949])]"
20499,movel_fit,"[array([ 407.6508193 ,  459.2139994 , 1055.28660631])]","[array([-0.19681657,  0.55931754, -0.84202143,  0.65677364, -1.67545789,
        5.65831734])]"
20999,movel_fit,"[array([ 402.57241434,  456.28186613, 1058.62006231])]","[array([-0.19842663,  0.55726404, -0.83592098,  0.65578066, -1.67154686,
        5.66066578])]"
21499,movel_fit,"[array([ 397.41947547,  453.35820061, 1061.90205871])]","[array([-0.20012411,  0.55516375, -0.82968951,  0.65470092, -1.66764812,
        5.66298699])]"
21999,movel_fit,"[array([ 392.1937385 ,  450.43269825, 1065.13675399])]","[array([-0.20192834,  0.55301029, -0.82331822,  0.65351909, -1.6637553 ,
        5.66528332])]"
22499,movel_fit,"[array([ 386.89591161,  447.49544783, 1068.32812487])]","[array([-0.20385961,  0.55079661, -0.81679768,  0.65221887, -1.6598617 ,
        5.66755664])]"
22999,movel_fit,"[array([ 381.52674658,  444.53825179, 1071.47883336])]","[array([-0.2059382 ,  0.548516  , -0.810119  ,  0.65078405, -1.65596159,
        5.66980766])]"
23499,movel_fit,"[array([ 376.08816579,  441.55589919, 1074.58921006])]","[array([-0.20818334,  0.54616311, -0.80327502,  0.64919959, -1.65205142,
        5.67203519])]"
23999,movel_fit,"[array([ 370.58422829,  438.5471715 , 1077.65654288])]","[array([-0.2106124 ,  0.54373468, -0.79626125,  0.64745255, -1.64813077,
        5.67423551])]"
24499,movel_fit,"[array([ 365.02172769,  435.51538838, 1080.67481594])]","[array([-0.21324037,  0.5412299 , -0.78907651,  0.64553283, -1.64420286,
        5.676402  ])]"
24999,movel_fit,"[array([ 359.41027171,  432.46837149, 1083.6349632 ])]","[array([-0.21607982,  0.53865034, -0.78172286,  0.64343334, -1.64027443,
        5.67852505])]"
25499,movel_fit,"[array([ 353.76179294,  429.41781066, 1086.52559946])]","[array([-0.21914137,  0.53599921, -0.77420513,  0.64114974, -1.636355  ,
        5.68059232])]"
25999,movel_fit,"[array([ 348.0895671 ,  426.37813901, 1089.33408818])]","[array([-0.22243457,  0.53328041, -0.76652972,  0.63867959, -1.63245568,
        5.6825893 ])]"
26499,movel_fit,"[array([ 342.40693986,  423.36513073, 1092.04773009])]","[array([-0.22596913,  0.53049723, -0.75870325,  0.63602116, -1.6285877 ,
        5.68450011])]"
26999,movel_fit,"[array([ 336.72605283,  420.39450079, 1094.65482797])]","[array([-0.22975622,  0.52765114, -0.750731  ,  0.63317209, -1.62476105,
        5.68630832])]"
27499,movel_fit,"[array([ 331.05688667,  417.48078991, 1097.1454111 ])]","[array([-0.23380965,  0.52474093, -0.74261569,  0.63012812, -1.62098335,
        5.68799764])]"
27999,movel_fit,"[array([ 325.40689226,  414.63676098, 1099.51147892])]","[array([-0.23814656,  0.52176233, -0.73435672,  0.62688223, -1.61725946,
        5.68955249])]"
28499,movel_fit,"[array([ 319.78136771,  411.87342619, 1101.74672879])]","[array([-0.2427876 ,  0.51870827, -0.72595014,  0.62342444, -1.61359163,
        5.69095801])]"
28999,movel_fit,"[array([ 314.18458276,  409.20068807, 1103.84584517])]","[array([-0.2477564 ,  0.5155698 , -0.71738942,  0.61974228, -1.60998043,
        5.69219994])]"
29499,movel_fit,"[array([ 308.62148414,  406.62843558, 1105.80352532])]","[array([-0.25307835,  0.51233747, -0.70866681,  0.61582204, -1.6064261 ,
        5.69326405])]"
29999,movel_fit,"[array([ 303.09967272,  404.16780884, 1107.61348622])]","[array([-0.25877885,  0.50900298, -0.69977524,  0.61165053, -1.60293005,
        5.69413551])]"
30499,movel_fit,"[array([ 297.63126016,  401.83226344, 1109.26771981])]","[array([-0.26488147,  0.50556077, -0.69071021,  0.60721704, -1.59949626,
        5.69479838])]"
30999,movel_fit,"[array([ 292.23422195,  399.63805498, 1110.75623045])]","[array([-0.2714061 ,  0.5020092 , -0.68147132,  0.60251503, -1.59613203,
        5.69523533])]"
31499,movel_fit,"[array([ 286.93298248,  397.60385746, 1112.06738969])]","[array([-0.27836793,  0.49835117, -0.67206314,  0.59754312, -1.59284805,
        5.69542796])]"
31999,movel_fit,"[array([ 281.75817932,  395.74942219, 1113.1888971 ])]","[array([-0.28577722,  0.49459401, -0.66249508,  0.59230487, -1.58965757,
        5.69535757])]"
32499,movel_fit,"[array([ 276.74580224,  394.09343847, 1114.10917748])]","[array([-0.29364024,  0.49074884, -0.65278039,  0.58680742, -1.5865751 ,
        5.69500649])]"
32999,movel_fit,"[array([ 271.93609221,  392.6509899 , 1114.81892923])]","[array([-0.30196103,  0.48682961, -0.64293458,  0.58105919, -1.58361474,
        5.69435951])]"
33499,movel_fit,"[array([ 267.37263028,  391.43112371, 1115.31250903])]","[array([-0.31074359,  0.48285228, -0.6329738 ,  0.57506708, -1.58078888,
        5.69340516])]"
33999,movel_fit,"[array([ 263.10191565,  390.43500984, 1115.58890655])]","[array([-0.3199939 ,  0.47883433, -0.6229136 ,  0.56883402, -1.5781074 ,
        5.69213662])]"
34499,movel_fit,"[array([ 259.17347253,  389.65497986, 1115.65219727])]","[array([-0.32972106,  0.47479484, -0.61276851,  0.56235737, -1.57557768,
        5.69055188])]"
34999,movel_fit,"[array([ 255.64025024,  389.07447209, 1115.51150982])]","[array([-0.33993757,  0.47075495, -0.60255246,  0.55562857, -1.57320517,
        5.68865332])]"
35499,movel_fit,"[array([ 252.55892241,  388.66865761, 1115.18065798])]","[array([-0.35065851,  0.46673847, -0.59227972,  0.54863389, -1.5709943 ,
        5.68644681])]"
35999,movel_fit,"[array([ 249.98972792,  388.40536376, 1114.67763401])]","[array([-0.36190034,  0.46277228, -0.5819659 ,  0.54135568, -1.56894931,
        5.68394063])]"
36499,movel_fit,"[array([ 247.995734  ,  388.24589297, 1114.02413626])]","[array([-0.37368004,  0.4588862 , -0.57162857,  0.5337735 , -1.56707483,
        5.68114433])]"
36999,movel_fit,"[array([ 246.64172382,  388.14547086, 1113.24521519])]","[array([-0.38601515,  0.45511235, -0.56128698,  0.52586447, -1.56537592,
        5.67806786])]"
37499,movel_fit,"[array([ 245.99311584,  388.05331623, 1112.36899507])]","[array([-0.39892499,  0.45148407, -0.55096121,  0.51760258, -1.56385804,
        5.67472063])]"
37999,movel_fit,"[array([ 246.11520318,  387.91261417, 1111.42630724])]","[array([-0.41243211,  0.44803497, -0.54067121,  0.50895793, -1.56252696,
        5.67111073])]"
38499,movel_fit,"[array([ 247.07250762,  387.660877  , 1110.45000313])]","[array([-0.4265625 ,  0.44479843, -0.53043658,  0.49989715, -1.56138898,
        5.66724392])]"
38999,movel_fit,"[array([ 248.92741852,  387.23118994, 1109.47374582])]","[array([-0.44134273,  0.44180758, -0.52027769,  0.49038647, -1.56045126,
        5.66312283])]"
39499,movel_fit,"[array([ 251.73694385,  386.55467729, 1108.53019481])]","[array([-0.45679281,  0.43909574, -0.51021833,  0.4803984 , -1.55972201,
        5.65874663])]"
39999,movel_fit,"[array([ 255.54675479,  385.56422843, 1107.64868112])]","[array([-0.47291546,  0.43669637, -0.50028893,  0.46992115, -1.55920991,
        5.6541117 ])]"
40499,movel_fit,"[array([ 260.38294021,  384.19905439, 1106.85272999])]","[array([-0.4896844 ,  0.43464223, -0.49052911,  0.45896858, -1.55892254,
        5.64921349])]"
