breakpoints,primitives,points,q_bp
0,movej_fit,"[array([   39.38177976, -2177.19510631,   448.01893156])]","[array([-1.68425953,  0.65328479,  0.03856824, -2.57451314, -0.63043486,
       -2.42501861])]"
500,movel_fit,"[array([   47.33327455, -2162.6956258 ,   453.72347839])]","[array([-1.68526674,  0.64672213,  0.04481619, -2.5659758 , -0.64931359,
       -2.42449752])]"
1000,movel_fit,"[array([   55.36069728, -2148.37255214,   459.95392665])]","[array([-1.68460979,  0.63985151,  0.04957146, -2.56583731, -0.6671388 ,
       -2.428149  ])]"
1500,movel_fit,"[array([   63.42403986, -2134.300124  ,   466.68733187])]","[array([-1.68330448,  0.63315512,  0.05300882, -2.56897515, -0.68530188,
       -2.43380275])]"
2000,movel_fit,"[array([   71.51445909, -2120.49362659,   473.92033921])]","[array([-1.68187617,  0.62681683,  0.05538273, -2.57270614, -0.704352  ,
       -2.44026264])]"
2500,movel_fit,"[array([   79.62258842, -2106.96752289,   481.64702196])]","[array([-1.68054688,  0.62086567,  0.05692152, -2.57585958, -0.72433795,
       -2.44693708])]"
3000,movel_fit,"[array([   87.73874101, -2093.73497202,   489.8588315 ])]","[array([-1.67937069,  0.6152703 ,  0.05778002, -2.57811284, -0.7451158 ,
       -2.45360373])]"
3500,movel_fit,"[array([   95.85313234, -2080.80743632,   498.54469821])]","[array([-1.67832542,  0.60998987,  0.05804179, -2.57953362, -0.76651061,
       -2.46023124])]"
4000,movel_fit,"[array([  103.95609728, -2068.19438621,   507.69123755])]","[array([-1.67736723,  0.60499105,  0.05774802, -2.58030268, -0.78837265,
       -2.46685575])]"
4500,movel_fit,"[array([  112.03828587, -2055.90310339,   517.28302538])]","[array([-1.67645744,  0.60024674,  0.0569303 , -2.58057675, -0.81057855,
       -2.47350914])]"
5000,movel_fit,"[array([  120.09082863, -2043.93857643,   527.30291448])]","[array([-1.67557153,  0.59572845,  0.05563417, -2.58044324, -0.83301435,
       -2.480188  ])]"
5500,movel_fit,"[array([  128.1054676 , -2032.30347872,   537.73237063])]","[array([-1.67469834,  0.59139991,  0.05392908, -2.57992551, -0.85556069,
       -2.48684992])]"
6000,movel_fit,"[array([  136.07465277, -2020.99821602,   548.55181181])]","[array([-1.67383503,  0.58721472,  0.05190566, -2.57900979, -0.87808785,
       -2.49342543])]"
6500,movel_fit,"[array([  143.99160612, -2010.02103018,   559.74093778])]","[array([-1.67298145,  0.58311891,  0.04966454, -2.57767511, -0.900461  ,
       -2.49983634])]"
7000,movel_fit,"[array([  151.85035667, -1999.36814497,   571.27904073])]","[array([-1.67213561,  0.57905655,  0.04730165, -2.57591624, -0.92255159,
       -2.50601353])]"
7500,movel_fit,"[array([  159.64575101, -1989.03394134,   583.14529018])]","[array([-1.6712912 ,  0.57497653,  0.04489491, -2.57375577, -0.94425006,
       -2.51191004])]"
8000,movel_fit,"[array([  167.37344366, -1979.01115053,   595.31898702])]","[array([-1.67043701,  0.57083833,  0.04249559, -2.57124579, -0.9654754 ,
       -2.51750731])]"
