cmd speed,average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle(rad) error,max angle(rad) error,min angle(rad) error,std angle(rad) error
103.125,103.11105518206763,107.5700162693111,97.81146817155525,0.8549426687368017,0.13953150546016982,0.4581272579475056,0.0038441258122143824,0.13649358491950428,0.000916741640527738,0.0037115253309067033,2.5403119205438232e-05,0.0009306556621448613
