breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 426.59117079, -451.8437289 , -228.87613589])]","[array([-1.51290622,  1.54369416, -0.07613682, -0.74408405, -1.33169697,
        0.04880989])]"
7218,movec_fit,"[array([ 408.70099254, -482.78933121, -143.77658314]), array([ 390.31064334, -521.09281602,  -57.31397014])]","[array([-1.54812461,  1.51598983, -0.07166745, -0.73716583, -1.46065376,
        0.07697027]), array([-1.57460025,  1.48983553, -0.05587879, -0.73515315, -1.59659791,
        0.07577201])]"
11360,movec_fit,"[array([ 380.63808905, -548.84607406,  -10.26201901]), array([ 372.03904746, -580.47528534,   34.04844013])]","[array([-1.59949171,  1.47304153, -0.06010826, -0.75668539, -1.66365581,
        0.08388758]), array([-1.61821136,  1.46389364, -0.05055524, -0.78175204, -1.73581602,
        0.08529089])]"
15291,movec_fit,"[array([ 364.65904107, -612.29692398,   74.54086104]), array([ 358.14458696, -645.89129181,  112.9479236 ])]","[array([-1.63291073,  1.44328079, -0.04440874, -0.80721873, -1.79150295,
        0.08500858]), array([-1.64483398,  1.42785304, -0.03121113, -0.83758937, -1.84781727,
        0.07776711])]"
18211,movec_fit,"[array([ 353.85961077, -671.48885285,  140.61010329]), array([ 349.998206  , -697.80454217,  167.08691775])]","[array([-1.65326141,  1.41535867, -0.02217411, -0.86534038, -1.88586201,
        0.07923148]), array([-1.66051347,  1.40531076, -0.01033398, -0.89615591, -1.9231052 ,
        0.07708037])]"
21751,movel_fit,"[array([ 342.58962545, -763.40054439,  228.09954448])]","[array([-1.67420177,  1.37836495,  0.0257574 , -0.9799821 , -1.9992709 ,
        0.06724956])]"
26826,movec_fit,"[array([ 338.57759911, -811.48445345,  269.22400651]), array([ 335.10013774, -859.70820928,  308.88867862])]","[array([-1.6807864 ,  1.36081823,  0.06348164, -1.04746565, -2.04342256,
        0.0651898 ]), array([-1.68887646,  1.34303123,  0.09547122, -1.12476699, -2.07543771,
        0.05654417])]"
31098,movec_fit,"[array([ 331.62418138, -899.85648942,  342.1035363 ]), array([ 326.84702285, -939.27818855,  375.2064422 ])]","[array([-1.69264537,  1.33088226,  0.14836369, -1.18347787, -2.09698746,
        0.05942206]), array([-1.70055767,  1.31578299,  0.19124268, -1.24651149, -2.10729071,
        0.06108463])]"
35223,movec_fit,"[array([ 319.81358504, -975.58070782,  408.07764243]), array([  309.46771033, -1009.69694844,   441.70076066])]","[array([-1.70855017,  1.30415072,  0.26028539, -1.29488362, -2.11194582,
        0.07193612]), array([-1.72292596,  1.2847094 ,  0.31181892, -1.34210102, -2.10470448,
        0.08797937])]"
42120,movec_fit,"[array([  282.48615185, -1056.96618697,   502.13123304]), array([  241.44321539, -1083.34155436,   570.60372822])]","[array([-1.74515386,  1.28139514,  0.47108059, -1.39853416, -2.11246851,
        0.11087041]), array([-1.79471439,  1.19810374,  0.50722501, -1.41912869, -2.07546468,
        0.2046567 ])]"
46540,movec_fit,"[array([  210.03206137, -1085.72672249,   620.10922294]), array([  178.72761779, -1075.1239076 ,   674.17195294])]","[array([-1.80887958,  1.21686082,  0.62619995, -1.45436819, -2.12705897,
        0.19423783]), array([-1.8266206 ,  1.21002343,  0.72000018, -1.48061435, -2.1709317 ,
        0.20597446])]"
49999,movec_fit,"[array([  156.25484841, -1059.42449448,   718.78257289]), array([  138.1760979 , -1039.95826643,   764.66496181])]","[array([-1.8421432 ,  1.17658583,  0.73369022, -1.4990249 , -2.19954089,
        0.21930222]), array([-1.85178001,  1.15576651,  0.78088711, -1.52316689, -2.23418459,
        0.21997249])]"
