average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
206.6771034489928,211.14359299283237,198.49417451946314,0.6725986156345948,0.058671972300254886,0.9811414941789467,0.003547231828273669,0.0753175299371667,0.00021921187746562343,0.012991902300137958,0.0,0.000675768276389422
