breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1276.74034149,  752.67901993,  699.45874165])]","[array([ 0.13441452,  0.38080525,  0.50512532, -2.06167274, -1.37094052,
        2.07986415])]"
500,movel_fit,"[array([1283.45600922,  759.58879105,  696.01175146])]","[array([ 0.13824519,  0.38842796,  0.49751397, -2.05935867, -1.36838957,
        2.08094764])]"
1000,movel_fit,"[array([1290.19004695,  766.55931265,  692.59977059])]","[array([ 0.14227161,  0.395745  ,  0.48964283, -2.05766439, -1.36552232,
        2.08172362])]"
1500,movel_fit,"[array([1296.91527159,  773.56309278,  689.23657521])]","[array([ 0.14647703,  0.40273141,  0.48154372, -2.05660833, -1.36234569,
        2.08218625])]"
2000,movel_fit,"[array([1303.6313011 ,  780.60038994,  685.92191387])]","[array([ 0.15086047,  0.40939411,  0.47321858, -2.05619912, -1.35885796,
        2.08233504])]"
2500,movel_fit,"[array([1310.33705399,  787.67097886,  682.65568962])]","[array([ 0.15542134,  0.41574024,  0.46467023, -2.05644587, -1.35505886,
        2.08216997])]"
3000,movel_fit,"[array([1317.03144682,  794.77486437,  679.43760103])]","[array([ 0.16015974,  0.42177798,  0.45590165, -2.05735784, -1.35094939,
        2.08169175])]"
3500,movel_fit,"[array([1323.7127746 ,  801.91160775,  676.26742919])]","[array([ 0.16507587,  0.42751609,  0.44691678, -2.05894406, -1.34653247,
        2.08090202])]"
4000,movel_fit,"[array([1330.38043069,  809.0821458 ,  673.14421186])]","[array([ 0.17017121,  0.43296558,  0.43771836, -2.06121339, -1.34181199,
        2.07980332])]"
4500,movel_fit,"[array([1337.03278223,  816.28650319,  670.06724504])]","[array([ 0.17544676,  0.43813795,  0.42831077, -2.06417366, -1.33679446,
        2.07839961])]"
5000,movel_fit,"[array([1343.66860444,  823.52529827,  667.03539331])]","[array([ 0.18090392,  0.44304658,  0.41869827, -2.06783157, -1.33148827,
        2.07669628])]"
5500,movel_fit,"[array([1350.28641989,  830.7989975 ,  664.04738933])]","[array([ 0.18654374,  0.44770631,  0.40888591, -2.07219192, -1.32590448,
        2.07470054])]"
6000,movel_fit,"[array([1356.8843071 ,  838.10765082,  661.10190418])]","[array([ 0.19236645,  0.45213353,  0.39888006, -2.07725673, -1.32005728,
        2.07242188])]"
6500,movel_fit,"[array([1363.4608431 ,  845.45187704,  658.19711635])]","[array([ 0.19837197,  0.45634692,  0.38868705, -2.08302518, -1.31396344,
        2.06987201])]"
7000,movel_fit,"[array([1370.01437659,  852.83200138,  655.33103559])]","[array([ 0.20455895,  0.46036703,  0.37831442, -2.0894924 , -1.30764312,
        2.0670654 ])]"
