cmd speed,average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle(rad) error,max angle(rad) error,min angle(rad) error,std angle(rad) error
300.0,299.9706497738035,307.08046194922815,290.316083150026,2.361422108045718,0.1391073695412226,0.4722424790036477,0.03900206194924695,0.07472585754717974,0.00032572562165621675,0.004788669447881617,0.0,0.0004391281835031049
