breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 460.20907862, -507.11253554,  787.46360022])]","[array([-0.74180795, -0.44613892, -0.601642  , -1.53847006, -0.64365039,
       -1.08773063])]"
499,movel_fit,"[array([ 460.09474095, -496.85903793,  787.43909111])]","[array([-0.73116331, -0.45890644, -0.60915729, -1.53225607, -0.64310419,
       -1.09742404])]"
999,movel_fit,"[array([ 459.92114049, -486.58544676,  787.42298958])]","[array([-0.72077102, -0.47214077, -0.61689182, -1.52762913, -0.64310527,
       -1.10603999])]"
1499,movel_fit,"[array([ 459.68840294, -476.31225473,  787.41504096])]","[array([-0.71063834, -0.4858314 , -0.62483658, -1.52462066, -0.64357687,
       -1.11351734])]"
1999,movel_fit,"[array([ 459.39646151, -466.03945538,  787.41472379])]","[array([-0.70075131, -0.49999309, -0.6329985 , -1.52323858, -0.64444749,
       -1.11982437])]"
2499,movel_fit,"[array([ 459.04526652, -455.76788431,  787.4213056 ])]","[array([-0.69109747, -0.51463953, -0.64138481, -1.52348189, -0.64565496,
       -1.1249372 ])]"
2999,movel_fit,"[array([ 458.63477632, -445.49814822,  787.43384143])]","[array([-0.68166505, -0.52978474, -0.65000358, -1.5253409 , -0.64714829,
       -1.12883997])]"
3499,movel_fit,"[array([ 458.1650133 , -435.23158351,  787.45117301])]","[array([-0.67244401, -0.54544133, -0.65886271, -1.52879746, -0.64888881,
       -1.13152402])]"
3999,movel_fit,"[array([ 457.63596262, -424.96764555,  787.47193497])]","[array([-0.66342364, -0.56162435, -0.66797189, -1.53382593, -0.6508512 ,
       -1.13298833])]"
4499,movel_fit,"[array([ 457.0477366 , -414.7071544 ,  787.49455306])]","[array([-0.65459537, -0.5783459 , -0.67733951, -1.54039211, -0.65302305,
       -1.13323866])]"
4999,movel_fit,"[array([ 456.40049686, -404.45010802,  787.51725336])]","[array([-0.64595058, -0.59561816, -0.68697423, -1.54845337, -0.65540481,
       -1.13228844])]"
5499,movel_fit,"[array([ 455.69453719, -394.19673869,  787.53806882])]","[array([-0.63748104, -0.61345112, -0.69688363, -1.55795722, -0.6580086 ,
       -1.13015939])]"
5999,movel_fit,"[array([ 454.93034942, -383.94783201,  787.55485144])]","[array([-0.62917868, -0.63185136, -0.70707343, -1.56883952, -0.66085661,
       -1.12688273])]"
6499,movel_fit,"[array([ 454.10855714, -373.70328141,  787.56529296])]","[array([-0.62103363, -0.65082387, -0.71754838, -1.58102448, -0.66397951,
       -1.12249991])]"
6999,movel_fit,"[array([ 453.23003743, -363.46327533,  787.56694589])]","[array([-0.61303443, -0.6703692 , -0.72831055, -1.59442222, -0.66741358,
       -1.11706388])]"
7499,movel_fit,"[array([ 452.2959598 , -353.22814298,  787.55725491])]","[array([-0.60516679, -0.69048293, -0.73935884, -1.60892757, -0.67119782,
       -1.11064   ])]"
7999,movel_fit,"[array([ 451.30785563, -342.99852828,  787.53359698])]","[array([-0.59741271, -0.71115429, -0.7506881 , -1.6244189 , -0.67537051,
       -1.10330669])]"
8499,movel_fit,"[array([ 450.26744413, -332.77315277,  787.49332082])]","[array([-0.58974751, -0.73237001, -0.76229094, -1.64076131, -0.67996676,
       -1.09515357])]"
8999,movel_fit,"[array([ 449.17721704, -322.55411565,  787.43382163])]","[array([-0.58214272, -0.75410248, -0.77415106, -1.65779871, -0.6850129 ,
       -1.08628486])]"
9499,movel_fit,"[array([ 448.03983585, -312.34038519,  787.35258269])]","[array([-0.57456002, -0.77632247, -0.78624997, -1.67536516, -0.69052656,
       -1.07681274])]"
9999,movel_fit,"[array([ 446.85850516, -302.13108665,  787.24725545])]","[array([-0.56695285, -0.79899177, -0.79856277, -1.69328154, -0.6965132 ,
       -1.06685771])]"
10499,movel_fit,"[array([ 445.63734577, -291.92803266,  787.11578103])]","[array([-0.55926766, -0.82205681, -0.81105449, -1.71135313, -0.70296326,
       -1.05654875])]"
10999,movel_fit,"[array([ 444.3806361 , -281.72878601,  786.95640309])]","[array([-0.55143844, -0.84546372, -0.82368825, -1.72938443, -0.70985632,
       -1.04601361])]"
11499,movel_fit,"[array([ 443.09365565, -271.53334922,  786.76784405])]","[array([-0.54339189, -0.86914302, -0.83641699, -1.74717004, -0.717158  ,
       -1.03538259])]"
11999,movel_fit,"[array([ 441.78257294, -261.34256432,  786.54941099])]","[array([-0.53504688, -0.89301282, -0.84918541, -1.76450032, -0.72482263,
       -1.02478442])]"
12499,movel_fit,"[array([ 440.45397806, -251.15410392,  786.30101633])]","[array([-0.52631222, -0.91698814, -0.86193528, -1.78117068, -0.73279896,
       -1.01433985])]"
12999,movel_fit,"[array([ 439.11560929, -240.96776349,  786.02339553])]","[array([-0.51709228, -0.94096839, -0.87459921, -1.79697468, -0.74102936,
       -1.00416559])]"
13499,movel_fit,"[array([ 437.77590875, -230.78165974,  785.71812642])]","[array([-0.50728552, -0.96484617, -0.88710596, -1.81171217, -0.74945588,
       -0.9943696 ])]"
13999,movel_fit,"[array([ 436.44448689, -220.59548206,  785.38781714])]","[array([-0.49678942, -0.98849948, -0.89937694, -1.82518592, -0.75802079,
       -0.98505408])]"
14499,movel_fit,"[array([ 435.1318679 , -210.40835864,  785.03613414])]","[array([-0.48550094, -1.01179656, -0.91132953, -1.83720645, -0.76667104,
       -0.97631395])]"
14999,movel_fit,"[array([ 433.84936959, -200.21776053,  784.66781887])]","[array([-0.47331746, -1.034598  , -0.92287883, -1.84759416, -0.7753616 ,
       -0.96823728])]"
15499,movel_fit,"[array([ 432.60932254, -190.02104945,  784.28877319])]","[array([-0.46014079, -1.0567526 , -0.93393607, -1.85617809, -0.7840558 ,
       -0.96090877])]"
15999,movel_fit,"[array([ 431.42554086, -179.81965162,  783.9062228 ])]","[array([-0.4458859 , -1.07808814, -0.94440467, -1.86279494, -0.7927229 ,
       -0.95441461])]"
16499,movel_fit,"[array([ 430.31213025, -169.60942658,  783.52831124])]","[array([-0.43047112, -1.09843168, -0.95419062, -1.8672983 , -0.80134675,
       -0.94883846])]"
16999,movel_fit,"[array([ 429.28450553, -159.38975186,  783.16433848])]","[array([-0.41383339, -1.11758983, -0.9631929 , -1.86955396, -0.80991788,
       -0.94427051])]"
17499,movel_fit,"[array([ 428.35884588, -149.16001856,  782.82445865])]","[array([-0.39592711, -1.13535647, -0.97130726, -1.86944599, -0.8184358 ,
       -0.94080763])]"
17999,movel_fit,"[array([ 427.55187558, -138.91862045,  782.51940455])]","[array([-0.37672537, -1.15151457, -0.97842679, -1.8668796 , -0.82690852,
       -0.93855592])]"
18499,movel_fit,"[array([ 426.8809696 , -128.66670879,  782.26027125])]","[array([-0.35622998, -1.1658311 , -0.98443906, -1.8617859 , -0.83534778,
       -0.93763401])]"
18999,movel_fit,"[array([ 426.36354646, -118.40392143,  782.0579632 ])]","[array([-0.33446643, -1.17806558, -0.98922934, -1.85412553, -0.84377053,
       -0.93817385])]"
19499,movel_fit,"[array([ 426.0171138 , -108.13676326,  781.92282167])]","[array([-0.31150419, -1.18796346, -0.99267742, -1.84390023, -0.85218984,
       -0.94032109])]"
19999,movel_fit,"[array([425.85823975, -97.86782369, 781.86377477])]","[array([-0.28743583, -1.19527396, -0.99466417, -1.8311502 , -0.86062149,
       -0.94423521])]"
20499,movel_fit,"[array([425.90248605, -87.59689813, 781.88783274])]","[array([-0.26237775, -1.19974903, -0.99506979, -1.81595403, -0.86908121,
       -0.95009225])]"
20999,movel_fit,"[array([426.16415642, -77.32479062, 781.99950118])]","[array([-0.23647812, -1.20114376, -0.99377361, -1.79843418, -0.87758041,
       -0.95808399])]"
21499,movel_fit,"[array([426.65531283, -67.0611518 , 782.19991601])]","[array([-0.20993663, -1.19922546, -0.99065982, -1.7787746 , -0.88611953,
       -0.96840726])]"
21999,movel_fit,"[array([427.38516853, -56.81395872, 782.48622328])]","[array([-0.18297648, -1.19378734, -0.98562245, -1.75720484, -0.89469814,
       -0.98126505])]"
22499,movel_fit,"[array([428.35981253, -46.58946029, 782.85120908])]","[array([-0.15583993, -1.18465311, -0.97856817, -1.73399414, -0.90331813,
       -0.99686338])]"
22999,movel_fit,"[array([429.58169454, -36.3945413 , 783.28300269])]","[array([-0.12879024, -1.17168476, -0.96942226, -1.70945031, -0.91198687,
       -1.01540147])]"
23499,movel_fit,"[array([431.04967593, -26.23373904, 783.76518739])]","[array([-0.10209876, -1.15478622, -0.95813218, -1.68390568, -0.92072628,
       -1.03706666])]"
23999,movel_fit,"[array([432.75842133, -16.11279037, 784.276905  ])]","[array([-0.07604816, -1.13391547, -0.94467819, -1.65771807, -0.92957703,
       -1.0620137 ])]"
24499,movel_fit,"[array([434.69921731,  -6.03314374, 784.79364355])]","[array([-0.05091033, -1.1090821 , -0.92907498, -1.63124958, -0.93860977,
       -1.09035889])]"
24999,movel_fit,"[array([436.85924203,   4.00291914, 785.28775386])]","[array([-0.02694936, -1.08036606, -0.91138773, -1.60487378, -0.94792404,
       -1.12214515])]"
25499,movel_fit,"[array([439.22203018,  13.99448874, 785.72955661])]","[array([-0.00440211, -1.04792507, -0.89174054, -1.57896628, -0.95764783,
       -1.15731917])]"
25999,movel_fit,"[array([441.76853028,  23.94510897, 786.08863354])]","[array([ 0.01654429, -1.01199529, -0.87032043, -1.55389514, -0.9679298 ,
       -1.1957149 ])]"
26499,movel_fit,"[array([444.47584845,  33.85639267, 786.33485381])]","[array([ 0.03575557, -0.97292499, -0.84739934, -1.53003688, -0.97891171,
       -1.23700455])]"
26999,movel_fit,"[array([447.3188876 ,  43.73353344, 786.43999167])]","[array([ 0.05317815, -0.93116586, -0.82332761, -1.50776024, -0.99070285,
       -1.28070176])]"
27499,movel_fit,"[array([450.26873098,  53.57855148, 786.3791236 ])]","[array([ 0.06883747, -0.88730432, -0.79854631, -1.48743351, -1.00333583,
       -1.32613194])]"
27999,movel_fit,"[array([453.29502979,  63.39767931, 786.13226645])]","[array([ 0.08285255, -0.84202237, -0.77355364, -1.46939083, -1.01674306,
       -1.37248735])]"
28499,movel_fit,"[array([456.36450038,  73.19526569, 785.6858989 ])]","[array([ 0.09541577, -0.79609985, -0.7488902 , -1.45391987, -1.03073258,
       -1.4188469 ])]"
28999,movel_fit,"[array([459.44266233,  82.97856131, 785.03427029])]","[array([ 0.10677926, -0.75035262, -0.72508598, -1.44122469, -1.04500174,
       -1.46426454])]"
29499,movel_fit,"[array([462.49215661,  92.75144487, 784.1810313 ])]","[array([ 0.11722068, -0.7056105 , -0.70262974, -1.43141139, -1.05916011,
       -1.50781325])]"
29999,movel_fit,"[array([465.47694507, 102.52714315, 783.1391546 ])]","[array([ 0.12703053, -0.66260668, -0.68189905, -1.42446515, -1.07279573,
       -1.54870657])]"
30499,movel_fit,"[array([468.35926856, 112.3184471 , 781.93215675])]","[array([ 0.13647979, -0.62198399, -0.66315975, -1.42027209, -1.08550982,
       -1.58629407])]"
30999,movel_fit,"[array([471.09859572, 122.13371527, 780.59521942])]","[array([ 0.14580454, -0.5842854 , -0.64656373, -1.41863793, -1.09695198,
       -1.6200676 ])]"
31499,movel_fit,"[array([473.65468233, 131.98719726, 779.1738835 ])]","[array([ 0.15521191, -0.54990705, -0.63213898, -1.41931213, -1.10685676,
       -1.6496954 ])]"
31999,movel_fit,"[array([475.98524659, 141.89103603, 777.72448053])]","[array([ 0.16487496, -0.51914453, -0.61982747, -1.4220207 , -1.11503919,
       -1.6749674 ])]"
32499,movel_fit,"[array([478.04712206, 151.85965216, 776.31231299])]","[array([ 0.17494422, -0.49220314, -0.60950817, -1.42649166, -1.12139115,
       -1.69577192])]"
32999,movel_fit,"[array([479.79494519, 161.90305409, 775.01050543])]","[array([ 0.18555073, -0.46924775, -0.60103545, -1.43247143, -1.12586041,
       -1.71203812])]"
33499,movel_fit,"[array([481.18178747, 172.02394928, 773.89679851])]","[array([ 0.19681286, -0.45043088, -0.59426649, -1.43973213, -1.12843414,
       -1.72369766])]"
33999,movel_fit,"[array([482.16117581, 182.21845532, 773.04799748])]","[array([ 0.20884657, -0.43590611, -0.58908271, -1.44807629, -1.12912545,
       -1.7306552 ])]"
34499,movel_fit,"[array([482.68920893, 192.46815205, 772.53314565])]","[array([ 0.22176453, -0.42584543, -0.58541281, -1.45733113, -1.12796301,
       -1.73275772])]"
34999,movel_fit,"[array([482.7294258 , 202.73387155, 772.40379179])]","[array([ 0.23567255, -0.42042814, -0.5832464 , -1.46733965, -1.12499324,
       -1.72979007])]"
35499,movel_fit,"[array([482.2571497 , 212.99175127, 772.6846216 ])]","[array([ 0.25072256, -0.4198101 , -0.5826387 , -1.47799388, -1.12027342,
       -1.72145629])]"
35999,movel_fit,"[array([481.26192366, 223.19624413, 773.36836753])]","[array([ 0.26706659, -0.42413613, -0.58372834, -1.48919688, -1.11389221,
       -1.70738241])]"
36499,movel_fit,"[array([479.74988541, 233.30637653, 774.41351818])]","[array([ 0.28489047, -0.43350538, -0.58673102, -1.5008822 , -1.10598817,
       -1.68712638])]"
36999,movel_fit,"[array([477.74125728, 243.29537819, 775.74965585])]","[array([ 0.30442807, -0.44796977, -0.59193694, -1.5130144 , -1.09677853,
       -1.66017721])]"
37499,movel_fit,"[array([475.26678689, 253.15118093, 777.28614005])]","[array([ 0.3259568 , -0.46752542, -0.59969868, -1.52556715, -1.08661072,
       -1.62598141])]"
37999,movel_fit,"[array([472.36512726, 262.87281194, 778.92117974])]","[array([ 0.34977172, -0.49207598, -0.61039946, -1.53847124, -1.07603627,
       -1.58402355])]"
38499,movel_fit,"[array([469.07926019, 272.47250106, 780.55116702])]","[array([ 0.37615307, -0.52138375, -0.62440325, -1.55153035, -1.0658814 ,
       -1.53394473])]"
38999,movel_fit,"[array([465.45649939, 281.96865588, 782.07699347])]","[array([ 0.40528909, -0.55497704, -0.64196562, -1.56427467, -1.05728593,
       -1.47577357])]"
39499,movel_fit,"[array([461.54958346, 291.38144307, 783.40935159])]","[array([ 0.43718435, -0.59204929, -0.66311216, -1.57579072, -1.05161279,
       -1.41022401])]"
39999,movel_fit,"[array([457.41752211, 300.73158589, 784.47377334])]","[array([ 0.47159043, -0.63140091, -0.68751524, -1.58462942, -1.05013683,
       -1.33894524])]"
40499,movel_fit,"[array([453.12587262, 310.04107405, 785.21519455])]","[array([ 0.50799941, -0.67147466, -0.71442564, -1.58896238, -1.05354948,
       -1.26453751])]"
40999,movel_fit,"[array([448.74880145, 319.3301465 , 785.60146541])]","[array([ 0.5456901 , -0.71048773, -0.74270153, -1.58708019, -1.06154509,
       -1.19023411])]"
