primitives,points,q_bp
moveabsj,"[array([ 83.86220522, 486.11780146, 483.33739412])]","[array([-0.21437984, -0.11846606, -2.06342218, -2.84763492,  1.05204027,
       -1.097926  ])]"
movel,"[array([ 83.7486774 , 519.58191766, 586.90053018])]","[array([-0.06581976, -0.32537813, -1.97530887, -2.96755915,  1.19473291,
       -1.09678535])]"
movel,"[array([ 83.04937367, 525.82563205, 601.1139415 ])]","[array([-0.05227976, -0.33787115, -1.98778057, -2.96644935,  1.21077756,
       -1.10170005])]"
movel,"[array([ 81.03439295, 533.6294595 , 616.46788802])]","[array([-0.03883822, -0.3488315 , -1.99917706, -2.96681282,  1.22607827,
       -1.10901775])]"
movel,"[array([ 76.93078695, 542.10381601, 631.60695423])]","[array([-0.0247358 , -0.35845044, -2.009622  , -2.96743906,  1.24009212,
       -1.11750327])]"
movel,"[array([ 70.34469757, 550.29180819, 644.94437293])]","[array([-0.00981678, -0.36701809, -2.01798184, -2.96826148,  1.2515895 ,
       -1.12607081])]"
movel,"[array([ 61.4271721 , 557.50128841, 655.59325233])]","[array([ 0.0063327 , -0.37429809, -2.02473604, -2.96842525,  1.26038452,
       -1.133708  ])]"
movel,"[array([ 50.47168975, 563.58776505, 663.77032272])]","[array([ 0.02414445, -0.38055035, -2.0303158 , -2.9666966 ,  1.2679194 ,
       -1.13982134])]"
movel,"[array([ 37.81281362, 568.58726279, 669.76781048])]","[array([ 0.04368414, -0.38569318, -2.03561726, -2.96241132,  1.27491622,
       -1.14431206])]"
movel,"[array([ 23.75830028, 572.4506478 , 673.64728271])]","[array([ 0.06471591, -0.38977969, -2.04066595, -2.95542923,  1.28162586,
       -1.1471405 ])]"
movel,"[array([  8.53775882, 575.06708669, 675.41292389])]","[array([ 0.08703447, -0.39306918, -2.04493373, -2.94575978,  1.28828599,
       -1.14820332])]"
movel,"[array([ -7.57407586, 576.34723191, 674.95209996])]","[array([ 0.11042857, -0.39529579, -2.04868675, -2.93329928,  1.29470171,
       -1.14750718])]"
movel,"[array([-24.34940122, 576.02999383, 672.00988817])]","[array([ 0.13482754, -0.39635475, -2.05174594, -2.9181081 ,  1.3005645 ,
       -1.14485568])]"
movel,"[array([-41.60743931, 573.93243844, 666.3901392 ])]","[array([ 0.16012315, -0.39611184, -2.05397069, -2.89998124,  1.30571713,
       -1.1401503 ])]"
movel,"[array([-59.28874823, 569.93869358, 658.14066471])]","[array([ 0.18639528, -0.39456162, -2.05500661, -2.87840977,  1.31058516,
       -1.13326402])]"
movel,"[array([-77.30947576, 563.76640487, 647.08438524])]","[array([ 0.21387296, -0.39122946, -2.05535191, -2.85292138,  1.3149162 ,
       -1.12405104])]"
movel,"[array([-95.57226292, 554.93887341, 632.77853712])]","[array([ 0.24249408, -0.38583896, -2.05425146, -2.82313554,  1.31833301,
       -1.11225757])]"
movel,"[array([-114.06958456,  542.58259166,  614.54123705])]","[array([ 0.27243345, -0.37812399, -2.05078712, -2.78891177,  1.3198764 ,
       -1.0974592 ])]"
movel,"[array([-132.76307629,  525.90171186,  592.09326726])]","[array([ 0.3037852 , -0.36749636, -2.04478649, -2.74981673,  1.31878561,
       -1.07954918])]"
movel,"[array([-151.61646525,  503.97905793,  565.63685808])]","[array([ 0.33683672, -0.35359474, -2.03590754, -2.70556175,  1.31466532,
       -1.05840765])]"
movel,"[array([-170.56179997,  475.73085706,  535.61351044])]","[array([ 0.37179309, -0.33626049, -2.02381506, -2.65645977,  1.30663644,
       -1.03419625])]"
movel,"[array([-189.27167584,  440.47981039,  503.28884455])]","[array([ 0.40854704, -0.31581444, -2.00853099, -2.60353514,  1.2941214 ,
       -1.0075893 ])]"
movel,"[array([-206.85996971,  398.52380337,  470.94863293])]","[array([ 0.44694605, -0.29336639, -1.99062389, -2.54796042,  1.27800133,
       -0.97930345])]"
movel,"[array([-221.68235591,  351.19864279,  441.00400431])]","[array([ 0.48702873, -0.27043603, -1.97166232, -2.49071137,  1.25998849,
       -0.94975094])]"
movel,"[array([-231.23039034,  300.97844334,  415.33824309])]","[array([ 0.52887408, -0.24838302, -1.95403236, -2.43232945,  1.24231174,
       -0.9187392 ])]"
movel,"[array([-233.21110621,  250.79020306,  394.64431628])]","[array([ 0.57267784, -0.22828647, -1.9401133 , -2.37360453,  1.22621475,
       -0.88603224])]"
movel,"[array([-227.62613792,  203.36701325,  378.61500561])]","[array([ 0.61716892, -0.21201367, -1.92906767, -2.3157342 ,  1.21195281,
       -0.85249085])]"
movel,"[array([-214.5150985 ,  160.79361357,  366.68038365])]","[array([ 0.66200828, -0.20014888, -1.92133516, -2.25930912,  1.19947173,
       -0.81819583])]"
movel,"[array([-194.80259365,  124.65692232,  358.22427105])]","[array([ 0.70667312, -0.19335245, -1.91721876, -2.20452632,  1.18851898,
       -0.78361277])]"
movel,"[array([-170.92357351,   95.21710323,  352.58542892])]","[array([ 0.75017569, -0.19167291, -1.91554871, -2.1521683 ,  1.17820855,
       -0.75015632])]"
movel,"[array([-70.85083034,  -8.25626552, 344.99356621])]","[array([ 0.93544715, -0.2653603 , -1.82027734, -1.99902735,  1.11949499,
       -0.61433801])]"
