primitives,points,q_bp
moveabsj,"[array([ 590.01756803,  678.98748043, 2571.84586792])]","[array([ 1.07161559, -0.52892689,  0.5333247 , -2.75279089,  1.62962679,
       -1.51047464])]"
movel,"[array([ 986.00592069,  697.19384709, 2272.89645712])]","[array([ 0.88681253, -0.43191707,  0.67920623, -2.55145743,  1.5825746 ,
       -1.48110712])]"
movel,"[array([1027.32367816,  700.3269478 , 2235.48386517])]","[array([ 0.87555309, -0.41200087,  0.68792771, -2.52443141,  1.58059223,
       -1.47789484])]"
movel,"[array([1068.0862141 ,  705.57105375, 2194.95188294])]","[array([ 0.86475742, -0.39320049,  0.69886067, -2.50021802,  1.57361072,
       -1.47703384])]"
movel,"[array([1107.94598325,  711.7886742 , 2153.27300754])]","[array([ 0.85450517, -0.37334383,  0.70934066, -2.47787149,  1.56579041,
       -1.47675881])]"
movel,"[array([1147.10208658,  718.23738783, 2112.36158203])]","[array([ 0.84323679, -0.35257511,  0.71856449, -2.45972999,  1.55666057,
       -1.4768276 ])]"
movel,"[array([1185.30963215,  724.62643893, 2073.36471807])]","[array([ 0.83098638, -0.33087299,  0.72586687, -2.4459902 ,  1.54685618,
       -1.47678138])]"
movel,"[array([1221.95811646,  730.92916974, 2036.13141961])]","[array([ 0.81900698, -0.30839217,  0.73122727, -2.43469141,  1.53745368,
       -1.47619834])]"
movel,"[array([1256.70726287,  737.21471442, 2000.21637718])]","[array([ 0.80801106, -0.28552615,  0.73505462, -2.42456531,  1.52868361,
       -1.47499499])]"
movel,"[array([1289.4503766 ,  743.47911179, 1965.42493938])]","[array([ 0.79811169, -0.2625316 ,  0.73769534, -2.41526166,  1.5206453 ,
       -1.47307193])]"
movel,"[array([1320.21564041,  749.59148764, 1931.64295136])]","[array([ 0.78923617, -0.23963321,  0.73942415, -2.4065528 ,  1.51333034,
       -1.47038647])]"
movel,"[array([1349.06553145,  755.45042558, 1898.81637415])]","[array([ 0.78132997, -0.21688298,  0.74037084, -2.39818262,  1.50690115,
       -1.46689305])]"
movel,"[array([1376.16310335,  760.84145416, 1867.14279114])]","[array([ 0.77415311, -0.19436536,  0.74053691, -2.39014121,  1.50137005,
       -1.4625478 ])]"
movel,"[array([1401.54558853,  765.47816343, 1836.75671592])]","[array([ 0.76753019, -0.17217651,  0.7400327 , -2.38237283,  1.49697077,
       -1.45713863])]"
movel,"[array([1425.13836602,  768.91008859, 1807.4813212 ])]","[array([ 0.76152562, -0.15047115,  0.73909338, -2.37410284,  1.49402584,
       -1.45045866])]"
movel,"[array([1446.87598646,  770.62121822, 1779.46160478])]","[array([ 0.75619155, -0.12937781,  0.73769526, -2.36445788,  1.49288059,
       -1.44235117])]"
movel,"[array([1466.82037461,  770.06594857, 1753.21172098])]","[array([ 0.75114234, -0.10898413,  0.73580144, -2.35362118,  1.49390727,
       -1.43242867])]"
movel,"[array([1485.24036926,  766.75342491, 1729.56855124])]","[array([ 0.74585498, -0.08939001,  0.73311759, -2.34201904,  1.49719343,
       -1.42047949])]"
movel,"[array([1502.1465404 ,  760.12358786, 1709.04385601])]","[array([ 0.74012618, -0.07064262,  0.72948185, -2.32939869,  1.50325246,
       -1.40612383])]"
movel,"[array([1517.44877074,  749.60206021, 1691.87583837])]","[array([ 0.73393584, -0.0528132 ,  0.72477032, -2.3149775 ,  1.51253475,
       -1.38910871])]"
movel,"[array([1531.38070615,  734.88099759, 1678.24444825])]","[array([ 0.72695232, -0.03580661,  0.71877714, -2.29877329,  1.52507767,
       -1.36932546])]"
movel,"[array([1544.26274339,  716.17254118, 1667.76490302])]","[array([ 0.71887922, -0.01942899,  0.71153675, -2.28126159,  1.54044685,
       -1.34698753])]"
movel,"[array([1556.31975904,  693.92607117, 1658.80819386])]","[array([ 0.70987224, -0.00348462,  0.70353963, -2.26192368,  1.55768579,
       -1.32272036])]"
movel,"[array([1567.72587631,  668.70532695, 1648.94310244])]","[array([ 0.70040003,  0.01220022,  0.69554478, -2.23945455,  1.57539778,
       -1.29740373])]"
movel,"[array([1578.42152682,  641.06916986, 1635.47571267])]","[array([ 0.69116368,  0.02790453,  0.6883825 , -2.21203889,  1.59244326,
       -1.27170141])]"
movel,"[array([1588.58249863,  611.88166179, 1616.60007192])]","[array([ 0.68272949,  0.04398828,  0.68220263, -2.17839584,  1.60746232,
       -1.24654645])]"
movel,"[array([1599.12421036,  582.61584561, 1592.20102423])]","[array([ 0.67441379,  0.0607404 ,  0.67724035, -2.14183428,  1.61880008,
       -1.22271493])]"
movel,"[array([1610.46884328,  554.27870239, 1562.38818173])]","[array([ 0.66628421,  0.078681  ,  0.67296692, -2.10321137,  1.62590809,
       -1.20066667])]"
movel,"[array([1623.13228985,  527.59215964, 1527.6326336 ])]","[array([ 0.65834178,  0.09802098,  0.66864338, -2.06318992,  1.62792174,
       -1.18110719])]"
movel,"[array([1637.7453337 ,  503.86332012, 1489.52683809])]","[array([ 0.65057357,  0.11916678,  0.66298787, -2.02360781,  1.62473583,
       -1.16447793])]"
movel,"[array([1714.77707485,  443.97414193, 1328.28234961])]","[array([ 0.62162209,  0.22681272,  0.61309328, -1.88619785,  1.58490418,
       -1.11690091])]"
