breakpoints,primitives,points,q_bp
0,movej_fit,"[array([413.49140291, 506.82332718, 968.91080438])]","[array([ 1.66901873e-02, -4.84940938e-02,  5.33993138e-02,  1.58524653e-03,
       -1.72005233e+00, -1.57928563e+00])]"
1666,movel_fit,"[array([407.58662836, 510.29786247, 968.17602386])]","[array([ 0.02408228, -0.05124592,  0.05087985, -0.00437029, -1.72169458,
       -1.57904167])]"
3333,movel_fit,"[array([399.23448022, 513.7238606 , 970.03640467])]","[array([ 0.0318573 , -0.05678871,  0.04578643, -0.00961807, -1.72594854,
       -1.57854545])]"
5000,movel_fit,"[array([388.4606978 , 517.01446165, 974.42333133])]","[array([ 0.03994017, -0.06510643,  0.03811839, -0.01415503, -1.7327476 ,
       -1.57782048])]"
6666,movel_fit,"[array([375.35761738, 520.06925722, 981.17139843])]","[array([ 0.04821699, -0.07609555,  0.02793078, -0.01799832, -1.74194797,
       -1.57693778])]"
8333,movel_fit,"[array([360.12151474, 522.79134072, 989.96649536])]","[array([ 0.05655001, -0.08950926,  0.01538776, -0.02121887, -1.7532866 ,
       -1.57599496])]"
10000,movel_fit,"[array([ 343.16603047,  525.10211242, 1000.25038586])]","[array([ 6.47710487e-02, -1.04832705e-01,  8.92089140e-04, -2.39651186e-02,
       -1.76628201e+00, -1.57508105e+00])]"
11666,movel_fit,"[array([ 325.14862274,  526.97718706, 1011.20331442])]","[array([ 0.07273443, -0.12124923, -0.01485355, -0.02648494, -1.78021097,
       -1.57422336])]"
13333,movel_fit,"[array([ 306.93566618,  528.46838858, 1021.8224266 ])]","[array([ 0.08036772, -0.13769968, -0.03086531, -0.02909919, -1.79415865,
       -1.57334885])]"
15000,movel_fit,"[array([ 289.62665407,  529.69601351, 1031.00501823])]","[array([ 0.08765399, -0.15291527, -0.04588082, -0.0321291 , -1.80703879,
       -1.57229593])]"
16666,movel_fit,"[array([ 274.45202284,  530.83464117, 1037.69979412])]","[array([ 0.09462495, -0.16556049, -0.05849733, -0.03584427, -1.81770765,
       -1.57086883])]"
18333,movel_fit,"[array([ 262.70627423,  532.0931614 , 1040.95573585])]","[array([ 0.10132659, -0.17429389, -0.06726183, -0.04045814, -1.8250156 ,
       -1.56890191])]"
20000,movel_fit,"[array([ 255.79651716,  533.69743484, 1039.82212617])]","[array([ 0.10774574, -0.17767504, -0.07061428, -0.04614575, -1.82773066,
       -1.56631008])]"
21666,movel_fit,"[array([ 255.17446188,  535.88126031, 1033.21936187])]","[array([ 0.11378815, -0.17413037, -0.06687843, -0.05310827, -1.82450209,
       -1.56310821])]"
23333,movel_fit,"[array([ 262.21991521,  538.85873223, 1019.76766637])]","[array([ 0.11924629, -0.16192768, -0.05428153, -0.06165118, -1.81383465,
       -1.55943542])]"
25000,movel_fit,"[array([277.85821864, 542.7373912 , 997.82996834])]","[array([ 0.12375787, -0.13939422, -0.03133822, -0.07219757, -1.79432473,
       -1.55564538])]"
26666,movel_fit,"[array([301.68127374, 547.37897601, 966.1468146 ])]","[array([ 0.12690554, -0.10568218,  0.00206307, -0.08512546, -1.76540032,
       -1.55243007])]"
28333,movel_fit,"[array([330.56563948, 552.29992896, 925.73125246])]","[array([ 0.12863265, -0.0625981 ,  0.04277978, -0.10012155, -1.72877949,
       -1.55074711])]"
30000,movel_fit,"[array([358.19184711, 556.90833332, 882.19677431])]","[array([ 0.12989593, -0.0166736 ,  0.0834874 , -0.11548775, -1.68988126,
       -1.55106524])]"
31666,movel_fit,"[array([378.36430278, 561.04837625, 843.8763052 ])]","[array([ 0.13242617,  0.02299872,  0.11640736, -0.12909017, -1.65611133,
       -1.55271184])]"
33333,movel_fit,"[array([388.50330028, 564.90865137, 817.34767834])]","[array([ 0.13736116,  0.04934029,  0.1373636 , -0.1395767 , -1.63359469,
       -1.5548048 ])]"
35000,movel_fit,"[array([388.6542837 , 568.44785429, 806.94443127])]","[array([ 0.14464922,  0.0577575 ,  0.14460092, -0.14585554, -1.62673587,
       -1.55714793])]"
36666,movel_fit,"[array([378.99876127, 571.19257985, 815.96137663])]","[array([ 0.15354445,  0.04493715,  0.13615704, -0.14691311, -1.63855226,
       -1.56002818])]"
38333,movel_fit,"[array([358.29564001, 572.4841494 , 845.37806287])]","[array([ 0.1636371 ,  0.00984321,  0.10950422, -0.14337343, -1.66934691,
       -1.56373301])]"
40000,movel_fit,"[array([324.30702143, 571.71225418, 890.81257297])]","[array([ 0.17531003, -0.04387677,  0.06408625, -0.13875167, -1.7153624 ,
       -1.5678304 ])]"
41666,movel_fit,"[array([280.40067518, 568.90097675, 938.27350102])]","[array([ 0.18844179, -0.10285444,  0.00903739, -0.13764758, -1.76580912,
       -1.5703404 ])]"
43333,movel_fit,"[array([240.17264571, 565.56686909, 971.62105064])]","[array([ 0.2009989 , -0.14887084, -0.03704422, -0.14099795, -1.80599177,
       -1.5699643 ])]"
45000,movel_fit,"[array([217.54348767, 564.12161025, 984.17532661])]","[array([ 0.21063281, -0.17073041, -0.05955434, -0.14686231, -1.82580795,
       -1.56773441])]"
46666,movel_fit,"[array([221.03167078, 566.58411916, 973.90220844])]","[array([ 0.21565035, -0.16205738, -0.05009762, -0.15340819, -1.81907341,
       -1.56531296])]"
48333,movel_fit,"[array([250.04708422, 572.88229517, 940.00713377])]","[array([ 0.21526283, -0.12214177, -0.00836079, -0.16020736, -1.78504474,
       -1.56385078])]"
50000,movel_fit,"[array([291.63559188, 580.84397498, 884.69642626])]","[array([ 0.2122854 , -0.0583424 ,  0.05504966, -0.16920173, -1.73077003,
       -1.56224318])]"
