breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 853.93342694,  288.66199215, 2596.33769877])]","[array([ 0.54402363, -0.5245153 ,  0.509113  , -2.7502179 ,  1.60888387,
       -1.51507818])]"
1665,movel,"[array([1202.35420771,  110.61993578, 2297.79445243])]","[array([ 0.36324579, -0.43360092,  0.65869675, -2.55126575,  1.56436898,
       -1.49334777])]"
3332,movel,"[array([1239.72834096,   92.5768783 , 2260.67863812])]","[array([ 0.35181914, -0.41476679,  0.66779314, -2.52436873,  1.56169005,
       -1.49112468])]"
4999,movel,"[array([1277.68215197,   76.71801092, 2220.09094413])]","[array([ 0.34096973, -0.39666857,  0.67922335, -2.50012652,  1.55493879,
       -1.49074258])]"
6665,movel,"[array([1315.34142861,   62.24843359, 2178.30955486])]","[array([ 0.33068852, -0.37757002,  0.69030127, -2.47783881,  1.54729648,
       -1.49095738])]"
8332,movel,"[array([1352.48329601,   48.28067988, 2137.36753333])]","[array([ 0.31943612, -0.35756865,  0.70003942, -2.4595699 ,  1.53828092,
       -1.4915123 ])]"
9999,movel,"[array([1388.77658281,   34.72893783, 2098.34175739])]","[array([ 0.30722382, -0.33658715,  0.70782574, -2.44562257,  1.52857928,
       -1.49186949])]"
11665,movel,"[array([1423.66654152,   21.81202118, 2061.14229127])]","[array([ 0.29523107, -0.31488659,  0.71365311, -2.43411751,  1.51909561,
       -1.49170053])]"
13332,movel,"[array([1456.92424276,    9.89365345, 2025.23318689])]","[array([ 0.28424644, -0.29270426,  0.71794334, -2.42382947,  1.51033855,
       -1.49083825])]"
14999,movel,"[array([ 1.48842504e+03, -1.02792419e+00,  1.99043214e+03])]","[array([ 0.27435808, -0.27036832,  0.72106638, -2.41439734,  1.50233065,
       -1.48921729])]"
16665,movel,"[array([1518.13264181,  -11.10794358, 1956.66652934])]","[array([ 0.26549551, -0.24811508,  0.72324987, -2.40553629,  1.49502466,
       -1.48683902])]"
18332,movel,"[array([1546.06545276,  -20.44315384, 1923.85726609])]","[array([ 0.25760772, -0.22596744,  0.72463251, -2.39701686,  1.48862248,
       -1.48363542])]"
19999,movel,"[array([1572.22356231,  -29.29702791, 1892.17183447])]","[array([ 0.25044246, -0.20401943,  0.72527292, -2.38888914,  1.48318003,
       -1.47951001])]"
21665,movel,"[array([1596.50729507,  -37.9638711 , 1861.74796212])]","[array([ 0.24383324, -0.18238825,  0.72525549, -2.38101986,  1.4788615 ,
       -1.47431388])]"
23332,movel,"[array([1618.66445594,  -46.78692075, 1832.49315495])]","[array([ 0.23784336, -0.1612129 ,  0.72472862, -2.37263884,  1.4759667 ,
       -1.46789213])]"
24999,movel,"[array([1638.33292622,  -56.13515974, 1804.44792471])]","[array([ 0.23252552, -0.14057534,  0.72378411, -2.36299358,  1.47503081,
       -1.45995385])]"
26665,movel,"[array([1655.33887242,  -66.54880046, 1778.21717294])]","[array([ 0.22750065, -0.12062526,  0.72227949, -2.35215347,  1.47621667,
       -1.45028106])]"
28332,movel,"[array([1669.63853974,  -78.62230969, 1754.57753631])]","[array([ 0.22221071, -0.1014183 ,  0.71997858, -2.34061331,  1.4797182 ,
       -1.4385279 ])]"
29999,movel,"[array([1680.97685763,  -92.77954909, 1734.06219272])]","[array([ 0.21651889, -0.08297352,  0.71665901, -2.32804498,  1.48606695,
       -1.42437689])]"
31665,movel,"[array([1688.98651296, -109.50395068, 1716.93018625])]","[array([ 0.21036552, -0.06540015,  0.71221047, -2.3137324 ,  1.49566247,
       -1.40760077])]"
33332,movel,"[array([1693.7043737 , -129.16943737, 1703.29944891])]","[array([ 0.20340661, -0.04864849,  0.70651133, -2.29775638,  1.5084767 ,
       -1.38809687])]"
34999,movel,"[array([1695.50455704, -151.78670713, 1692.80760693])]","[array([ 0.19535149, -0.03248695,  0.69955249, -2.28051654,  1.52414946,
       -1.36603614])]"
36665,movel,"[array([1694.82799582, -177.06820105, 1683.86867021])]","[array([ 0.18637729, -0.01673601,  0.69177423, -2.261419  ,  1.54170421,
       -1.34210949])]"
38332,movel,"[array([1692.10307205, -204.59747694, 1674.00640443])]","[array([ 1.76934861e-01, -1.19355143e-03,  6.83991666e-01, -2.23922465e+00,
        1.55986912e+00, -1.31711526e+00])]"
39999,movel,"[array([1687.55539301, -233.85478435, 1660.54457179])]","[array([ 0.16774351,  0.01434114,  0.67704405, -2.21204623,  1.57745865,
       -1.29182223])]"
41665,movel,"[array([1681.71746956, -264.28143916, 1641.62364903])]","[array([ 0.15924676,  0.03019677,  0.67124319, -2.17880924,  1.59318469,
       -1.26702001])]"
43332,movel,"[array([1676.19839942, -294.8917468 , 1617.19402015])]","[array([ 0.15092763,  0.04673331,  0.66662868, -2.14252866,  1.60536309,
       -1.24357441])]"
44999,movel,"[array([1671.85172132, -325.09021437, 1587.37487313])]","[array([ 0.14281324,  0.0644171 ,  0.66269847, -2.10405167,  1.61335187,
       -1.22194146])]"
46665,movel,"[array([1669.45203423, -354.5923846 , 1552.59386301])]","[array([ 0.13482183,  0.08346309,  0.65880855, -2.06415214,  1.61628636,
       -1.20270655])]"
48332,movel,"[array([1670.23080569, -382.42651213, 1514.46895313])]","[array([ 0.12695783,  0.10420289,  0.65386302, -2.02501288,  1.61395595,
       -1.18635868])]"
49999,movel,"[array([1705.66599592, -473.17891208, 1353.74569284])]","[array([ 0.09734235,  0.20941805,  0.60862812, -1.88991376,  1.57775977,
       -1.13841865])]"
