average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1807.3241715059373,1864.5315080156063,1681.9263228478005,31.305236840980033,0.13500088109774158,0.41395225474802755,0.01310098124247908,0.08770775424433988,0.0025127488367319276,0.013226626198499012,0.00044794916860304657,0.0018459120157752274
