breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 80.42918885, 481.74041792, 483.84637945])]","[array([-0.20001359, -0.12652114, -2.0521207 , -2.86443696,  1.05283863,
       -1.08778926])]"
1665,movel,"[array([ 83.57367046, 519.75976971, 587.08697637])]","[array([-0.06616883, -0.32661321, -1.972978  , -2.96728342,  1.19585244,
       -1.09682749])]"
3332,movel,"[array([ 82.77845134, 525.87617045, 600.92275067])]","[array([-0.05235411, -0.33822966, -1.98782814, -2.96634964,  1.2103866 ,
       -1.10182929])]"
4999,movel,"[array([ 80.73916721, 533.65542479, 616.32882494])]","[array([-0.0388672 , -0.34944416, -1.99869488, -2.96677683,  1.22595332,
       -1.10906313])]"
6665,movel,"[array([ 76.71632744, 542.11712378, 631.57040507])]","[array([-0.02475151, -0.35908426, -2.00880879, -2.96743496,  1.24027076,
       -1.1174821 ])]"
8332,movel,"[array([ 70.16453938, 550.30500997, 644.93529987])]","[array([-0.00983886, -0.36761065, -2.01714752, -2.96825487,  1.25183042,
       -1.12604355])]"
9999,movel,"[array([ 61.26001674, 557.50790989, 655.61621125])]","[array([ 0.00631807, -0.37492939, -2.02375414, -2.96843132,  1.26073176,
       -1.13365571])]"
11665,movel,"[array([ 50.25599497, 563.58229367, 663.75970901])]","[array([ 0.02414495, -0.38126134, -2.02930856, -2.96671314,  1.26821109,
       -1.13976696])]"
13332,movel,"[array([ 37.61336053, 568.56430272, 669.75099907])]","[array([ 0.04371071, -0.38633575, -2.03472496, -2.9624484 ,  1.2751584 ,
       -1.14424499])]"
14999,movel,"[array([ 23.58544089, 572.41911887, 673.64265513])]","[array([ 0.06475351, -0.39036386, -2.03982472, -2.95547626,  1.28187323,
       -1.14706167])]"
16665,movel,"[array([  8.37546158, 575.03266647, 675.38899631])]","[array([ 0.08707165, -0.39357303, -2.04426124, -2.94580143,  1.28844591,
       -1.14814019])]"
18332,movel,"[array([ -7.71189997, 576.2946901 , 674.91668946])]","[array([ 0.11049649, -0.39569801, -2.04819328, -2.93336269,  1.29478024,
       -1.14743464])]"
19999,movel,"[array([-24.46791035, 575.99226954, 671.97965372])]","[array([ 0.13486677, -0.39670017, -2.05132152, -2.91814618,  1.30063487,
       -1.14480697])]"
21665,movel,"[array([-41.71957505, 573.91373652, 666.39588247])]","[array([ 0.16012421, -0.39651012, -2.05337296, -2.89999508,  1.30591059,
       -1.14010003])]"
23332,movel,"[array([-59.39526016, 569.91366563, 658.12583486])]","[array([ 0.18640417, -0.39489682, -2.0545567 , -2.87842515,  1.31069416,
       -1.13322629])]"
24999,movel,"[array([-77.37573196, 563.76619478, 647.09517211])]","[array([ 0.21384749, -0.39147286, -2.05496819, -2.85291061,  1.31505629,
       -1.12402912])]"
26665,movel,"[array([-95.60479412, 554.92583199, 632.77676416])]","[array([ 0.24250305, -0.38595147, -2.05409267, -2.82314675,  1.31837482,
       -1.11223588])]"
28332,movel,"[array([-114.09510952,  542.57981332,  614.52183927])]","[array([ 0.2724256 , -0.37816251, -2.05078396, -2.78890208,  1.31984529,
       -1.09747756])]"
29999,movel,"[array([-132.75318398,  525.88853239,  592.0747439 ])]","[array([ 0.30381478, -0.36743222, -2.04492983, -2.7498339 ,  1.31870399,
       -1.07955935])]"
31665,movel,"[array([-151.556287  ,  503.95482258,  565.5863995 ])]","[array([ 0.33692005, -0.35330201, -2.03646796, -2.70560351,  1.31439697,
       -1.05846748])]"
33332,movel,"[array([-170.4577186 ,  475.70481499,  535.55850843])]","[array([ 0.37191787, -0.33582001, -2.02459887, -2.65652554,  1.30629143,
       -1.0342809 ])]"
34999,movel,"[array([-189.14364645,  440.46471023,  503.24356172])]","[array([ 0.40868237, -0.31531411, -2.00936986, -2.60360713,  1.29378324,
       -1.00768696])]"
36665,movel,"[array([-206.71741497,  398.50353266,  470.88815529])]","[array([ 0.44712115, -0.29278303, -1.99162324, -2.54805128,  1.27759242,
       -0.97944726])]"
38332,movel,"[array([-221.51509811,  351.17978492,  440.93801608])]","[array([ 0.48724801, -0.26975938, -1.97280749, -2.49082668,  1.25953309,
       -0.94993508])]"
39999,movel,"[array([-231.04433989,  300.95197108,  415.27012457])]","[array([ 0.52915867, -0.24766004, -1.95524701, -2.43249339,  1.24182916,
       -0.91894271])]"
41665,movel,"[array([-233.10205881,  250.78879212,  394.6171819 ])]","[array([ 0.57283249, -0.22789223, -1.94074002, -2.37369686,  1.22598707,
       -0.8861373 ])]"
43332,movel,"[array([-227.51784934,  203.38846668,  378.61860036])]","[array([ 0.61729002, -0.21171084, -1.92945992, -2.3158281 ,  1.21184413,
       -0.8525137 ])]"
44999,movel,"[array([-214.39628356,  160.82235777,  366.68736528])]","[array([ 0.66214789, -0.19983034, -1.92173234, -2.25942252,  1.19936536,
       -0.81821116])]"
46665,movel,"[array([-194.74554774,  124.69272123,  358.26130302])]","[array([ 0.70670085, -0.19330247, -1.91714653, -2.2045931 ,  1.18857988,
       -0.78349752])]"
48332,movel,"[array([-170.84594016,   95.26823379,  352.63986992])]","[array([ 0.75021982, -0.19162064, -1.91541348, -2.15227623,  1.17829269,
       -0.74997333])]"
49999,movel,"[array([-71.43962564,  -6.99630729, 344.53024369])]","[array([ 0.93219342, -0.26037434, -1.82928744, -1.99410002,  1.11929724,
       -0.61914879])]"
