primitives,points,q_bp
moveabsj_fit,"[array([ 123.65238527, -459.83817082, 1277.92372553])]","[array([-0.5172966 , -0.86042665,  0.73819621,  2.50890187, -1.98211956,
       -2.81111729])]"
movel_fit,"[array([ 158.27153639, -542.06008469, 1222.58340274])]","[array([-0.58731055, -0.79699848,  0.77191388,  2.5015557 , -1.86633082,
       -2.79539462])]"
movec_fit,"[array([ 174.28960634, -578.69813404, 1197.26804104]), array([ 190.78918368, -614.70152797, 1171.4525684 ])]","[array([-0.60372282, -0.7646497 ,  0.78946327,  2.48917539, -1.81740162,
       -2.79354446]), array([-0.61666794, -0.72978766,  0.80602109,  2.47556675, -1.76976617,
       -2.78730247])]"
movel_fit,"[array([ 196.91565478, -626.64578889, 1162.27535487])]","[array([-0.6057126 , -0.71891699,  0.81941652,  2.45717801, -1.75678133,
       -2.80142254])]"
movec_fit,"[array([ 209.30506318, -651.70890998, 1142.94558652]), array([ 221.81429103, -676.45754319, 1123.32091447])]","[array([-0.59872878, -0.69271816,  0.83895218,  2.43230822, -1.72681475,
       -2.81076712]), array([-0.59172408, -0.66560268,  0.85835724,  2.40658469, -1.69691187,
       -2.81832106])]"
movec_fit,"[array([ 231.56493834, -694.71231885, 1108.06511793]), array([ 241.20151175, -712.81036493, 1092.62537586])]","[array([-0.57795099, -0.64381328,  0.87880411,  2.37734149, -1.67715983,
       -2.83419169]), array([-0.56528669, -0.6218285 ,  0.89928624,  2.34795485, -1.65701161,
       -2.84925097])]"
movel_fit,"[array([ 248.36301899, -726.69263006, 1080.75941477])]","[array([-0.55933478, -0.60282015,  0.91247031,  2.32855231, -1.6415791 ,
       -2.85712343])]"
movel_fit,"[array([ 259.28035188, -747.30134715, 1062.6052545 ])]","[array([-0.54863538, -0.57423823,  0.93439812,  2.29577366, -1.61853364,
       -2.87274416])]"
movel_fit,"[array([ 268.47486015, -765.33308087, 1046.799429  ])]","[array([-0.54366214, -0.54712481,  0.9502057 ,  2.27068337, -1.59823301,
       -2.88344534])]"
movel_fit,"[array([ 275.86568791, -780.11375283, 1033.99021252])]","[array([-0.54167603, -0.52447736,  0.96134308,  2.25166312, -1.58126773,
       -2.89135785])]"
movel_fit,"[array([ 281.81800761, -792.39410198, 1023.62654359])]","[array([-0.5423225 , -0.50521823,  0.96823727,  2.23825195, -1.56701933,
       -2.89622966])]"
movel_fit,"[array([ 286.93796983, -803.22390045, 1014.75363407])]","[array([-0.5443148 , -0.48832903,  0.97269509,  2.22798949, -1.55430534,
       -2.89956464])]"
movel_fit,"[array([ 291.50407403, -813.14209278, 1006.9190997 ])]","[array([-0.5475276 , -0.4729717 ,  0.97510023,  2.22031231, -1.54257148,
       -2.9015005 ])]"
