breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 83.44524467, 514.06306411, 575.50313247])]","[array([-0.0743168 , -0.31213098, -1.96677885, -2.96357195,  1.18524716,
       -1.09099924])]"
1665,movel,"[array([ 84.43007423, 519.38723848, 587.21155303])]","[array([-0.06550484, -0.32399427, -1.97635159, -2.96789878,  1.19503259,
       -1.09649961])]"
3332,movel,"[array([ 83.73234899, 525.64728156, 601.40272088])]","[array([-0.05198757, -0.33637638, -1.98907724, -2.96674935,  1.21093778,
       -1.10145257])]"
4999,movel,"[array([ 81.61449589, 533.53333992, 616.66767714])]","[array([-0.0386908 , -0.34741176, -2.00064645, -2.96695137,  1.22601141,
       -1.10891875])]"
6665,movel,"[array([ 77.37317127, 542.06450264, 631.71926502])]","[array([-0.02468006, -0.35724636, -2.01104374, -2.96747854,  1.23987084,
       -1.11750161])]"
8332,movel,"[array([ 70.76428953, 550.28286278, 645.00612622])]","[array([-0.00980744, -0.36574967, -2.01964769, -2.96824743,  1.25119685,
       -1.12613596])]"
9999,movel,"[array([ 61.86675199, 557.5156858 , 655.6564682 ])]","[array([ 0.00631054, -0.372961  , -2.02650401, -2.96838127,  1.25996291,
       -1.13380288])]"
11665,movel,"[array([ 50.9313523 , 563.62768104, 663.81820009])]","[array([ 0.02409009, -0.37909985, -2.03229673, -2.96661898,  1.26740412,
       -1.13995985])]"
13332,movel,"[array([ 38.24851811, 568.65357387, 669.81476705])]","[array([ 0.04359584, -0.38431505, -2.0374996 , -2.96230574,  1.27443192,
       -1.14447433])]"
14999,movel,"[array([ 24.13686975, 572.53246264, 673.70687746])]","[array([ 0.06460986, -0.38861938, -2.04219917, -2.95531597,  1.28127428,
       -1.14729494])]"
16665,movel,"[array([  8.88879346, 575.169664  , 675.46882921])]","[array([ 0.0869023 , -0.39198249, -2.04637158, -2.94562572,  1.28796117,
       -1.14837745])]"
18332,movel,"[array([ -7.26493061, 576.44095196, 675.00553032])]","[array([ 0.11032013, -0.39434267, -2.04993724, -2.93318915,  1.29442797,
       -1.14765564])]"
19999,movel,"[array([-24.08419215, 576.1416775 , 672.07913181])]","[array([ 0.13469023, -0.39557375, -2.05270279, -2.917981  ,  1.30041644,
       -1.14500298])]"
21665,movel,"[array([-41.38135831, 574.07119993, 666.49939376])]","[array([ 0.15993853, -0.395534  , -2.05452326, -2.89982767,  1.30577569,
       -1.1402871 ])]"
23332,movel,"[array([-59.09773882, 570.07941179, 658.24774617])]","[array([ 0.18620687, -0.39408661, -2.05541394, -2.87825695,  1.31068827,
       -1.13339073])]"
24999,movel,"[array([-77.1827363 , 563.91763117, 647.21870585])]","[array([ 0.21365073, -0.39101518, -2.05530437, -2.85275576,  1.31521578,
       -1.12414307])]"
26665,movel,"[array([-95.53693415, 555.04882492, 632.90885217])]","[array([ 0.24231218, -0.38594036, -2.05375331, -2.82301614,  1.3187533 ,
       -1.11226551])]"
28332,movel,"[array([-114.09052798,  542.68422946,  614.65552585])]","[array([ 0.27223961, -0.3783736 , -2.05011546, -2.78878709,  1.32032313,
       -1.09745074])]"
29999,movel,"[array([-132.82263088,  525.98235242,  592.20215063])]","[array([ 0.30360479, -0.36787503, -2.04394142, -2.74971032,  1.31926802,
       -1.07949362])]"
31665,movel,"[array([-151.72320316,  504.02149258,  565.72145895])]","[array([ 0.33668995, -0.3541026 , -2.03494311, -2.7054865 ,  1.31512442,
       -1.05830871])]"
33332,movel,"[array([-170.70890064,  475.75430671,  535.67931484])]","[array([ 0.37164181, -0.33686748, -2.02276305, -2.65638362,  1.30708018,
       -1.03407964])]"
34999,movel,"[array([-189.42966539,  440.51020505,  503.36097692])]","[array([ 0.40835758, -0.31646495, -2.00740064, -2.60343514,  1.29459985,
       -1.00744935])]"
36665,movel,"[array([-206.9770365 ,  398.55529151,  471.01115922])]","[array([ 0.446773  , -0.29386573, -1.98973508, -2.54786689,  1.27838748,
       -0.97917389])]"
38332,movel,"[array([-221.67356105,  351.2470765 ,  441.05943572])]","[array([ 0.48693939, -0.27052537, -1.97136195, -2.49066827,  1.26019003,
       -0.94966308])]"
39999,movel,"[array([-231.1156227 ,  301.007748  ,  415.36821794])]","[array([ 0.52895357, -0.24812485, -1.95428534, -2.43240689,  1.24228511,
       -0.91869801])]"
41665,movel,"[array([-233.16790483,  250.81091982,  394.66605875])]","[array([ 0.57269322, -0.22821884, -1.94012932, -2.37363234,  1.22624586,
       -0.88598754])]"
43332,movel,"[array([-227.57304676,  203.36925593,  378.6158775 ])]","[array([ 0.61724638, -0.21187666, -1.92924786, -2.31579812,  1.21189279,
       -0.85249447])]"
44999,movel,"[array([-214.46955653,  160.76218703,  366.61752663])]","[array([ 0.66215455, -0.19983567, -1.92198213, -2.2593523 ,  1.19920054,
       -0.81842021])]"
46665,movel,"[array([-194.69159804,  124.60825363,  358.10971564])]","[array([ 0.70698138, -0.19270466, -1.91850188, -2.20462249,  1.18801502,
       -0.78406341])]"
48332,movel,"[array([-170.5919962 ,   95.20504965,  352.4346836 ])]","[array([ 0.75084353, -0.19030787, -1.91791397, -2.15247345,  1.17737368,
       -0.75085799])]"
49999,movel,"[array([-146.43235654,   71.89695979,  348.77548794])]","[array([ 0.79127081, -0.19183604, -1.91843301, -2.10580794,  1.16624994,
       -0.72227645])]"
