average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1207.450378249398,1232.6421681007594,1182.8751654409411,11.45974704014106,0.09008846857693559,0.42356802636342233,0.0016147260055048057,0.09031010457576087,0.0031373903525355336,0.019221343573717804,0.00021559789439508278,0.003324328875966471
