average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
346.5046855773471,352.21612953683507,342.9362912005163,0.9415639104411728,0.1270954317897485,0.48784030614093143,0.031075868245480906,0.07107012488621421,0.000276464051448976,0.004325737553871603,0.0,0.00039616194939730683
