breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-122.90045556,  174.25443622,  500.68545826])]","[array([-1.97528446,  0.60217119, -1.32963712,  2.9455363 ,  1.16510769,
       -0.22213088])]"
1665,moveabsj,"[array([-115.05412854,  162.02046882,  486.45440314])]","[array([-1.98485766,  0.6030378 , -1.3369764 ,  2.96678096,  1.17500093,
       -0.23755272])]"
3332,moveabsj,"[array([-106.40231101,  146.61600581,  470.71725859])]","[array([-1.99410326,  0.60752932, -1.34358202,  2.99794488,  1.18676265,
       -0.25503623])]"
4999,moveabsj,"[array([-95.32495633, 131.1238543 , 456.37255027])]","[array([-2.00550573,  0.6132852 , -1.34900248,  3.02723377,  1.19829951,
       -0.27426346])]"
6665,moveabsj,"[array([-82.62078568, 115.96965508, 443.78190936])]","[array([-2.01848138,  0.62032881, -1.35302648,  3.05477521,  1.20928641,
       -0.29433083])]"
8332,moveabsj,"[array([-68.987546  , 101.9797578 , 433.52372879])]","[array([-2.03277827,  0.62839773, -1.35545367,  3.0792314 ,  1.21909098,
       -0.31429664])]"
9999,moveabsj,"[array([-55.10229564,  89.41273755, 425.60823964])]","[array([-2.04779005,  0.63756857, -1.35622467,  3.10104719,  1.22752201,
       -0.33349208])]"
11665,moveabsj,"[array([-41.34363814,  77.91546011, 419.54550168])]","[array([-2.06278869,  0.64813875, -1.35545528,  3.12212499,  1.23493445,
       -0.35171184])]"
13332,moveabsj,"[array([-27.85689833,  67.20678404, 414.94988201])]","[array([-2.0773608 ,  0.66025015, -1.3532902 ,  3.14370608,  1.24167089,
       -0.3689016 ])]"
14999,moveabsj,"[array([-14.77278347,  57.28235681, 411.67411203])]","[array([-2.09130224,  0.6738522 , -1.349837  ,  3.16606784,  1.24785299,
       -0.38491262])]"
16665,moveabsj,"[array([ -2.20778136,  48.20194911, 409.63675338])]","[array([-2.1044646 ,  0.68886276, -1.34518501,  3.18928482,  1.25353029,
       -0.39958834])]"
18332,moveabsj,"[array([  9.74411825,  40.0459204 , 408.79386676])]","[array([-2.11672363,  0.7052337 , -1.339392  ,  3.21342034,  1.25871168,
       -0.41278599])]"
19999,moveabsj,"[array([ 20.93852524,  32.98839876, 409.16875929])]","[array([-2.12791049,  0.72289833, -1.33248688,  3.23837409,  1.26330837,
       -0.42429031])]"
21665,moveabsj,"[array([ 31.23993605,  27.17052115, 410.77020246])]","[array([-2.13778661,  0.74184708, -1.32448559,  3.26428717,  1.2672461 ,
       -0.43389622])]"
23332,moveabsj,"[array([ 40.56521928,  22.62240594, 413.5519066 ])]","[array([-2.14604507,  0.76219057, -1.31539045,  3.29185769,  1.27055257,
       -0.44144038])]"
24999,moveabsj,"[array([ 48.75643301,  19.46473082, 417.52323229])]","[array([-2.15230332,  0.78403731, -1.30517311,  3.32174612,  1.273176  ,
       -0.4466486 ])]"
26665,moveabsj,"[array([ 55.48913059,  18.08310671, 422.88241427])]","[array([-2.15612735,  0.80748094, -1.29370518,  3.35397076,  1.27476627,
       -0.44907836])]"
28332,moveabsj,"[array([ 60.29688714,  18.97900645, 429.9549398 ])]","[array([-2.15700682,  0.83270115, -1.28075974,  3.38829346,  1.2747617 ,
       -0.44821356])]"
29999,moveabsj,"[array([ 62.59546638,  22.49099057, 438.98635067])]","[array([-2.15435396,  0.85994226, -1.2661295 ,  3.42489963,  1.27264247,
       -0.44353824])]"
31665,moveabsj,"[array([ 61.63830159,  28.75733707, 450.12510564])]","[array([-2.14762646,  0.8894825 , -1.2496346 ,  3.46416671,  1.26790249,
       -0.43454251])]"
33332,moveabsj,"[array([ 56.5170331 ,  37.71655169, 463.50768056])]","[array([-2.13653474,  0.92153604, -1.23111164,  3.50578791,  1.25988963,
       -0.42086878])]"
34999,moveabsj,"[array([ 46.3809314 ,  48.77679049, 478.95008539])]","[array([-2.12129934,  0.95603763, -1.21063988,  3.54900044,  1.24814517,
       -0.4025293 ])]"
36665,moveabsj,"[array([ 30.6294909 ,  60.73525799, 495.48367118])]","[array([-2.10267643,  0.99261088, -1.18871944,  3.5937357 ,  1.23281373,
       -0.37966448])]"
38332,moveabsj,"[array([  8.93280914,  72.24453834, 511.25963684])]","[array([-2.08169266,  1.0305819 , -1.16623102,  3.64074004,  1.21446378,
       -0.35212561])]"
39999,moveabsj,"[array([-18.79205069,  82.28795981, 523.62857456])]","[array([-2.0592713 ,  1.06892048, -1.1443613 ,  3.6912457 ,  1.19372101,
       -0.31923322])]"
41665,moveabsj,"[array([-52.03757811,  90.33229304, 529.99420649])]","[array([-2.03621823,  1.10638525, -1.12424918,  3.74564358,  1.17082822,
       -0.28048783])]"
43332,moveabsj,"[array([-89.01717633,  96.12155483, 529.36087473])]","[array([-2.0136647 ,  1.14184965, -1.1064999 ,  3.80185814,  1.14568857,
       -0.23713216])]"
44999,moveabsj,"[array([-128.13878363,   99.68437848,  520.96974001])]","[array([-1.99209302,  1.174508  , -1.09154835,  3.85892322,  1.11822006,
       -0.18989507])]"
46665,moveabsj,"[array([-167.65440569,  101.09642149,  504.5638637 ])]","[array([-1.97187453,  1.20370569, -1.07970109,  3.91598009,  1.08853395,
       -0.13967728])]"
48332,moveabsj,"[array([-205.57540163,  100.47692955,  481.7975621 ])]","[array([-1.95351853,  1.22945321, -1.07059872,  3.97100244,  1.05686878,
       -0.08862788])]"
49999,moveabsj,"[array([-239.32172454,   98.4186087 ,  456.98705775])]","[array([-1.93856665,  1.25195797, -1.06354643,  4.01961026,  1.02466805,
       -0.04124897])]"
