breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
1666,movel_fit,"[array([1096.64641141, -479.60048563,  992.44118281])]","[array([-0.56770457, -0.03539507,  0.41036079, -2.78462276, -1.61707367,
        0.95611435])]"
3333,movel_fit,"[array([1104.29926192, -452.29531531,  993.8802109 ])]","[array([-0.54948587, -0.0389431 ,  0.41424161, -2.77620532, -1.61878561,
        0.95487959])]"
5000,movel_fit,"[array([1113.06787338, -424.78636794,  998.25815628])]","[array([-0.53124689, -0.04400712,  0.41650424, -2.76640588, -1.62011514,
        0.95300571])]"
6666,movel_fit,"[array([1122.85690834, -396.9885464 , 1005.38022325])]","[array([-0.51294667, -0.05046878,  0.41724427, -2.75534181, -1.62101693,
        0.95052288])]"
8333,movel_fit,"[array([1133.49756353, -368.75637527, 1014.91773935])]","[array([-0.49448735, -0.05812991,  0.41664181, -2.74318944, -1.62144641,
        0.94749071])]"
10000,movel_fit,"[array([1144.66358431, -340.0180642 , 1026.31707459])]","[array([-0.47579942, -0.06666857,  0.41499551, -2.73025924, -1.62138605,
        0.9440253 ])]"
11666,movel_fit,"[array([1155.8539568 , -310.76959755, 1038.78647715])]","[array([-0.45684416, -0.07565697,  0.41274305, -2.71698401, -1.62089742,
        0.94030761])]"
13333,movel_fit,"[array([1166.41817312, -281.05577364, 1051.3777178 ])]","[array([-0.43761907, -0.08462707,  0.4104331 , -2.70385206, -1.6201758 ,
        0.9365731 ])]"
15000,movel_fit,"[array([1175.56368592, -251.0887446 , 1063.05571085])]","[array([-0.41825212, -0.09310547,  0.40867737, -2.69138171, -1.61958666,
        0.93310777])]"
16666,movel_fit,"[array([1182.45533731, -221.17337801, 1072.83878018])]","[array([-0.39895558, -0.10068297,  0.40808332, -2.68002954, -1.61965114,
        0.93021604])]"
18333,movel_fit,"[array([1186.26727663, -191.6428907 , 1079.8436242 ])]","[array([-0.37996765, -0.10702363,  0.40923341, -2.67017095, -1.62099793,
        0.92820401])]"
20000,movel_fit,"[array([1186.12016541, -163.01080774, 1083.17065335])]","[array([-0.36162459, -0.11178149,  0.41273299, -2.66222393, -1.62432499,
        0.92740236])]"
21666,movel_fit,"[array([1180.97938347, -135.98534747, 1081.79380291])]","[array([-0.34434088, -0.11455181,  0.41931099, -2.65676862, -1.63039294,
        0.92818958])]"
23333,movel_fit,"[array([1169.50915893, -111.51361123, 1074.43397673])]","[array([-0.32858022, -0.11481842,  0.42995023, -2.65474326, -1.63999315,
        0.93102174])]"
25000,movel_fit,"[array([1150.23680809,  -90.73660035, 1059.641133  ])]","[array([-0.3146753 , -0.111941  ,  0.44583615, -2.65762511, -1.65359092,
        0.93637735])]"
26666,movel_fit,"[array([1122.49989792,  -74.27393695, 1036.44473193])]","[array([-0.30212161, -0.10531547,  0.46782414, -2.66717739, -1.67040675,
        0.94449043])]"
28333,movel_fit,"[array([1088.43356991,  -60.74273743, 1006.04858536])]","[array([-0.28873917, -0.09494365,  0.49504536, -2.68373364, -1.687477  ,
        0.95477241])]"
30000,movel_fit,"[array([1054.11038917,  -46.13668732,  973.6478737 ])]","[array([-0.27168846, -0.08230771,  0.52358445, -2.70302282, -1.70100645,
        0.96537291])]"
31666,movel_fit,"[array([1025.72968035,  -27.55102684,  946.55282669])]","[array([-0.25111205, -0.07057617,  0.54829346, -2.71780787, -1.71007782,
        0.97411183])]"
33333,movel_fit,"[array([1004.93245157,   -7.5340124 ,  930.6414653 ])]","[array([-0.2314328 , -0.06441848,  0.56603938, -2.72482582, -1.71727397,
        0.9797436 ])]"
35000,movel_fit,"[array([989.37900358,   6.79719873, 930.29263713])]","[array([-0.21958276, -0.06951691,  0.57599386, -2.72588262, -1.7268731 ,
        0.98181912])]"
36666,movel_fit,"[array([976.84811445,   8.030051  , 948.72196197])]","[array([-0.22297149, -0.08948583,  0.57745595, -2.72269896, -1.74279832,
        0.98012647])]"
38333,movel_fit,"[array([969.48372359,  -2.56916838, 985.56595764])]","[array([-0.24366952, -0.11991125,  0.56843377, -2.71024218, -1.76569436,
        0.97469446])]"
40000,movel_fit,"[array([ 973.07933706,   -5.95994173, 1035.06309761])]","[array([-0.26840724, -0.14913307,  0.54904203, -2.67675695, -1.79109503,
        0.96591446])]"
41666,movel_fit,"[array([ 988.00622831,   18.213838  , 1086.03588931])]","[array([-0.27377393, -0.1720935 ,  0.52657874, -2.62495217, -1.80847293,
        0.9546154 ])]"
43333,movel_fit,"[array([1000.08252779,   53.33431472, 1126.80173578])]","[array([-0.26345568, -0.19175177,  0.51034546, -2.58071514, -1.81667932,
        0.94445192])]"
45000,movel_fit,"[array([ 992.73666607,   71.62385089, 1151.93438079])]","[array([-0.25882514, -0.2084496 ,  0.50594267, -2.56038444, -1.83219396,
        0.94100509])]"
46666,movel_fit,"[array([ 958.01604695,   51.8709659 , 1158.99739097])]","[array([-0.27702174, -0.22072675,  0.51492569, -2.57403101, -1.86755289,
        0.94840235])]"
48333,movel_fit,"[array([ 898.48700932,  -43.58854155, 1145.85732029])]","[array([-0.34389073, -0.22448557,  0.52941409, -2.64754738, -1.91478031,
        0.96828808])]"
50000,movel_fit,"[array([ 850.03569906, -200.13738428, 1110.98900113])]","[array([-0.43589328, -0.22553107,  0.53336596, -2.78129987, -1.90229375,
        0.98305613])]"
