primitives,points,q_bp
moveabsj,"[array([1688.98644302, -790.04383104, 1268.84104019])]","[array([-0.80547287,  0.22012926,  0.48955388,  1.70562133,  1.46733378,
        2.3036563 ])]"
moveabsj,"[array([1731.02912265, -508.52402667, 1287.94432295])]","[array([-0.66526675,  0.16039033,  0.5585831 ,  1.72861588,  1.47872075,
        2.28921073])]"
moveabsj,"[array([1732.04360416, -481.39878204, 1293.86614646])]","[array([-0.65186263,  0.15354201,  0.56485307,  1.73294186,  1.48219244,
        2.2852319 ])]"
moveabsj,"[array([1732.0894739 , -454.74712201, 1303.90765886])]","[array([-0.63876632,  0.14584278,  0.57051508,  1.73935669,  1.48796806,
        2.27875599])]"
moveabsj,"[array([1731.25421943, -428.46448667, 1317.77535116])]","[array([-0.62584191,  0.13733279,  0.57560482,  1.74781297,  1.49575231,
        2.27001432])]"
moveabsj,"[array([1729.78601579, -402.29168276, 1334.972904  ])]","[array([-0.61282344,  0.12833569,  0.58001321,  1.75818975,  1.50532948,
        2.25920317])]"
moveabsj,"[array([1727.87880813, -375.999905  , 1354.56595819])]","[array([-0.59948466,  0.11923832,  0.58378869,  1.77018751,  1.51632071,
        2.24664734])]"
moveabsj,"[array([1725.74217424, -349.34875139, 1375.30183537])]","[array([-0.58563026,  0.11040014,  0.58698033,  1.78311617,  1.52806571,
        2.23316695])]"
moveabsj,"[array([1723.45401037, -322.17640573, 1395.49323923])]","[array([-0.57119845,  0.10218321,  0.58992854,  1.79611179,  1.53988269,
        2.2195457 ])]"
moveabsj,"[array([1720.97192352, -294.54103679, 1413.41990933])]","[array([-0.55636085,  0.09467422,  0.59303522,  1.80795236,  1.55084314,
        2.20708356])]"
moveabsj,"[array([1718.05701615, -266.72466286, 1427.34979911])]","[array([-0.54150126,  0.08786677,  0.59701274,  1.81758676,  1.56026399,
        2.1966761 ])]"
moveabsj,"[array([1714.32191111, -239.14337327, 1435.80566652])]","[array([-0.52715913,  0.08141489,  0.60264944,  1.8238967 ,  1.56734823,
        2.18944022])]"
moveabsj,"[array([1709.31293838, -212.34566081, 1437.45601755])]","[array([-0.51396984,  0.07490547,  0.61074494,  1.82583299,  1.5713743 ,
        2.18644522])]"
moveabsj,"[array([1702.6576201 , -186.85338016, 1431.10110202])]","[array([-0.50255244,  0.06758437,  0.62188336,  1.82201694,  1.57093053,
        2.18974914])]"
moveabsj,"[array([1694.19401963, -163.03294773, 1414.5940886 ])]","[array([-0.4932933 ,  0.05974929,  0.63672666,  1.81132078,  1.56526692,
        2.20028035])]"
moveabsj,"[array([1684.42747964, -140.57032828, 1385.54309772])]","[array([-0.48586111,  0.05209888,  0.65528433,  1.79253662,  1.55270418,
        2.21975323])]"
moveabsj,"[array([1674.79962977, -118.01748779, 1342.86316995])]","[array([-0.47862857,  0.04611735,  0.6760472 ,  1.76538411,  1.53155429,
        2.24970185])]"
moveabsj,"[array([1667.33976164,  -93.03358618, 1289.40918689])]","[array([-0.46870148,  0.04379235,  0.69602063,  1.73269813,  1.50222747,
        2.28845679])]"
moveabsj,"[array([1663.14171263,  -64.4326093 , 1234.96648919])]","[array([-0.45410653,  0.0452175 ,  0.71181923,  1.70098795,  1.46933467,
        2.32971457])]"
moveabsj,"[array([1660.28386538,  -33.93644182, 1191.57980796])]","[array([-0.43654458,  0.04732487,  0.72288594,  1.6764646 ,  1.441185  ,
        2.36461885])]"
moveabsj,"[array([1654.9732845 ,   -4.4284375 , 1165.12441149])]","[array([-0.41979109,  0.04599285,  0.7320114 ,  1.66082691,  1.42391032,
        2.38740121])]"
moveabsj,"[array([1644.12741428,   21.31865596, 1157.39257036])]","[array([-0.40719121,  0.03800332,  0.74209922,  1.65368011,  1.42052729,
        2.39598374])]"
moveabsj,"[array([1626.74151634,   41.03511734, 1169.29408308])]","[array([-0.4008224 ,  0.02387319,  0.75548326,  1.65850918,  1.43554689,
        2.38299949])]"
moveabsj,"[array([1604.71077035,   54.59891326, 1205.49906686])]","[array([-3.99710156e-01,  2.25087311e-03,  7.69060653e-01,  1.67646023e+00,
        1.46784613e+00,  2.35085355e+00])]"
moveabsj,"[array([1583.43144519,   65.7238682 , 1266.93416485])]","[array([-0.3982322 , -0.0223808 ,  0.77794132,  1.71217876,  1.51437849,
        2.29946599])]"
moveabsj,"[array([1569.37769453,   80.5940155 , 1339.0796407 ])]","[array([-0.38873151, -0.04225045,  0.77783877,  1.76000308,  1.56084015,
        2.24271616])]"
moveabsj,"[array([1561.57499923,  101.36103437, 1394.71265301])]","[array([-0.3719789 , -0.05377893,  0.7738743 ,  1.80082479,  1.59287687,
        2.20001818])]"
moveabsj,"[array([1551.47898671,  124.46468743, 1419.36591186])]","[array([-0.35612631, -0.06210773,  0.77722935,  1.82101264,  1.60989252,
        2.17841991])]"
moveabsj,"[array([1533.23313596,  144.51098521, 1408.67281424])]","[array([-0.34878577, -0.07464027,  0.79381975,  1.81167033,  1.61005788,
        2.18578442])]"
moveabsj,"[array([1509.98745449,  160.69213759, 1359.04755098])]","[array([-0.34941859, -0.08761515,  0.8224366 ,  1.77318175,  1.59105561,
        2.22249523])]"
moveabsj,"[array([1466.38452961,  199.7855768 , 1185.07548721])]","[array([-0.34268732, -0.09654154,  0.8851631 ,  1.65401229,  1.49879777,
        2.35685239])]"
