primitives,points,q_bp
moveabsj,"[array([1689.19526721, -791.26373284, 1268.84586509])]","[array([-0.80592117,  0.22104838,  0.48849843,  1.70538013,  1.46775122,
        2.30377876])]"
moveabsj,"[array([1731.03306879, -508.52294909, 1287.97367096])]","[array([-0.66527303,  0.16021791,  0.55848662,  1.72833419,  1.47842021,
        2.2897115 ])]"
moveabsj,"[array([1732.0396979 , -481.39883232, 1293.8419985 ])]","[array([-0.65187108,  0.1533813 ,  0.5647976 ,  1.73268015,  1.48188739,
        2.28567812])]"
moveabsj,"[array([1732.10784404, -454.74393801, 1303.87696051])]","[array([-0.63876861,  0.14575593,  0.57043647,  1.73913022,  1.4877509 ,
        2.27910047])]"
moveabsj,"[array([1731.2490597 , -428.46990779, 1317.77121531])]","[array([-0.62585541,  0.13722348,  0.57555564,  1.7476268 ,  1.49555495,
        2.2703257 ])]"
moveabsj,"[array([1729.77036609, -402.29337276, 1334.9650941 ])]","[array([-0.61283638,  0.12823719,  0.57999915,  1.75805947,  1.50517215,
        2.25943035])]"
moveabsj,"[array([1727.85244107, -376.0030642 , 1354.59371661])]","[array([-0.5994985 ,  0.11915228,  0.58379205,  1.77012709,  1.51623175,
        2.24678745])]"
moveabsj,"[array([1725.71668874, -349.34811707, 1375.34772715])]","[array([-0.58563555,  0.11036252,  0.58699941,  1.78314445,  1.52807674,
        2.23316805])]"
moveabsj,"[array([1723.42928207, -322.17930643, 1395.51038454])]","[array([-0.57119187,  0.1022471 ,  0.58999584,  1.79627848,  1.54005374,
        2.219289  ])]"
moveabsj,"[array([1720.95824225, -294.53629239, 1413.45791506])]","[array([-0.55634315,  0.09477834,  0.59307861,  1.80814314,  1.55107761,
        2.20677393])]"
moveabsj,"[array([1718.07320514, -266.71046293, 1427.41359126])]","[array([-0.5414636 ,  0.0880672 ,  0.59700438,  1.81782204,  1.56062576,
        2.19624931])]"
moveabsj,"[array([1714.35139502, -239.1250231 , 1435.85108359])]","[array([-0.52710393,  0.08171385,  0.60264599,  1.82421082,  1.56784385,
        2.18883171])]"
moveabsj,"[array([1709.33463466, -212.34223931, 1437.39088694])]","[array([-0.51389891,  0.07543048,  0.61083387,  1.82634982,  1.57219753,
        2.18534026])]"
moveabsj,"[array([1702.69075422, -186.8419456 , 1431.09236339])]","[array([-0.50246611,  0.06804745,  0.62198286,  1.82257952,  1.57167494,
        2.18870288])]"
moveabsj,"[array([1694.21232588, -163.0213451 , 1414.59173251])]","[array([-0.49320026,  0.06029524,  0.63687732,  1.81201705,  1.56617924,
        2.19898734])]"
moveabsj,"[array([1684.37684056, -140.58250065, 1385.47390331])]","[array([-0.48579957,  0.0526697 ,  0.65559043,  1.79335963,  1.55372652,
        2.21820327])]"
moveabsj,"[array([1674.66077783, -118.07603098, 1342.82809238])]","[array([-0.47865913,  0.04632318,  0.67638016,  1.76592649,  1.53212269,
        2.24876146])]"
moveabsj,"[array([1667.14382288,  -93.11441494, 1289.36741893])]","[array([-0.4688109 ,  0.04343534,  0.69618639,  1.73249032,  1.50191765,
        2.28886878])]"
moveabsj,"[array([1662.99175063,  -64.49673571, 1234.94520891])]","[array([-0.45419554,  0.04436381,  0.71161087,  1.69987297,  1.46810324,
        2.33173586])]"
moveabsj,"[array([1660.25639872,  -33.91934101, 1191.46425987])]","[array([-0.43652459,  0.04659192,  0.722473  ,  1.67511675,  1.43984818,
        2.3669044 ])]"
moveabsj,"[array([1655.03211711,   -4.382897  , 1165.00943837])]","[array([-0.41971834,  0.04543039,  0.73148573,  1.65949352,  1.42270351,
        2.38959858])]"
moveabsj,"[array([1644.19308768,   21.36245811, 1157.59465211])]","[array([-0.40706949,  0.03665945,  0.74107847,  1.65129503,  1.41828682,
        2.40033372])]"
moveabsj,"[array([1626.81007504,   41.03138357, 1169.15182995])]","[array([-0.4007657 ,  0.0230573 ,  0.75482125,  1.65679425,  1.43389757,
        2.38592912])]"
moveabsj,"[array([1604.5692261 ,   54.51929754, 1205.4906722 ])]","[array([-3.99823692e-01,  1.24817808e-03,  7.68499441e-01,  1.67470202e+00,
        1.46637346e+00,  2.35376784e+00])]"
moveabsj,"[array([1583.09664187,   65.51823162, 1266.86457945])]","[array([-0.39848632, -0.02238366,  0.77820209,  1.71213421,  1.51482966,
        2.29908515])]"
moveabsj,"[array([1569.0576673 ,   80.46989357, 1339.12416639])]","[array([-0.38870747, -0.04096022,  0.77874542,  1.76198183,  1.56346141,
        2.23883819])]"
moveabsj,"[array([1561.49740299,  101.32248518, 1394.71306771])]","[array([-0.37173982, -0.05224272,  0.77453406,  1.80279353,  1.59545885,
        2.19620129])]"
moveabsj,"[array([1551.57122723,  124.51151009, 1419.35480627])]","[array([-0.355677  , -0.06013986,  0.77783343,  1.82334235,  1.61286247,
        2.17396614])]"
moveabsj,"[array([1533.29944801,  144.55116564, 1408.71938518])]","[array([-0.34837187, -0.07270665,  0.7943851 ,  1.81389394,  1.61300048,
        2.18142947])]"
moveabsj,"[array([1509.68697839,  160.46817608, 1359.01414132])]","[array([-0.3494409 , -0.08630104,  0.82321716,  1.77479436,  1.59354135,
        2.21895529])]"
moveabsj,"[array([1465.49093396,  200.84537145, 1185.38086443])]","[array([-0.34196486, -0.10600003,  0.88206712,  1.64397933,  1.48653056,
        2.37881567])]"
