primitives,points,q_bp
moveabsj,"[array([1688.98484965, -790.06389164, 1268.84015213])]","[array([-0.80548193,  0.22012606,  0.4895402 ,  1.70560078,  1.46731434,
        2.30368696])]"
moveabsj,"[array([1731.02364435, -508.52658375, 1287.94028137])]","[array([-0.66526692,  0.16045418,  0.55862071,  1.72872698,  1.47884269,
        2.28901612])]"
moveabsj,"[array([1732.04254023, -481.39941315, 1293.87646489])]","[array([-0.6518604 ,  0.15360535,  0.56487834,  1.7330493 ,  1.48231734,
        2.28504916])]"
moveabsj,"[array([1732.08109841, -454.75006679, 1303.91716482])]","[array([-0.63876669,  0.14587965,  0.57054775,  1.73944752,  1.48805732,
        2.27861427])]"
moveabsj,"[array([1731.25734819, -428.46404378, 1317.77119018])]","[array([-0.62583682,  0.13738105,  0.57562615,  1.74788949,  1.49583265,
        2.26988286])]"
moveabsj,"[array([1729.79417204, -402.29442244, 1334.94320461])]","[array([-0.61281804,  0.12839588,  0.58003589,  1.75825647,  1.50540201,
        2.25906861])]"
moveabsj,"[array([1727.90037745, -375.9966723 , 1354.55336071])]","[array([-0.59947408,  0.11927938,  0.5837784 ,  1.77021125,  1.51634999,
        2.24659523])]"
moveabsj,"[array([1725.76514118, -349.34897831, 1375.27217671])]","[array([-0.58562362,  0.11042941,  0.58696549,  1.78310481,  1.52805771,
        2.23316098])]"
moveabsj,"[array([1723.47536201, -322.17402766, 1395.48558909])]","[array([-0.5711966 ,  0.10216485,  0.58989108,  1.79604357,  1.53980799,
        2.21965351])]"
moveabsj,"[array([1720.98102899, -294.54493632, 1413.39785078])]","[array([-0.55636807,  0.09463826,  0.59301597,  1.80787355,  1.55074804,
        2.20720574])]"
moveabsj,"[array([1718.04899908, -266.73615924, 1427.31277398])]","[array([-0.54152104,  0.08779334,  0.5970171 ,  1.81748522,  1.56012343,
        2.19684239])]"
moveabsj,"[array([1714.30097196, -239.15225161, 1435.78888589])]","[array([-0.52718659,  0.08128456,  0.60265363,  1.82375902,  1.56714578,
        2.18969824])]"
moveabsj,"[array([1709.28870316, -212.35104059, 1437.49782059])]","[array([-0.51400664,  0.07467857,  0.61071069,  1.82561708,  1.57104886,
        2.1869047 ])]"
moveabsj,"[array([1702.62715331, -186.86569463, 1431.11678627])]","[array([-0.50259809,  0.06737911,  0.62184834,  1.82178102,  1.57063188,
        2.19018839])]"
moveabsj,"[array([1694.18305639, -163.03765085, 1414.59448275])]","[array([-0.49333205,  0.05952944,  0.63666775,  1.81103869,  1.56490438,
        2.20079842])]"
moveabsj,"[array([1684.47272313, -140.5574602 , 1385.58433744])]","[array([-0.48587168,  0.05188252,  0.65513857,  1.79221815,  1.55228624,
        2.22037977])]"
moveabsj,"[array([1674.9059997 , -117.96964791, 1342.87216724])]","[array([-0.4785834 ,  0.046067  ,  0.67588263,  1.76518594,  1.5313004 ,
        2.25007516])]"
moveabsj,"[array([1667.48717875,  -92.97411929, 1289.44416641])]","[array([-0.46861591,  0.04397093,  0.69590339,  1.73281554,  1.50232158,
        2.28829767])]"
moveabsj,"[array([1663.25176184,  -64.41188376, 1235.06552907])]","[array([-0.45405582,  0.04555025,  0.71183224,  1.70145595,  1.46981269,
        2.32897162])]"
moveabsj,"[array([1660.30851957,  -33.94152265, 1191.63861888])]","[array([-0.4365474 ,  0.04763212,  0.7230365 ,  1.67701528,  1.44173253,
        2.36369466])]"
moveabsj,"[array([1654.93554737,   -4.45356311, 1165.17299466])]","[array([-0.41983077,  0.04622491,  0.73223228,  1.66136751,  1.42442795,
        2.38648834])]"
moveabsj,"[array([1644.07050005,   21.28552574, 1157.31552344])]","[array([-0.40725876,  0.03852089,  0.7425251 ,  1.65461689,  1.42144003,
        2.39424895])]"
moveabsj,"[array([1626.70995781,   41.02559409, 1169.3254431 ])]","[array([-0.40085324,  0.02423197,  0.75577347,  1.65922961,  1.4362431 ,
        2.3817424 ])]"
moveabsj,"[array([1604.81157817,   54.65929948, 1205.51206479])]","[array([-0.39962992,  0.0026779 ,  0.76925639,  1.67719387,  1.46841743,
        2.34968239])]"
moveabsj,"[array([1583.68382142,   65.85805545, 1266.95291082])]","[array([-0.39805491, -0.02228605,  0.77776762,  1.71226638,  1.51415396,
        2.29957637])]"
moveabsj,"[array([1569.63277216,   80.65755164, 1338.978248  ])]","[array([-0.38869737, -0.04265889,  0.77738842,  1.75917737,  1.5596924 ,
        2.24429876])]"
moveabsj,"[array([1561.62240666,  101.38158025, 1394.71504908])]","[array([-0.37206677, -0.05439067,  0.77359026,  1.80002583,  1.59182224,
        2.20157288])]"
moveabsj,"[array([1551.41385617,  124.43138641, 1419.39249757])]","[array([-0.3563255 , -0.06293233,  0.77698832,  1.82005244,  1.60870417,
        2.18025101])]"
moveabsj,"[array([1533.17872681,  144.47724591, 1408.65883449])]","[array([-0.34897916, -0.07547851,  0.79359228,  1.81071354,  1.60882766,
        2.18764119])]"
moveabsj,"[array([1510.19950111,  160.82756618, 1359.11043161])]","[array([-0.34935705, -0.08819832,  0.82201729,  1.77249284,  1.58986197,
        2.22415187])]"
moveabsj,"[array([1466.70493326,  199.42553328, 1185.14037913])]","[array([-0.34289121, -0.09446761,  0.88560201,  1.65605183,  1.50141758,
        2.35238947])]"
