primitives,points,q_bp
moveabsj,"[array([-922.5796214 , -104.80427942,  500.41037595])]","[array([-0.39501324, -0.53355623, -3.18908519,  0.64739485,  0.51676626,
        0.53328142])]"
moveabsj,"[array([-903.13893389, -212.07662989,  525.89409711])]","[array([-0.28369686, -0.51117287, -3.15831075,  0.62235339,  0.50208222,
        0.53241914])]"
moveabsj,"[array([-900.99208691, -222.44713712,  533.25904245])]","[array([-0.27242095, -0.50530046, -3.15228813,  0.61923862,  0.50258598,
        0.53297876])]"
moveabsj,"[array([-899.26559142, -232.79678171,  545.34107792])]","[array([-0.26071553, -0.49631884, -3.14301774,  0.61559366,  0.50534675,
        0.53425689])]"
moveabsj,"[array([-897.61198617, -243.1723084 ,  562.09447144])]","[array([-0.24863187, -0.48401713, -3.1311035 ,  0.61151658,  0.51045933,
        0.53629871])]"
moveabsj,"[array([-895.87530357, -253.44044037,  583.34357695])]","[array([-0.23641275, -0.46883508, -3.11632771,  0.60737046,  0.51744381,
        0.53877531])]"
moveabsj,"[array([-893.73815881, -263.50959517,  608.25823889])]","[array([-0.22428206, -0.45152156, -3.09931564,  0.60313157,  0.52614485,
        0.54185253])]"
moveabsj,"[array([-890.8728409 , -273.21578679,  635.66895139])]","[array([-0.21259827, -0.43287715, -3.08091349,  0.59896217,  0.53579004,
        0.54539618])]"
moveabsj,"[array([-887.10547479, -282.5469617 ,  663.96011481])]","[array([-0.20146823, -0.4139647 , -3.06213248,  0.59536887,  0.54538209,
        0.54889658])]"
moveabsj,"[array([-882.57527961, -291.56170489,  690.57266603])]","[array([-0.19085486, -0.39672693, -3.04449526,  0.5920197 ,  0.55448494,
        0.5527789 ])]"
moveabsj,"[array([-877.50322828, -300.40996899,  713.30302431])]","[array([-0.18064328, -0.38235761, -3.02949476,  0.58928107,  0.56171436,
        0.55660224])]"
moveabsj,"[array([-872.26570337, -309.4098309 ,  729.88956621])]","[array([-0.17047146, -0.37207184, -3.01872469,  0.58754831,  0.56574803,
        0.55995929])]"
moveabsj,"[array([-867.36870306, -318.8841458 ,  737.88172909])]","[array([-0.15996472, -0.36736219, -3.01381487,  0.58720098,  0.56519477,
        0.56253897])]"
moveabsj,"[array([-863.36488578, -329.14407041,  734.13672581])]","[array([-0.14875114, -0.37055824, -3.01685867,  0.58808203,  0.55932794,
        0.56481181])]"
moveabsj,"[array([-860.10749512, -340.29973217,  715.7506572 ])]","[array([-0.13690153, -0.38329822, -3.03041943,  0.59055351,  0.54653152,
        0.56673877])]"
moveabsj,"[array([-856.8395338 , -352.25784261,  680.14939806])]","[array([-0.12474183, -0.40772332, -3.05634022,  0.59560827,  0.5251744 ,
        0.56779385])]"
moveabsj,"[array([-851.65784464, -364.4603259 ,  626.38847611])]","[array([-0.11326211, -0.44587143, -3.0952471 ,  0.60294253,  0.49486838,
        0.56895598])]"
moveabsj,"[array([-841.76211695, -376.3588448 ,  559.56193739])]","[array([-0.10325588, -0.49582455, -3.14363827,  0.61279115,  0.4563551 ,
        0.56984698])]"
moveabsj,"[array([-826.14603886, -387.53393615,  491.12818833])]","[array([-0.09488358, -0.55093102, -3.19313072,  0.62146445,  0.41537864,
        0.5721649 ])]"
moveabsj,"[array([-807.64625088, -398.09899057,  434.97161923])]","[array([-0.08697464, -0.59928306, -3.233622  ,  0.62806971,  0.37868313,
        0.57342883])]"
moveabsj,"[array([-791.01903195, -408.1263045 ,  398.9763785 ])]","[array([-0.07836377, -0.631059  , -3.25989032,  0.63170606,  0.35285637,
        0.57255653])]"
moveabsj,"[array([-780.76684473, -417.58975566,  385.10854908])]","[array([-0.06828142, -0.6429754 , -3.26896706,  0.6274687 ,  0.34505825,
        0.57408287])]"
moveabsj,"[array([-779.96240069, -426.10623595,  399.2358552 ])]","[array([-0.05702407, -0.62640713, -3.25699435,  0.62253824,  0.35426082,
        0.56929504])]"
moveabsj,"[array([-787.27126239, -434.26630079,  442.28381734])]","[array([-0.04417601, -0.58247002, -3.22335215,  0.61006572,  0.38472938,
        0.56424012])]"
moveabsj,"[array([-796.72391614, -443.11390533,  514.20998436])]","[array([-0.0295308 , -0.51483998, -3.16785994,  0.59117739,  0.43034534,
        0.55625514])]"
moveabsj,"[array([-799.97402961, -453.6761802 ,  599.63349854])]","[array([-0.01297704, -0.44292127, -3.09983594,  0.56803594,  0.47869577,
        0.54832593])]"
moveabsj,"[array([-794.66468791, -464.21597713,  671.97815656])]","[array([ 2.41715480e-03, -3.87938223e-01, -3.04102703e+00,  5.47722060e-01,
        5.13957025e-01,  5.44529346e-01])]"
moveabsj,"[array([-786.52316754, -473.98776207,  710.31333613])]","[array([ 0.01573687, -0.36098041, -3.00985811,  0.53891579,  0.52869365,
        0.54344105])]"
moveabsj,"[array([-781.50962145, -482.50919096,  700.6611938 ])]","[array([ 0.0260202 , -0.36924725, -3.01943582,  0.54307489,  0.52098768,
        0.54762117])]"
moveabsj,"[array([-776.7805974 , -489.51207931,  643.80692931])]","[array([ 0.03316848, -0.41032622, -3.07382746,  0.56191935,  0.48909966,
        0.55691123])]"
moveabsj,"[array([-745.95877426, -504.5859043 ,  460.5538785 ])]","[array([ 0.04992557, -0.57475453, -3.23016532,  0.63231485,  0.36911643,
        0.58031017])]"
