primitives,points,q_bp
moveabsj,"[array([1689.13974675, -791.08049186, 1268.81834786])]","[array([-0.80586449,  0.22097552,  0.48870988,  1.70551858,  1.46782434,
        2.30356989])]"
moveabsj,"[array([1731.0341977 , -508.52308072, 1287.98179053])]","[array([-0.66527503,  0.16017211,  0.55845951,  1.72825722,  1.47834001,
        2.28984702])]"
moveabsj,"[array([1732.03755348, -481.40064   , 1293.83521415])]","[array([-0.65187454,  0.15333898,  0.56478392,  1.73261174,  1.48180773,
        2.28579443])]"
moveabsj,"[array([1732.11153539, -454.74560538, 1303.86805307])]","[array([-0.63877115,  0.14573236,  0.57041472,  1.73906663,  1.48769222,
        2.27919546])]"
moveabsj,"[array([1731.24881559, -428.46733723, 1317.77613084])]","[array([-0.62585661,  0.13719015,  0.57553997,  1.74757586,  1.4954993 ,
        2.27041617])]"
moveabsj,"[array([1729.76726441, -402.29364947, 1334.95802514])]","[array([-0.61283915,  0.12821242,  0.57999745,  1.75802539,  1.50512786,
        2.25948846])]"
moveabsj,"[array([1727.85084428, -376.00196701, 1354.60605282])]","[array([-0.59949947,  0.1191293 ,  0.58378522,  1.7701082 ,  1.51620323,
        2.24683429])]"
moveabsj,"[array([1725.71518921, -349.3485938 , 1375.35778912])]","[array([-0.58563563,  0.11035725,  0.58699938,  1.7831502 ,  1.5280775 ,
        2.23317003])]"
moveabsj,"[array([1723.42507387, -322.18330175, 1395.50294316])]","[array([-0.57119045,  0.10227294,  0.59001811,  1.79632735,  1.54010233,
        2.2192063 ])]"
moveabsj,"[array([1720.95471237, -294.53717536, 1413.45481592])]","[array([-0.55633886,  0.09481559,  0.59309743,  1.8081998 ,  1.55114764,
        2.20667158])]"
moveabsj,"[array([1718.07551767, -266.70966665, 1427.41828589])]","[array([-0.54145629,  0.08812559,  0.5970072 ,  1.81788141,  1.56072503,
        2.19612773])]"
moveabsj,"[array([1714.35332553, -239.12171337, 1435.85600558])]","[array([-0.52709192,  0.08179221,  0.60265396,  1.82429463,  1.56797869,
        2.18866267])]"
moveabsj,"[array([1709.33584484, -212.34522055, 1437.37746911])]","[array([-0.51388368,  0.07556804,  0.6108582 ,  1.82648692,  1.57242154,
        2.18504655])]"
moveabsj,"[array([1702.68095124, -186.84703967, 1431.01197332])]","[array([-0.50245415,  0.06819404,  0.62205891,  1.82272335,  1.57189233,
        2.188359  ])]"
moveabsj,"[array([1694.20680038, -163.02542623, 1414.51589474])]","[array([-0.49318236,  0.0604844 ,  0.63695771,  1.81220759,  1.56646212,
        2.19855277])]"
moveabsj,"[array([1684.3712926 , -140.56393207, 1385.35841073])]","[array([-0.48576552,  0.0528788 ,  0.65571887,  1.79359971,  1.55402058,
        2.21767804])]"
moveabsj,"[array([1674.63852298, -118.06175099, 1342.68148609])]","[array([-0.47864185,  0.04645886,  0.67653176,  1.76610231,  1.53229171,
        2.24835882])]"
moveabsj,"[array([1667.06125927,  -93.12737147, 1289.25430605])]","[array([-0.46884435,  0.04336615,  0.69630295,  1.73243656,  1.50184739,
        2.2888856 ])]"
moveabsj,"[array([1662.89650623,  -64.53976377, 1234.91250049])]","[array([-0.45425464,  0.04410916,  0.71159856,  1.69954115,  1.46778969,
        2.33227296])]"
moveabsj,"[array([1660.16846281,  -33.99999554, 1191.56978854])]","[array([-0.43660187,  0.04627048,  0.72234202,  1.67467167,  1.43952234,
        2.3676775 ])]"
moveabsj,"[array([1655.02543438,   -4.3893527 , 1164.93404226])]","[array([-0.41971811,  0.04530164,  0.73138341,  1.65914858,  1.42240953,
        2.39011428])]"
moveabsj,"[array([1644.12834382,   21.37011902, 1157.81452153])]","[array([-0.40706486,  0.03613017,  0.74079777,  1.65059001,  1.41769259,
        2.40169009])]"
moveabsj,"[array([1626.73706487,   41.02818728, 1169.36478401])]","[array([-0.40077976,  0.02260777,  0.75461882,  1.65627526,  1.43345979,
        2.38697362])]"
moveabsj,"[array([1604.3900523 ,   54.50289574, 1205.73298777])]","[array([-3.99893168e-01,  6.95673780e-04,  7.68365661e-01,  1.67416225e+00,
        1.46596885e+00,  2.35483054e+00])]"
moveabsj,"[array([1582.91157298,   65.36373678, 1266.77751934])]","[array([-0.39865499, -0.02237406,  0.77835506,  1.71207888,  1.51505724,
        2.29888242])]"
moveabsj,"[array([1568.9795711 ,   80.34391922, 1338.96122848])]","[array([-0.38876811, -0.04048822,  0.7790206 ,  1.76244616,  1.56421501,
        2.23767425])]"
moveabsj,"[array([1561.49090263,  101.31634463, 1394.7190953 ])]","[array([-0.37166773, -0.05181959,  0.77469554,  1.80332465,  1.59614893,
        2.19518042])]"
moveabsj,"[array([1551.61446263,  124.61994265, 1419.30524687])]","[array([-0.35547724, -0.05959491,  0.77803162,  1.82401939,  1.61362268,
        2.17270183])]"
moveabsj,"[array([1533.39388978,  144.60829248, 1408.58269602])]","[array([-0.34820624, -0.07205915,  0.79454837,  1.81450095,  1.61376355,
        2.18013152])]"
moveabsj,"[array([1509.24300753,  160.1353575 , 1358.90867889])]","[array([-0.34978236, -0.0862615 ,  0.82364056,  1.77485779,  1.59425562,
        2.21828288])]"
moveabsj,"[array([1465.28103706,  200.76455998, 1185.37163439])]","[array([-0.34201957, -0.10855232,  0.88104914,  1.64083105,  1.48310987,
        2.38521154])]"
