primitives,points,q_bp
moveabsj,"[array([-922.5796214 , -104.80427942,  500.41037595])]","[array([-0.39501324, -0.53355623, -3.18908519,  0.64739485,  0.51676626,
        0.53328142])]"
moveabsj,"[array([-903.13893389, -212.07662989,  525.89409711])]","[array([-0.28369686, -0.51117287, -3.15831075,  0.62235339,  0.50208222,
        0.53241914])]"
moveabsj,"[array([-900.99208691, -222.44713712,  533.25904245])]","[array([-0.27242095, -0.50530046, -3.15228813,  0.61923862,  0.50258598,
        0.53297876])]"
moveabsj,"[array([-899.26559142, -232.79678171,  545.34107792])]","[array([-0.26071553, -0.49631884, -3.14301774,  0.61559366,  0.50534675,
        0.53425689])]"
moveabsj,"[array([-897.61198617, -243.1723084 ,  562.09447144])]","[array([-0.24863187, -0.48401713, -3.1311035 ,  0.61151658,  0.51045933,
        0.53629871])]"
moveabsj,"[array([-895.87535782, -253.44064715,  583.34350354])]","[array([-0.23641239, -0.46883517, -3.11632776,  0.60737094,  0.51744411,
        0.53877493])]"
moveabsj,"[array([-893.70382216, -263.49481397,  608.29403348])]","[array([-0.22431927, -0.45142392, -3.0993712 ,  0.60310945,  0.52609083,
        0.54186099])]"
moveabsj,"[array([-890.84753601, -273.20975285,  635.72222289])]","[array([-0.21261723, -0.43277697, -3.08092859,  0.59901151,  0.53570982,
        0.54533079])]"
moveabsj,"[array([-887.10547479, -282.5469617 ,  663.96011481])]","[array([-0.20146823, -0.4139647 , -3.06213248,  0.59536887,  0.54538209,
        0.54889658])]"
moveabsj,"[array([-882.57527961, -291.56170489,  690.57266603])]","[array([-0.19085486, -0.39672693, -3.04449526,  0.5920197 ,  0.55448494,
        0.5527789 ])]"
moveabsj,"[array([-877.50322828, -300.40996899,  713.30302431])]","[array([-0.18064328, -0.38235761, -3.02949476,  0.58928107,  0.56171436,
        0.55660224])]"
moveabsj,"[array([-872.26570337, -309.4098309 ,  729.88956621])]","[array([-0.17047146, -0.37207184, -3.01872469,  0.58754831,  0.56574803,
        0.55995929])]"
moveabsj,"[array([-867.36872642, -318.88408555,  737.88173125])]","[array([-0.15996481, -0.36736226, -3.01381477,  0.58720087,  0.56519469,
        0.56253908])]"
moveabsj,"[array([-863.36144246, -329.13320756,  734.03970795])]","[array([-0.14877023, -0.37062647, -3.01699163,  0.58787455,  0.55948507,
        0.56505112])]"
moveabsj,"[array([-860.10477543, -340.29106432,  715.67405895])]","[array([-0.1369167 , -0.38335612, -3.03051964,  0.5903848 ,  0.54665473,
        0.56693147])]"
moveabsj,"[array([-856.8216122 , -352.2516795 ,  680.11508934])]","[array([-0.12475593, -0.40771948, -3.0564285 ,  0.59550297,  0.5252368 ,
        0.56791039])]"
moveabsj,"[array([-851.62840908, -364.43410487,  626.3460098 ])]","[array([-0.11331172, -0.44586455, -3.09536372,  0.60273821,  0.49493286,
        0.56916623])]"
moveabsj,"[array([-841.71783796, -376.3121391 ,  559.38595828])]","[array([-0.10334246, -0.49597134, -3.14387614,  0.61217274,  0.45662611,
        0.57048986])]"
moveabsj,"[array([-826.15536022, -387.53354452,  491.19337372])]","[array([-0.09488273, -0.55085297, -3.19307398,  0.6216442 ,  0.41526946,
        0.57196897])]"
moveabsj,"[array([-807.60546561, -398.09102215,  435.00971302])]","[array([-0.08699466, -0.59915776, -3.23372725,  0.62805519,  0.37865784,
        0.57343073])]"
moveabsj,"[array([-790.98545783, -408.08303169,  398.86133482])]","[array([-0.07844466, -0.63120926, -3.25998987,  0.63112092,  0.35302306,
        0.5731214 ])]"
moveabsj,"[array([-780.80770958, -417.49076235,  385.26067775])]","[array([-0.06845187, -0.64278169, -3.26882085,  0.62762994,  0.34471126,
        0.57378545])]"
moveabsj,"[array([-779.92440728, -426.02628662,  399.35869819])]","[array([-0.05716873, -0.62614834, -3.2570727 ,  0.62249071,  0.35405203,
        0.56924153])]"
moveabsj,"[array([-787.17646971, -434.2677026 ,  442.23426678])]","[array([-0.04418085, -0.58239106, -3.22364075,  0.60975854,  0.38489904,
        0.56456834])]"
moveabsj,"[array([-796.62052139, -443.19210392,  514.06197077])]","[array([-0.0294025 , -0.5148458 , -3.16825626,  0.59095438,  0.43074053,
        0.5565733 ])]"
moveabsj,"[array([-799.96125765, -453.68155185,  599.55090565])]","[array([-0.01296823, -0.44298356, -3.09995079,  0.56786899,  0.47884946,
        0.54851791])]"
moveabsj,"[array([-794.67537946, -464.22336985,  671.97712695])]","[array([ 2.42963918e-03, -3.87961278e-01, -3.04099714e+00,  5.47750007e-01,
        5.13957425e-01,  5.44501323e-01])]"
moveabsj,"[array([-786.47581927, -473.9412342 ,  710.33016163])]","[array([ 0.01565899, -0.36086665, -3.0099746 ,  0.53878426,  0.52865708,
        0.54357288])]"
moveabsj,"[array([-781.3061336 , -482.50042995,  700.71464418])]","[array([ 0.02601431, -0.36877872, -3.01995648,  0.54301799,  0.52102937,
        0.54768513])]"
moveabsj,"[array([-776.80646505, -489.41114386,  643.90501398])]","[array([ 0.03299587, -0.41027946, -3.07365577,  0.56182155,  0.48882816,
        0.55695637])]"
moveabsj,"[array([-746.15572301, -504.59797467,  460.57757175])]","[array([ 0.04992945, -0.5750434 , -3.22959103,  0.63275997,  0.36888804,
        0.5798355 ])]"
