primitives,points,q_bp
moveabsj,"[array([1689.19827754, -791.24979853, 1268.8548844 ])]","[array([-0.80591265,  0.22099055,  0.48849503,  1.70532646,  1.46765963,
        2.30388463])]"
moveabsj,"[array([1731.03200137, -508.52226073, 1287.96156461])]","[array([-0.66527053,  0.16027001,  0.55851746,  1.72841875,  1.47850891,
        2.28955978])]"
moveabsj,"[array([1732.04161569, -481.3987235 , 1293.846563  ])]","[array([-0.65186821,  0.15343155,  0.5648147 ,  1.73275911,  1.4819793 ,
        2.2855416 ])]"
moveabsj,"[array([1732.09936585, -454.74551156, 1303.87708305])]","[array([-0.63876872,  0.14578459,  0.5704699 ,  1.73920521,  1.48781905,
        2.27898179])]"
moveabsj,"[array([1731.25098618, -428.46715972, 1317.77692954])]","[array([-0.62585091,  0.13725287,  0.57556718,  1.74767904,  1.49561109,
        2.27024099])]"
moveabsj,"[array([1729.77335974, -402.2922552 , 1334.97073431])]","[array([-0.6128329 ,  0.12826393,  0.58000337,  1.75809782,  1.50521966,
        2.25936489])]"
moveabsj,"[array([1727.85722701, -376.00199292, 1354.5881404 ])]","[array([-0.59949551,  0.11917449,  0.58379243,  1.77014432,  1.51625905,
        2.24674769])]"
moveabsj,"[array([1725.72057983, -349.34866045, 1375.33825734])]","[array([-0.58563547,  0.11036896,  0.58699536,  1.78313586,  1.52807392,
        2.23317065])]"
moveabsj,"[array([1723.43561322, -322.17983128, 1395.51021921])]","[array([-0.57119538,  0.10222519,  0.58997237,  1.79622509,  1.54000182,
        2.21937319])]"
moveabsj,"[array([1720.96269216, -294.53331335, 1413.45831264])]","[array([-0.55634634,  0.09473932,  0.59305999,  1.8080829 ,  1.55100189,
        2.20688119])]"
moveabsj,"[array([1718.06533542, -266.71926851, 1427.37939439])]","[array([-0.54147695,  0.08801375,  0.5970206 ,  1.81776141,  1.56052435,
        2.19635382])]"
moveabsj,"[array([1714.34271083, -239.13190461, 1435.82890841])]","[array([-0.52711997,  0.08162966,  0.60265467,  1.82412519,  1.56769983,
        2.18899776])]"
moveabsj,"[array([1709.33386142, -212.34046513, 1437.40527891])]","[array([-0.51391674,  0.07528135,  0.61080443,  1.82619616,  1.57195278,
        2.18566437])]"
moveabsj,"[array([1702.68539353, -186.8430791 , 1431.08773377])]","[array([-0.50248872,  0.06792024,  0.62195307,  1.82241603,  1.57145992,
        2.18899996])]"
moveabsj,"[array([1694.20778755, -163.0246542 , 1414.5919034 ])]","[array([-0.49322786,  0.06013026,  0.636832  ,  1.81180754,  1.56590191,
        2.19937816])]"
moveabsj,"[array([1684.38559756, -140.58091101, 1385.47682991])]","[array([-0.48582103,  0.05251029,  0.65551211,  1.79311753,  1.55343732,
        2.21863714])]"
moveabsj,"[array([1674.68691454, -118.06223037, 1342.82065798])]","[array([-0.47865787,  0.04626291,  0.67629857,  1.76575937,  1.53196509,
        2.24902374])]"
moveabsj,"[array([1667.1805871 ,  -93.10773853, 1289.40403123])]","[array([-0.46879674,  0.04351732,  0.69613961,  1.73254117,  1.50202012,
        2.28876835])]"
moveabsj,"[array([1663.02020515,  -64.48493931, 1234.94480749])]","[array([-0.4541793 ,  0.04461663,  0.71168939,  1.70020702,  1.46848674,
        2.33111305])]"
moveabsj,"[array([1660.26260386,  -33.91586987, 1191.4703135 ])]","[array([-0.43652611,  0.04683281,  0.72261608,  1.67553853,  1.44026264,
        2.36616821])]"
moveabsj,"[array([1655.01595146,   -4.3945654 , 1165.04611874])]","[array([-0.41973792,  0.04558686,  0.73163471,  1.65987426,  1.4230443 ,
        2.38897707])]"
moveabsj,"[array([1644.18251574,   21.35356091, 1157.52934575])]","[array([-0.40710022,  0.0370667 ,  0.74138097,  1.6520141 ,  1.41894795,
        2.39903074])]"
moveabsj,"[array([1626.792144  ,   41.03494714, 1169.20107422])]","[array([-0.40078004,  0.02328502,  0.75500534,  1.65728245,  1.43436558,
        2.38510364])]"
moveabsj,"[array([1604.59186036,   54.53517259, 1205.49363329])]","[array([-3.99801923e-01,  1.53500849e-03,  7.68680625e-01,  1.67521935e+00,
        1.46682399e+00,  2.35289599e+00])]"
moveabsj,"[array([1583.18169915,   65.54521203, 1266.83568431])]","[array([-0.3984426 , -0.02239266,  0.77812527,  1.71207161,  1.51465834,
        2.2992595 ])]"
moveabsj,"[array([1569.11762985,   80.4986661 , 1339.12407989])]","[array([-0.38873111, -0.0413731 ,  0.77849939,  1.76139039,  1.5627024 ,
        2.23999136])]"
moveabsj,"[array([1561.51331661,  101.33330215, 1394.7174372 ])]","[array([-0.37181348, -0.05270686,  0.77434353,  1.80221071,  1.59469465,
        2.19733547])]"
moveabsj,"[array([1551.55185492,  124.50108535, 1419.35241761])]","[array([-0.35580794, -0.06072488,  0.77764935,  1.82264445,  1.61196308,
        2.1753013 ])]"
moveabsj,"[array([1533.2798081 ,  144.53975483, 1408.69855768])]","[array([-0.34849589, -0.07328424,  0.79422057,  1.81322939,  1.61211726,
        2.18272844])]"
moveabsj,"[array([1509.75726943,  160.51278557, 1359.03700714])]","[array([-0.34944635, -0.08662982,  0.82301305,  1.77438393,  1.59293727,
        2.21984532])]"
moveabsj,"[array([1465.4076439 ,  200.86969882, 1185.45337419])]","[array([-0.34202453, -0.10400013,  0.88313315,  1.64665072,  1.48965996,
        2.37326316])]"
