primitives,points,q_bp
moveabsj,"[array([-922.69583853, -104.90453783,  500.37349582])]","[array([-0.39477734, -0.53372913, -3.18890517,  0.6478086 ,  0.51687954,
        0.53295446])]"
moveabsj,"[array([-903.13624687, -212.07566154,  525.92879157])]","[array([-0.28369973, -0.51112334, -3.15829558,  0.622417  ,  0.50202821,
        0.53234494])]"
moveabsj,"[array([-900.99990579, -222.44600858,  533.23976182])]","[array([-0.27241922, -0.50533964, -3.15227799,  0.61921105,  0.50261049,
        0.5330112 ])]"
moveabsj,"[array([-899.25339559, -232.8086615 ,  545.31421672])]","[array([-0.2607014 , -0.49632474, -3.14307991,  0.61554771,  0.50540949,
        0.53431712])]"
moveabsj,"[array([-897.61548688, -243.17129362,  562.09239658])]","[array([-0.24863208, -0.48402651, -3.13109444,  0.6115159 ,  0.51045948,
        0.53629939])]"
moveabsj,"[array([-895.88226274, -253.43455131,  583.33298111])]","[array([-0.23641967, -0.46886286, -3.11631271,  0.60734566,  0.51745073,
        0.53880043])]"
moveabsj,"[array([-893.71752165, -263.48339311,  608.3105623 ])]","[array([-0.22433292, -0.45143729, -3.09930962,  0.60313335,  0.52604402,
        0.54182708])]"
moveabsj,"[array([-890.85238115, -273.19808057,  635.7691772 ])]","[array([-0.21263475, -0.43274432, -3.08086041,  0.59907821,  0.53561735,
        0.54524583])]"
moveabsj,"[array([-887.12450832, -282.54116466,  663.94911303])]","[array([-0.20147138, -0.41401513, -3.0620867 ,  0.59535947,  0.54538427,
        0.54890637])]"
moveabsj,"[array([-882.58124418, -291.55294252,  690.59353543])]","[array([-0.19086749, -0.39672462, -3.04444866,  0.59204388,  0.55443762,
        0.55274608])]"
moveabsj,"[array([-877.48816107, -300.41122372,  713.34346408])]","[array([-0.18064578, -0.38229414, -3.02948777,  0.58933945,  0.56165446,
        0.55653247])]"
moveabsj,"[array([-872.2425918 , -309.41465217,  729.92711422])]","[array([-0.17047005, -0.37199408, -3.01874414,  0.58760135,  0.56570025,
        0.55989686])]"
moveabsj,"[array([-867.36381664, -318.89383889,  737.83245095])]","[array([-0.15994979, -0.36738467, -3.01389904,  0.5871304 ,  0.56529159,
        0.56262675])]"
moveabsj,"[array([-863.33166911, -329.13395454,  733.97155377])]","[array([-0.14877646, -0.37061483, -3.01716724,  0.58771982,  0.55961817,
        0.5652319 ])]"
moveabsj,"[array([-860.07773014, -340.29182041,  715.58613041])]","[array([-0.13692168, -0.38337015, -3.03070788,  0.59019193,  0.54682011,
        0.5671557 ])]"
moveabsj,"[array([-856.83737249, -352.22133538,  679.99455892])]","[array([-0.12480347, -0.40786774, -3.05650753,  0.5952036 ,  0.5253997 ,
        0.568239  ])]"
moveabsj,"[array([-851.69315518, -364.37201263,  626.22825038])]","[array([-0.1134035 , -0.44612948, -3.09526558,  0.60239833,  0.49502235,
        0.56951188])]"
moveabsj,"[array([-841.86528114, -376.21156188,  559.23689474])]","[array([-0.10348637, -0.49644999, -3.1435224 ,  0.61174728,  0.45665573,
        0.57088726])]"
moveabsj,"[array([-826.31270507, -387.45343767,  491.1520189 ])]","[array([-0.09499404, -0.55119719, -3.19261655,  0.62156153,  0.41512401,
        0.5719904 ])]"
moveabsj,"[array([-807.71943379, -398.06094313,  435.11447573])]","[array([-0.08702965, -0.59917655, -3.23336703,  0.62848264,  0.37836577,
        0.57294672])]"
moveabsj,"[array([-790.97393633, -408.09108318,  398.86497286])]","[array([-0.07843207, -0.63118465, -3.26002399,  0.63113444,  0.35303618,
        0.57311614])]"
moveabsj,"[array([-780.75976429, -417.46541368,  385.64004582])]","[array([-0.06850261, -0.64205404, -3.26892382,  0.6285356 ,  0.34418439,
        0.57278576])]"
moveabsj,"[array([-779.91500185, -425.99216945,  399.49922399])]","[array([-0.05722978, -0.62589941, -3.2570745 ,  0.62274052,  0.35382502,
        0.56893126])]"
moveabsj,"[array([-787.37046236, -434.11034808,  442.46833079])]","[array([-0.04443899, -0.58235755, -3.22298848,  0.61015838,  0.38422048,
        0.56396535])]"
moveabsj,"[array([-797.07782505, -442.99558   ,  514.13088285])]","[array([-0.02971483, -0.5155924 , -3.1668692 ,  0.5910866 ,  0.43005954,
        0.55625076])]"
moveabsj,"[array([-800.27716356, -453.60330979,  599.47604491])]","[array([-0.01309365, -0.44368646, -3.09909687,  0.56778892,  0.47866005,
        0.54855294])]"
moveabsj,"[array([-794.7303228 , -464.20343396,  671.97747671])]","[array([ 2.39563121e-03, -3.88074778e-01, -3.04083708e+00,  5.47734006e-01,
        5.13900687e-01,  5.44508633e-01])]"
moveabsj,"[array([-786.32519487, -473.97818709,  710.00883854])]","[array([ 0.01572588, -0.36077629, -3.01084619,  0.53820977,  0.52936115,
        0.54425598])]"
moveabsj,"[array([-781.15937195, -482.48265455,  700.46881414])]","[array([ 0.0259906 , -0.36865215, -3.02070667,  0.54241706,  0.5215515 ,
        0.5483714 ])]"
moveabsj,"[array([-777.47627089, -489.24383036,  643.79153251])]","[array([ 0.03267504, -0.41173063, -3.07184852,  0.56158947,  0.48836582,
        0.55709729])]"
moveabsj,"[array([-746.23700525, -503.73820262,  460.75373759])]","[array([ 0.04842452, -0.57483353, -3.2294216 ,  0.62993312,  0.36788169,
        0.58187296])]"
