breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1441.77707466, -525.88666426, 1075.64156893])]","[array([ 2.53416601, -0.44161868, -2.64055279,  0.57406947, -1.23925373,
       -2.7723775 ])]"
1665,moveabsj,"[array([1424.02954612, -520.72183468, 1065.92480617])]","[array([ 2.53185909, -0.43596729, -2.6517389 ,  0.5677815 , -1.25298237,
       -2.77518858])]"
3332,moveabsj,"[array([1406.30307986, -513.67010764, 1058.4676565 ])]","[array([ 2.52966678, -0.42986769, -2.66247925,  0.56374188, -1.26822102,
       -2.77730966])]"
4999,moveabsj,"[array([1388.82821402, -504.558206  , 1053.33320663])]","[array([ 2.52773107, -0.42334805, -2.67274462,  0.56208875, -1.28485271,
       -2.77868404])]"
6665,moveabsj,"[array([1371.87155046, -493.25824695, 1050.49102754])]","[array([ 2.52620816, -0.41647644, -2.68253229,  0.56293832, -1.30265244,
       -2.77924868])]"
8332,moveabsj,"[array([1355.67698182, -479.75165944, 1049.79159631])]","[array([ 2.52523999, -0.40934522, -2.69188191,  0.56630668, -1.32129353,
       -2.77896272])]"
9999,moveabsj,"[array([1340.43259922, -464.27226006, 1050.93514472])]","[array([ 2.52491316, -0.40206966, -2.70085909,  0.57197191, -1.34030534,
       -2.77785668])]"
11665,moveabsj,"[array([1326.10608987, -447.3718069 , 1053.45114172])]","[array([ 2.52519768, -0.39472493, -2.70958972,  0.57933022, -1.35919197,
       -2.77609581])]"
13332,moveabsj,"[array([1312.31067756, -429.88964322, 1056.76231566])]","[array([ 2.52590912, -0.38726621, -2.71827318,  0.58734442, -1.37760045,
       -2.77401549])]"
14999,moveabsj,"[array([1298.34597851, -412.92353174, 1060.29597639])]","[array([ 2.52671372, -0.37950308, -2.7271219 ,  0.59457379, -1.39535506,
       -2.77211928])]"
16665,moveabsj,"[array([1283.27485316, -397.65497492, 1063.61764879])]","[array([ 2.52718146, -0.37107631, -2.73633384,  0.59935122, -1.41250148,
       -2.77101787])]"
18332,moveabsj,"[array([1266.04641847, -385.25188436, 1066.48027721])]","[array([ 2.52684233, -0.36148809, -2.74607294,  0.5999293 , -1.42923023,
       -2.77136511])]"
19999,moveabsj,"[array([1245.66514808, -377.01711947, 1068.69602554])]","[array([ 2.52518914, -0.35023766, -2.75642461,  0.59447242, -1.44563222,
       -2.7738368 ])]"
21665,moveabsj,"[array([1221.22059456, -374.60085243, 1069.85371537])]","[array([ 2.52161769, -0.33697892, -2.76744171,  0.58096365, -1.4615056 ,
       -2.77913401])]"
23332,moveabsj,"[array([1191.94752442, -380.313753  , 1068.90904579])]","[array([ 2.51533544, -0.32177929, -2.77921044,  0.55708716, -1.47604423,
       -2.78797984])]"
24999,moveabsj,"[array([1157.64371707, -397.13600668, 1063.88784494])]","[array([ 2.50542588, -0.30555515, -2.79184861,  0.5206149 , -1.48732243,
       -2.80092446])]"
26665,moveabsj,"[array([1119.5238902 , -427.63069042, 1052.29423713])]","[array([ 2.49133991, -0.29041229, -2.80539871,  0.47091577, -1.49194609,
       -2.81779726])]"
28332,moveabsj,"[array([1081.21416358, -470.83470622, 1033.13192256])]","[array([ 2.47398826, -0.27916303, -2.81944811,  0.41193905, -1.48624189,
       -2.83685693])]"
29999,moveabsj,"[array([1047.28011321, -518.93941869, 1009.8714989 ])]","[array([ 2.45618733, -0.2729438 , -2.83292635,  0.3534613 , -1.4710583 ,
       -2.85486335])]"
31665,moveabsj,"[array([1018.84295907, -561.37221646,  989.12770127])]","[array([ 2.44023236, -0.26951714, -2.84481125,  0.3049981 , -1.4542536 ,
       -2.86922404])]"
33332,moveabsj,"[array([ 993.7913261 , -592.10525641,  975.82632399])]","[array([ 2.42606518, -0.26574616, -2.85451129,  0.27061259, -1.44454122,
       -2.87907188])]"
34999,moveabsj,"[array([ 970.14675562, -609.00437158,  972.14404259])]","[array([ 2.41275159, -0.25981676, -2.86156666,  0.2513614 , -1.4475426 ,
       -2.88424638])]"
36665,moveabsj,"[array([ 947.54217281, -609.59851591,  979.00059591])]","[array([ 2.40034854, -0.25110438, -2.86564478,  0.24878448, -1.46706023,
       -2.88442795])]"
38332,moveabsj,"[array([ 926.69548667, -590.18210161,  996.34315254])]","[array([ 2.39028296, -0.23976003, -2.86713453,  0.26507625, -1.50559697,
       -2.87922537])]"
39999,moveabsj,"[array([ 908.63778574, -549.6955982 , 1021.69513179])]","[array([ 2.38441526, -0.22733581, -2.86750583,  0.30035895, -1.56139648,
       -2.86885799])]"
41665,moveabsj,"[array([ 894.38546699, -498.9207813 , 1047.98477608])]","[array([ 2.38274374, -0.21702676, -2.86880196,  0.34583809, -1.62140843,
       -2.8556877 ])]"
43332,moveabsj,"[array([ 881.27543681, -458.51242865, 1067.48467573])]","[array([ 2.38118598, -0.20955691, -2.87220651,  0.38236274, -1.66869447,
       -2.8448692 ])]"
44999,moveabsj,"[array([ 862.84910407, -441.09302128, 1078.93406577])]","[array([ 2.37534509, -0.20073803, -2.8775759 ,  0.39325622, -1.69805126,
       -2.84152617])]"
46665,moveabsj,"[array([ 835.47543539, -451.42779901, 1083.93652689])]","[array([ 2.36363482, -0.18686641, -2.88401188,  0.36967715, -1.70803157,
       -2.84872723])]"
48332,moveabsj,"[array([ 802.04662225, -491.36715582, 1081.08403224])]","[array([ 2.34690075, -0.17032721, -2.89099953,  0.31238903, -1.69337661,
       -2.86615351])]"
49999,moveabsj,"[array([ 767.97153855, -555.11437698, 1069.73960505])]","[array([ 2.32814062, -0.15639094, -2.89943308,  0.23352681, -1.65266523,
       -2.88989932])]"
