breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 460.20907862, -507.11253554,  787.46360022])]","[array([-0.74180795, -0.44613892, -0.601642  , -1.53847006, -0.64365039,
       -1.08773063])]"
1666,movel_fit,"[array([ 459.59748308, -472.88109595,  787.41411809])]","[array([-0.70730942, -0.49050828, -0.62753814, -1.52397802, -0.64382656,
       -1.11575538])]"
3333,movel_fit,"[array([ 458.32756124, -438.64002972,  787.4449666 ])]","[array([-0.67548288, -0.5401853 , -0.65589401, -1.52747406, -0.64828534,
       -1.13076819])]"
4999,movel_fit,"[array([ 456.40049686, -404.45010802,  787.51725336])]","[array([-0.64595058, -0.59561816, -0.68697423, -1.54845337, -0.65540481,
       -1.13228844])]"
6666,movel_fit,"[array([ 453.8213847 , -370.28254315,  787.56694704])]","[array([-0.61834627, -0.65728851, -0.72111104, -1.58536938, -0.66508999,
       -1.12079842])]"
8333,movel_fit,"[array([ 450.61852691, -336.16746807,  787.50869791])]","[array([-0.59228418, -0.72526738, -0.75840925, -1.63525041, -0.67839198,
       -1.09794521])]"
9999,movel_fit,"[array([ 446.85850516, -302.13108665,  787.24725545])]","[array([-0.56695285, -0.79899177, -0.79856277, -1.69328154, -0.6965132 ,
       -1.06685771])]"
11666,movel_fit,"[array([ 442.65815075, -268.12941737,  786.69823289])]","[array([-0.54064237, -0.87709788, -0.84067973, -1.7530188 , -0.71967988,
       -1.03183326])]"
13333,movel_fit,"[array([ 438.22026599, -234.16344986,  785.82240257])]","[array([-0.51061275, -0.95693738, -0.88297588, -1.80694986, -0.74664014,
       -0.99757348])]"
14999,movel_fit,"[array([ 433.84936959, -200.21776053,  784.66781887])]","[array([-0.47331746, -1.034598  , -0.92287883, -1.84759416, -0.7753616 ,
       -0.96823728])]"
16666,movel_fit,"[array([ 429.95857484, -166.19711895,  783.40470676])]","[array([-0.42505275, -1.10497231, -0.95728965, -1.86830783, -0.80421559,
       -0.94719599])]"
18332,movel_fit,"[array([ 427.08884155, -132.09199885,  782.34103196])]","[array([-0.36321824, -1.16126891, -0.98256114, -1.86377134, -0.83253183,
       -0.93778618])]"
19999,movel_fit,"[array([425.85823975, -97.86782369, 781.86377477])]","[array([-0.28743583, -1.19527396, -0.99466417, -1.8311502 , -0.86062149,
       -0.94423521])]"
21666,movel_fit,"[array([426.87217401, -63.63632991, 782.28625611])]","[array([-0.20096665, -1.19780995, -0.98919615, -1.77177002, -0.88898046,
       -0.9724098 ])]"
23332,movel_fit,"[array([430.53223431, -29.62334624, 783.59973294])]","[array([-0.11095663, -1.16087133, -0.96214358, -1.69252731, -0.91779739,
       -1.02947218])]"
24999,movel_fit,"[array([436.85924203,   4.00291914, 785.28775386])]","[array([-0.02694936, -1.08036606, -0.91138773, -1.60487378, -0.94792404,
       -1.12214515])]"
26666,movel_fit,"[array([445.41155712,  37.15856035, 786.38697395])]","[array([ 0.04177335, -0.9592521 , -0.83946838, -1.52240318, -0.98275588,
       -1.25135931])]"
28332,movel_fit,"[array([455.33629462,  69.92389393, 785.85775126])]","[array([ 0.09136525, -0.81146366, -0.7570602 , -1.45878806, -1.02601058,
       -1.40341641])]"
29999,movel_fit,"[array([465.47694507, 102.52714315, 783.1391546 ])]","[array([ 0.12703053, -0.66260668, -0.68189905, -1.42446515, -1.07279573,
       -1.54870657])]"
31666,movel_fit,"[array([474.46027463, 135.28875532, 778.68985219])]","[array([ 0.15840305, -0.5392187 , -0.62779698, -1.42000423, -1.10978799,
       -1.65862767])]"
33332,movel_fit,"[array([480.76165802, 168.63523451, 774.24300177])]","[array([ 0.19297149, -0.45624579, -0.59634577, -1.43717757, -1.12778495,
       -1.72032091])]"
34999,movel_fit,"[array([482.7294258 , 202.73387155, 772.40379179])]","[array([ 0.23567255, -0.42042814, -0.5832464 , -1.46733965, -1.12499324,
       -1.72979007])]"
36665,movel_fit,"[array([479.13674019, 236.63711903, 774.82899734])]","[array([ 0.29117419, -0.43774153, -0.58819884, -1.50486178, -1.10306146,
       -1.67894808])]"
38332,movel_fit,"[array([470.21679535, 269.2782787 , 780.01351675])]","[array([ 0.36704056, -0.51108769, -0.61933873, -1.54717227, -1.06916276,
       -1.55158588])]"
39999,movel_fit,"[array([457.41752211, 300.73158589, 784.47377334])]","[array([ 0.47159043, -0.63140091, -0.68751524, -1.58462942, -1.05013683,
       -1.33894524])]"
41665,movel_fit,"[array([442.92426929, 331.71790908, 785.55766373])]","[array([ 0.59648021, -0.75782349, -0.78014808, -1.57347265, -1.07701814,
       -1.09684595])]"
43332,movel_fit,"[array([429.7660642 , 363.25095581, 783.25482109])]","[array([ 0.71462516, -0.83511845, -0.85490588, -1.49868023, -1.11602614,
       -0.91987631])]"
44999,movel_fit,"[array([422.14434521, 396.46254244, 780.63108866])]","[array([ 0.79907087, -0.83888941, -0.88044363, -1.43269823, -1.13477404,
       -0.83579856])]"
46665,movel_fit,"[array([424.47703952, 430.43942358, 781.53702036])]","[array([ 0.82686867, -0.76980358, -0.8435423 , -1.45007884, -1.13923773,
       -0.83721185])]"
48332,movel_fit,"[array([436.01973904, 462.49067243, 784.55590824])]","[array([ 0.7952516 , -0.64186451, -0.74887504, -1.55584688, -1.13398503,
       -0.93290622])]"
49999,movel_fit,"[array([451.90795188, 492.81300849, 784.66029114])]","[array([ 0.72761036, -0.46951499, -0.61916698, -1.68234711, -1.11559888,
       -1.12946657])]"
