breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1779.99292255,  -64.01967375, 1151.80748284])]","[array([-0.3581883 ,  0.11692019,  0.80991241,  2.16979255,  1.44532397,
       -3.05411137])]"
999,moveabsj,"[array([1777.5831678,  -47.3099375, 1153.7645411])]","[array([-0.34933596,  0.11311434,  0.81249049,  2.16967009,  1.44516755,
       -3.05708749])]"
1999,moveabsj,"[array([1774.8371598 ,  -31.01712255, 1157.24326876])]","[array([-0.34065001,  0.10893786,  0.81499049,  2.17022117,  1.44615869,
       -3.06067445])]"
2999,moveabsj,"[array([1771.77093502,  -15.17153808, 1162.20407391])]","[array([-0.33213849,  0.10441299,  0.81741074,  2.1714539 ,  1.44827914,
       -3.06487959])]"
3999,moveabsj,"[array([1.76840051e+03, 2.37723681e-01, 1.16860695e+03])]","[array([-0.32378445,  0.09956176,  0.81974529,  2.17337406,  1.45150215,
       -3.06971141])]"
4999,moveabsj,"[array([1764.74523529,   15.23560423, 1176.40447979])]","[array([-0.31556082,  0.09441331,  0.82198049,  2.1759832 ,  1.45579131,
       -3.07517265])]"
5999,moveabsj,"[array([1760.828232  ,   29.85904135, 1185.53257111])]","[array([-0.30743232,  0.08900639,  0.82409602,  2.17927424,  1.46109546,
       -3.08125593])]"
6999,moveabsj,"[array([1756.67596438,   44.15779746, 1195.9001281 ])]","[array([-0.29935637,  0.08339075,  0.82606762,  2.18322615,  1.46734292,
       -3.08793935])]"
7999,moveabsj,"[array([1752.31708405,   58.19454068, 1207.3785918 ])]","[array([-0.29128491,  0.07762734,  0.82787109,  2.18779799,  1.4744361 ,
       -3.09518178])]"
8999,moveabsj,"[array([1747.7804786 ,   72.04358747, 1219.79317852])]","[array([-0.28316752,  0.07178675,  0.82948772,  2.19292341,  1.4822474 ,
       -3.10291893])]"
9999,moveabsj,"[array([1743.0934278 ,   85.78531073, 1232.91549731])]","[array([-0.27495728,  0.06594646,  0.83091031,  2.19850541,  1.49061608,
       -3.11105931])]"
10999,moveabsj,"[array([1738.27846675,   99.50132987, 1246.46413622])]","[array([-0.26661611,  0.06018444,  0.83214982,  2.20441445,  1.49934961,
       -3.11948381])]"
11999,moveabsj,"[array([1733.35016286,  113.268332  , 1260.11269328])]","[array([-0.25812016,  0.05457097,  0.83324069,  2.21049008,  1.50822873,
       -3.12804818])]"
12999,moveabsj,"[array([1728.31391306,  127.14759689, 1273.50052355])]","[array([-0.24946676,  0.04916129,  0.83424351,  2.21654427,  1.51701259,
       -3.13658568])]"
13999,moveabsj,"[array([1723.16367635,  141.18170047, 1286.25405145])]","[array([-0.24067562,  0.04398673,  0.8352448 ,  2.22237021,  1.52544897,
       -3.14491497])]"
14999,moveabsj,"[array([1717.88314771,  155.38782229, 1298.00337078])]","[array([-0.23179103,  0.03905063,  0.83635282,  2.2277496 ,  1.53328017,
       -3.152845  ])]"
15999,moveabsj,"[array([1712.44463992,  169.76399849, 1308.40335406])]","[array([-0.22287536,  0.03432442,  0.83769169,  2.2324628 ,  1.54025174,
       -3.1601837 ])]"
16999,moveabsj,"[array([1706.81357621,  184.28624435, 1317.13589751])]","[array([-0.21400829,  0.02975232,  0.8393935 ,  2.23629065,  1.54610974,
       -3.16673676])]"
17999,moveabsj,"[array([1700.95055514,  198.91724045, 1323.90934288])]","[array([-0.20527954,  0.02525677,  0.84159168,  2.23901542,  1.55059861,
       -3.17230753])]"
18999,moveabsj,"[array([1694.8159458 ,  213.6127509 , 1328.44332928])]","[array([-0.19678364,  0.02074949,  0.84441517,  2.24041571,  1.5534525 ,
       -3.17669112])]"
19999,moveabsj,"[array([1688.37955869,  228.32185485, 1330.44503811])]","[array([-0.18861818,  0.01614945,  0.84798075,  2.24025918,  1.55438511,
       -3.17966529])]"
20999,moveabsj,"[array([1681.61665284,  243.02596336, 1329.58729653])]","[array([-0.18085945,  0.01139494,  0.85239185,  2.23829562,  1.55308318,
       -3.18098931])]"
21999,moveabsj,"[array([1674.52586483,  257.73613447, 1325.47885743])]","[array([-0.17355927,  0.00647538,  0.85772189,  2.23425072,  1.54919639,
       -3.18039352])]"
22999,moveabsj,"[array([1667.14000596,  272.52144476, 1317.66824816])]","[array([-1.66717828e-01,  1.46039245e-03,  8.63988817e-01,  2.22783751e+00,
        1.54234661e+00, -3.17758880e+00])]"
23999,moveabsj,"[array([1659.52984842,  287.55967703, 1305.67504246])]","[array([-0.16023831, -0.0034772 ,  0.87112117,  2.21877838,  1.5321428 ,
       -3.17228688])]"
24999,moveabsj,"[array([1651.82059675,  303.16005323, 1289.08829134])]","[array([-0.15388707, -0.00804005,  0.87889892,  2.20686271,  1.51822554,
       -3.16424421])]"
25999,moveabsj,"[array([1644.20851703,  319.75282499, 1267.76750686])]","[array([-0.14726531, -0.01181283,  0.88688568,  2.19205735,  1.50036875,
       -3.15335088])]"
26999,moveabsj,"[array([1636.95810771,  337.81121059, 1242.13122638])]","[array([-0.13983146, -0.01433335,  0.89440212,  2.17465662,  1.4786511 ,
       -3.13976188])]"
27999,moveabsj,"[array([1630.3560314 ,  357.65243163, 1213.45941523])]","[array([-0.1310397 , -0.01525699,  0.90061504,  2.15542775,  1.45370468,
       -3.12404647])]"
28999,moveabsj,"[array([1624.5815667 ,  379.20233787, 1183.92081682])]","[array([-0.12058615, -0.01458905,  0.90481926,  2.1355877 ,  1.42688198,
       -3.10722888])]"
29999,moveabsj,"[array([1619.55235793,  401.87007198, 1156.13547639])]","[array([-0.1086363 , -0.01282724,  0.90679988,  2.11654268,  1.40015939,
       -3.09063596])]"
30999,moveabsj,"[array([1614.8569077 ,  424.70984708, 1132.39205337])]","[array([-0.09581335, -0.01086028,  0.90701162,  2.0994893 ,  1.37567663,
       -3.0755812 ])]"
31999,moveabsj,"[array([1609.85078487,  446.66817767, 1114.15723919])]","[array([-0.08299149, -0.00969392,  0.90642909,  2.08522821,  1.3553012 ,
       -3.06316136])]"
32999,moveabsj,"[array([1603.80434856,  466.82348992, 1102.02263127])]","[array([-0.07102571, -0.01021508,  0.90623889,  2.07418331,  1.34038562,
       -3.05419692])]"
33999,moveabsj,"[array([1596.04516339,  484.38724125, 1096.10001864])]","[array([-0.06064875, -0.01312015,  0.90757719,  2.06662204,  1.3319016 ,
       -3.04935887])]"
34999,moveabsj,"[array([1586.11037502,  498.63029747, 1096.46966719])]","[array([-0.05246435, -0.01892023,  0.91132248,  2.0628559 ,  1.33062583,
       -3.04927598])]"
35999,moveabsj,"[array([1573.91136583,  508.9634952 , 1103.48430991])]","[array([-0.04686638, -0.02792217,  0.91785258,  2.06330758,  1.33713582,
       -3.05450163])]"
36999,moveabsj,"[array([1559.84930569,  515.13239861, 1117.87644776])]","[array([-0.04388505, -0.04015523,  0.9268142 ,  2.06848513,  1.35166389,
       -3.06540552])]"
37999,moveabsj,"[array([1544.73937416,  517.42595397, 1140.61315501])]","[array([-0.0430244 , -0.05529225,  0.93708348,  2.07891875,  1.37394888,
       -3.08212272])]"
38999,moveabsj,"[array([1529.701588  ,  516.76779407, 1172.29273014])]","[array([-0.04318823, -0.07244802,  0.94688633,  2.09498603,  1.40294583,
       -3.10444549])]"
39999,moveabsj,"[array([1516.01153005,  514.7776822 , 1211.89135447])]","[array([-0.04275178, -0.08992458,  0.95416499,  2.11636129,  1.43626155,
       -3.13140756])]"
40999,moveabsj,"[array([1504.6200057 ,  513.54340151, 1255.57843951])]","[array([-0.04009697, -0.10549209,  0.95754242,  2.141231  ,  1.47005882,
       -3.16079647])]"
