primitives,points,q_bp
moveabsj_fit,"[array([1091.26289798, -606.1026342 ,  994.26457262])]","[array([-0.64661731,  0.01159762,  0.35848836,  0.33909397,  1.61635305,
       -2.18545436])]"
movel_fit,"[array([1090.08348862, -496.46990262,  993.97408739])]","[array([-0.57940144, -0.03777083,  0.40921627,  0.35122671,  1.61488213,
       -2.18456896])]"
movel_fit,"[array([1089.91724086, -486.20000672,  993.94862993])]","[array([-0.57316783, -0.04275154,  0.41408289,  0.35291837,  1.61411008,
       -2.18501608])]"
movel_fit,"[array([1089.68462057, -475.92085677,  993.93989892])]","[array([-0.56719173, -0.04834777,  0.419406  ,  0.35506775,  1.6127093 ,
       -2.18619988])]"
movel_fit,"[array([1089.39250787, -465.64102899,  993.93928042])]","[array([-0.5614679 , -0.05456733,  0.42518479,  0.35766312,  1.61067981,
       -2.18811156])]"
movel_fit,"[array([1089.04168923, -455.37805225,  993.94583021])]","[array([-0.55599233, -0.06141799,  0.43141945,  0.36069464,  1.60802152,
       -2.19074359])]"
movel_fit,"[array([1088.63103574, -445.10093008,  993.95867802])]","[array([-0.55076223, -0.0689087 ,  0.43811228,  0.36415541,  1.60473351,
       -2.19409057])]"
movel_fit,"[array([1088.1617478 , -434.84278764,  993.97654159])]","[array([-0.5457744 , -0.07704466,  0.4452637 ,  0.36803801,  1.60081866,
       -2.19814329])]"
movel_fit,"[array([1087.632337  , -424.57081338,  993.99815366])]","[array([-0.54102638, -0.08583424,  0.45287789,  0.37233923,  1.59627766,
       -2.20289577])]"
movel_fit,"[array([1087.04459959, -414.31890661,  994.02190753])]","[array([-0.53651489, -0.0952799 ,  0.46095537,  0.37705413,  1.59111681,
       -2.20833553])]"
movel_fit,"[array([1086.39676096, -404.05417042,  994.04612623])]","[array([-0.53223805, -0.10538696,  0.46949998,  0.38218199,  1.58534005,
       -2.21445288])]"
movel_fit,"[array([1085.69116212, -393.81042366,  994.06901098])]","[array([-0.52819177, -0.11615378,  0.47851106,  0.38771961,  1.57895843,
       -2.2212293 ])]"
movel_fit,"[array([1084.92599382, -383.55445233,  994.08812   ])]","[array([-0.52437391, -0.12758021,  0.48799002,  0.39366748,  1.57198129,
       -2.22864781])]"
movel_fit,"[array([1084.10291984, -373.30298154,  994.10127435])]","[array([-0.52077939, -0.13965981,  0.49793425,  0.40002396,  1.56442458,
       -2.23668209])]"
movel_fit,"[array([1083.22419961, -363.0725163 ,  994.10603609])]","[array([-0.517402  , -0.15238138,  0.5083381 ,  0.40678667,  1.55630874,
       -2.24529889])]"
movel_fit,"[array([1082.28826366, -352.83080938,  994.09980345])]","[array([-0.51423646, -0.1657341 ,  0.51919684,  0.41395615,  1.54765349,
       -2.25446371])]"
movel_fit,"[array([1081.29955036, -342.61156997,  994.08002721])]","[array([-0.5112727 , -0.17969473,  0.53049642,  0.42152649,  1.53849008,
       -2.26412472])]"
movel_fit,"[array([1080.25635464, -332.38082369,  994.04436178])]","[array([-0.50850159, -0.19424473,  0.54222688,  0.42949726,  1.52884539,
       -2.27423161])]"
movel_fit,"[array([1079.1631441 , -322.15630546,  993.98928129])]","[array([-0.50590997, -0.20934893,  0.55436516,  0.43785902,  1.51875994,
       -2.28471238])]"
movel_fit,"[array([1078.02426886, -311.9536518 ,  993.91278715])]","[array([-0.50348128, -0.22497058,  0.56688691,  0.44660229,  1.50827569,
       -2.29548614])]"
movel_fit,"[array([1076.8391118 , -301.73855526,  993.81219214])]","[array([-0.50119947, -0.24107336,  0.57976788,  0.45571975,  1.49743269,
       -2.30646719])]"
movel_fit,"[array([1075.61383931, -291.53072749,  993.68549206])]","[array([-0.49904321, -0.25760392,  0.59296973,  0.46519351,  1.48628379,
       -2.31754442])]"
movel_fit,"[array([1074.3542535 , -281.34335001,  993.53153032])]","[array([-0.49698761, -0.27451046,  0.60645467,  0.47500648,  1.4748796 ,
       -2.32859716])]"
movel_fit,"[array([1073.06226163, -271.14199748,  993.3474923 ])]","[array([-0.49500871, -0.29173849,  0.62018201,  0.48514114,  1.46326954,
       -2.33949528])]"
movel_fit,"[array([1071.74585305, -260.94584032,  993.13323739])]","[array([-0.49307686, -0.30922076,  0.63409981,  0.49557035,  1.4515108 ,
       -2.35008389])]"
movel_fit,"[array([1070.41375044, -250.76765234,  992.88903265])]","[array([-0.49115953, -0.32689183,  0.64815635,  0.50626694,  1.43965629,
       -2.36019646])]"
movel_fit,"[array([1069.06943487, -240.5751439 ,  992.61480175])]","[array([-0.4892257 , -0.34468659,  0.66229922,  0.51720414,  1.42775364,
       -2.36965878])]"
movel_fit,"[array([1067.72521509, -230.39934113,  992.3131683 ])]","[array([-0.48723769, -0.36253155,  0.67646777,  0.52834635,  1.4158535 ,
       -2.37827223])]"
movel_fit,"[array([1066.3872991 , -220.20617582,  991.98515861])]","[array([-0.48516059, -0.38035772,  0.69060401,  0.53966056,  1.403997  ,
       -2.38583578])]"
movel_fit,"[array([1065.06803043, -210.01247784,  991.63522902])]","[array([-0.48295438, -0.39808991,  0.7046434 ,  0.55110549,  1.3922249 ,
       -2.39212899])]"
movel_fit,"[array([1063.78072412, -199.83142421,  991.26873397])]","[array([-0.48057692, -0.4156557 ,  0.71852222,  0.56263795,  1.38056987,
       -2.39692297])]"
movel_fit,"[array([1062.5334579 , -189.62691049,  990.89038518])]","[array([-0.47798681, -0.43298891,  0.73218056,  0.5742157 ,  1.36905294,
       -2.39998915])]"
movel_fit,"[array([1061.34370485, -179.43673954,  990.50886649])]","[array([-0.47513652, -0.45000731,  0.74554372,  0.58577746,  1.35769985,
       -2.40108026])]"
movel_fit,"[array([1060.22265333, -169.22006136,  990.1310257 ])]","[array([-0.47197717, -0.46664474,  0.7585484 ,  0.59726663,  1.34651726,
       -2.39995806])]"
movel_fit,"[array([1059.18869506, -159.01066812,  989.76755358])]","[array([-0.46845213, -0.4828193 ,  0.77111635,  0.60860365,  1.33551522,
       -2.39637265])]"
movel_fit,"[array([1058.25487973, -148.77551754,  989.42779889])]","[array([-0.4645016 , -0.49845107,  0.78316909,  0.61969903,  1.32469392,
       -2.39008635])]"
movel_fit,"[array([1057.43946398, -138.52794187,  989.1232387 ])]","[array([-0.46005504, -0.51344937,  0.794617  ,  0.63043906,  1.31405316,
       -2.38086051])]"
movel_fit,"[array([1056.76011948, -128.28632412,  988.86591602])]","[array([-0.4550344 , -0.52770924,  0.80535719,  0.64068257,  1.30359501,
       -2.36847139])]"
