breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 83.70186964, 514.29260813, 575.42584079])]","[array([-0.07539474, -0.31171397, -1.96622852, -2.9648537 ,  1.18406639,
       -1.09169609])]"
1145,movel_fit,"[array([ 84.64804588, 517.99317097, 583.16213436])]","[array([-0.07040881, -0.31964787, -1.9720011 , -2.96918523,  1.18947504,
       -1.09594664])]"
2267,movel_fit,"[array([ 84.23840872, 521.21400948, 592.01876324])]","[array([-0.06024361, -0.32857391, -1.98160398, -2.96684659,  1.20096351,
       -1.0975734 ])]"
3448,movel_fit,"[array([ 83.73574319, 526.12556571, 602.41170973])]","[array([-0.05121086, -0.33706633, -1.99013368, -2.96678565,  1.21186308,
       -1.10191597])]"
4656,movel_fit,"[array([ 82.2832764 , 531.76678938, 613.47678743])]","[array([-0.04148213, -0.34512616, -1.9987041 , -2.96676687,  1.22294903,
       -1.10716762])]"
5906,movel_fit,"[array([ 79.71268316, 538.15531855, 625.03000079])]","[array([-0.03127157, -0.35281877, -2.0067925 , -2.9671865 ,  1.2337685 ,
       -1.11353414])]"
7197,movel_fit,"[array([ 75.64125289, 544.78955218, 636.33048335])]","[array([-0.02010394, -0.36004049, -2.01434329, -2.9676432 ,  1.24390194,
       -1.12032618])]"
8523,movel_fit,"[array([ 69.98307124, 551.22838447, 646.51534334])]","[array([-0.00815075, -0.36660284, -2.02076366, -2.96832188,  1.25241154,
       -1.1271642 ])]"
9879,movel_fit,"[array([ 62.69563323, 557.09613134, 655.12232031])]","[array([ 0.00496592, -0.37246196, -2.02623586, -2.96847936,  1.25945652,
       -1.13340067])]"
11276,movel_fit,"[array([ 53.76355249, 562.36280209, 662.24579265])]","[array([ 0.01962717, -0.37774397, -2.03112303, -2.96735718,  1.26574472,
       -1.13878775])]"
12723,movel_fit,"[array([ 43.16501178, 567.01569159, 668.00080089])]","[array([ 0.03612983, -0.3825205 , -2.03573929, -2.96431391,  1.27191024,
       -1.1431472 ])]"
14233,movel_fit,"[array([ 30.87160524, 570.9820178 , 672.33004493])]","[array([ 0.05462659, -0.38678208, -2.0401565 , -2.95899399,  1.27818733,
       -1.14635735])]"
15812,movel_fit,"[array([ 16.90381944, 574.07795553, 674.99913271])]","[array([ 0.07517929, -0.39043129, -2.04432269, -2.95107033,  1.28461005,
       -1.14820567])]"
17469,movel_fit,"[array([  1.2646536 , 576.08431154, 675.72745155])]","[array([ 0.0978988 , -0.39333681, -2.0481649 , -2.94012473,  1.2912047 ,
       -1.14845086])]"
19209,movel_fit,"[array([-15.98961634, 576.64876421, 674.03081366])]","[array([ 0.12284699, -0.39527182, -2.0514688 , -2.92570199,  1.29779348,
       -1.14673989])]"
21031,movel_fit,"[array([-34.70558873, 575.26797756, 669.21840747])]","[array([ 0.15000264, -0.39589112, -2.05387229, -2.90730532,  1.30396544,
       -1.14261008])]"
22950,movel_fit,"[array([-54.95878829, 571.40087701, 660.67478049])]","[array([ 0.1797856 , -0.39479663, -2.05516183, -2.88380706,  1.30972395,
       -1.13551405])]"
24988,movel_fit,"[array([-77.0209332 , 564.29015449, 647.69723392])]","[array([ 0.21304267, -0.39139387, -2.05516462, -2.85328139,  1.31538146,
       -1.12467618])]"
27051,movel_fit,"[array([-99.79878815, 552.97804044, 629.5699685 ])]","[array([ 0.24862491, -0.3848617 , -2.05311565, -2.81579391,  1.31966427,
       -1.10968583])]"
28911,movel_fit,"[array([-120.55794735,  537.84449233,  607.72744362])]","[array([ 0.28244908, -0.37538893, -2.04846278, -2.77598555,  1.32048093,
       -1.09213506])]"
30521,movel_fit,"[array([-138.71391522,  520.1011357 ,  584.60425907])]","[array([ 0.31327703, -0.36412492, -2.04173412, -2.736529  ,  1.31842908,
       -1.07372402])]"
31920,movel_fit,"[array([-154.6233011 ,  500.47095225,  561.52663928])]","[array([ 0.34146558, -0.3517875 , -2.03368593, -2.69827546,  1.3142132 ,
       -1.0552611 ])]"
33163,movel_fit,"[array([-168.79240091,  479.23375035,  538.9752937 ])]","[array([ 0.36759547, -0.33877746, -2.02461999, -2.66147836,  1.30808448,
       -1.03710366])]"
34295,movel_fit,"[array([-181.6155889 ,  456.51428471,  517.20875681])]","[array([ 0.39224125, -0.32535242, -2.01476483, -2.62604592,  1.30031994,
       -1.01936956])]"
35354,movel_fit,"[array([-193.35183011,  432.32281058,  496.37577835])]","[array([ 0.41600569, -0.31166092, -2.00433462, -2.59158698,  1.29126957,
       -1.00197537])]"
36364,movel_fit,"[array([-204.02568083,  406.76116583,  476.68868779])]","[array([ 0.43931815, -0.29787909, -1.99358159, -2.55782125,  1.28133163,
       -0.98481617])]"
37349,movel_fit,"[array([-213.5785061 ,  379.80633446,  458.20962935])]","[array([ 0.46265071, -0.28408375, -1.9827039 , -2.52427927,  1.27079967,
       -0.96765995])]"
38327,movel_fit,"[array([-221.77955612,  351.48688018,  441.02105624])]","[array([ 0.48641607, -0.27038558, -1.97189952, -2.4905507 ,  1.25997311,
       -0.95022392])]"
