breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
5000,movel_fit,"[array([1110.17211525, -414.73677995, 1001.43899281])]","[array([-0.52388099, -0.05365866,  0.42148216, -2.76864735, -1.61968329,
        0.95072723])]"
10000,movel_fit,"[array([1141.3766259 , -321.479065  , 1031.80667943])]","[array([-0.4620634 , -0.08788646,  0.4258916 , -2.73231155, -1.61294324,
        0.93466212])]"
15000,movel_fit,"[array([1173.63757957, -225.83382943, 1069.20900979])]","[array([-0.39822165, -0.12491709,  0.42534452, -2.69393025, -1.59805202,
        0.91488334])]"
20000,movel_fit,"[array([1185.17633249, -129.93176872, 1088.49486713])]","[array([-0.33258593, -0.1491442 ,  0.43214066, -2.66794652, -1.5932743 ,
        0.90524252])]"
25000,movel_fit,"[array([1149.47277984,  -40.31950758, 1064.36949106])]","[array([-0.26841162, -0.14310048,  0.45951562, -2.66441469, -1.62860368,
        0.92286189])]"
30000,movel_fit,"[array([1060.4843939 ,   44.77560787,  976.39533295])]","[array([-0.19367438, -0.07625736,  0.51998734, -2.68764513, -1.7029621 ,
        0.97424603])]"
35000,movel_fit,"[array([1017.69119385,  140.38902145,  925.19486109])]","[array([-0.11253539, -0.01849206,  0.55303813, -2.67589431, -1.7307658 ,
        1.00179583])]"
40000,movel_fit,"[array([1034.41526571,  207.42780968, 1027.83651553])]","[array([-0.07404742, -0.13107411,  0.52449383, -2.63290143, -1.71329524,
        0.96405384])]"
45000,movel_fit,"[array([1093.34404724,  300.99398282, 1138.19914888])]","[array([-0.01758162, -0.22352806,  0.47368259, -2.57945806, -1.6323711 ,
        0.91157197])]"
50000,movel_fit,"[array([ 980.65487407,  362.3770615 , 1083.35085466])]","[array([ 0.04664587, -0.18007722,  0.52357665, -2.57965777, -1.73407578,
        0.95934453])]"
