timestamp, cmd_num, J1, J2, J3, J4, J5, J6
0, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.002, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.006, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.008, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.011, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.016, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.02, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.024, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.028, -1, 39.5884, 33.0783, 11.6506, 12.7091, 114.447, -48.3144
0.032, -1, 39.5884, 33.0782, 11.6506, 12.7091, 114.447, -48.3144
0.036, -1, 39.5883, 33.0782, 11.6506, 12.7091, 114.447, -48.3144
0.04, -1, 39.5881, 33.0782, 11.6506, 12.7091, 114.447, -48.3144
0.044, -1, 39.5875, 33.078, 11.6505, 12.7091, 114.447, -48.3144
0.048, -1, 39.5864, 33.0778, 11.6504, 12.7091, 114.447, -48.3145
0.052, -1, 39.5846, 33.0773, 11.6503, 12.709, 114.447, -48.3146
0.056, -1, 39.5822, 33.0766, 11.65, 12.709, 114.447, -48.315
0.06, -1, 39.5789, 33.0755, 11.6498, 12.709, 114.447, -48.3156
0.064, -1, 39.5747, 33.0741, 11.6495, 12.709, 114.447, -48.3167
0.068, -1, 39.5696, 33.0722, 11.6491, 12.709, 114.446, -48.3184
0.072, -1, 39.5634, 33.0697, 11.6489, 12.709, 114.445, -48.321
0.076, -1, 39.5558, 33.0666, 11.6486, 12.709, 114.444, -48.3249
0.08, -1, 39.5467, 33.0626, 11.6485, 12.709, 114.442, -48.3303
0.084, -1, 39.5357, 33.0577, 11.6486, 12.7091, 114.439, -48.3376
0.088, -1, 39.5226, 33.0516, 11.649, 12.7092, 114.435, -48.3473
0.092, -1, 39.5073, 33.0445, 11.6498, 12.7093, 114.43, -48.3599
0.096, -1, 39.4895, 33.036, 11.6511, 12.7095, 114.424, -48.3758
0.1, -1, 39.4692, 33.0261, 11.653, 12.7098, 114.416, -48.3956
0.104, -1, 39.446, 33.0147, 11.6556, 12.7102, 114.407, -48.4197
0.108, -1, 39.4198, 33.0017, 11.659, 12.7107, 114.395, -48.4485
0.112, -1, 39.3904, 32.9869, 11.6634, 12.7113, 114.382, -48.4826
0.116, -1, 39.3576, 32.9703, 11.6687, 12.7121, 114.366, -48.5223
0.12, -1, 39.3213, 32.9518, 11.6751, 12.7129, 114.348, -48.5678
0.124, -1, 39.2815, 32.9313, 11.6826, 12.7139, 114.328, -48.6195
0.128, -1, 39.2381, 32.9088, 11.6912, 12.7151, 114.305, -48.6776
0.131, -1, 39.1911, 32.8843, 11.7011, 12.7164, 114.279, -48.7421
0.136, -1, 39.1404, 32.8578, 11.7121, 12.7178, 114.251, -48.813
0.139, -1, 39.086, 32.8292, 11.7243, 12.7194, 114.221, -48.8904
0.144, -1, 39.028, 32.7986, 11.7376, 12.7211, 114.187, -48.974
0.148, -1, 38.9665, 32.7661, 11.7519, 12.723, 114.152, -49.0636
