average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
137.2931432167945,139.95220410019812,133.5540620252237,0.9966580131696535,0.11525758898255146,0.49959892244292214,0.0019032328848183353,0.11957749799917317,0.0005257051984557252,0.002628629570062108,0.0,0.0005781801228452642
