breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([2008.69091121, -297.74938948, 1077.61681733])]","[array([-0.11903762,  0.22381444,  0.77795279, -2.93516936,  1.16625339,
       -1.71109417])]"
999,moveabsj,"[array([1972.33776563,   91.62328215, 1155.09652205])]","[array([ 0.09551944,  0.15477018,  0.81544718, -2.87562958,  1.19554534,
       -1.71755856])]"
1999,moveabsj,"[array([1968.44482479,  108.64755426, 1159.32714959])]","[array([ 0.10551696,  0.15151827,  0.81726066, -2.87218537,  1.1980669 ,
       -1.71682057])]"
2999,moveabsj,"[array([1964.02695925,  125.31311616, 1164.3928221 ])]","[array([ 0.11569722,  0.14810833,  0.81920218, -2.86791966,  1.20172008,
       -1.71511759])]"
3999,moveabsj,"[array([1959.11266274,  141.60047432, 1170.28404585])]","[array([ 0.12606951,  0.14457464,  0.82123397, -2.8627983 ,  1.20650979,
       -1.71246163])]"
4999,moveabsj,"[array([1953.74933791,  157.52099141, 1177.00019147])]","[array([ 0.13663253,  0.1409153 ,  0.82329581, -2.85684979,  1.21231568,
       -1.70889499])]"
5999,moveabsj,"[array([1947.99229154,  173.07957592, 1184.51514669])]","[array([ 0.14739841,  0.13723818,  0.82532009, -2.8500709 ,  1.21922958,
       -1.70439696])]"
6999,moveabsj,"[array([1941.87026179,  188.29322524, 1192.83683233])]","[array([ 0.15834966,  0.13343877,  0.82725897, -2.84252545,  1.22693079,
       -1.69910589])]"
7999,moveabsj,"[array([1935.45409741,  203.18710393, 1201.92697504])]","[array([ 0.16948625,  0.12960621,  0.82903007, -2.83425786,  1.23541757,
       -1.69305549])]"
8999,moveabsj,"[array([1928.78626426,  217.79558044, 1211.65919329])]","[array([ 0.18083301,  0.12586147,  0.83059289, -2.82525967,  1.24473671,
       -1.68631868])]"
9999,moveabsj,"[array([1921.93917424,  232.17268902, 1221.9596594 ])]","[array([ 0.19234101,  0.12216891,  0.83188506, -2.81572003,  1.2545677 ,
       -1.67905663])]"
10999,moveabsj,"[array([1914.97422467,  246.38233097, 1232.67807882])]","[array([ 0.20397097,  0.11854341,  0.83287914, -2.80581722,  1.26467241,
       -1.67144171])]"
11999,moveabsj,"[array([1907.93119379,  260.48791072, 1243.64380893])]","[array([ 0.21567832,  0.11498069,  0.83358514, -2.79574295,  1.27481194,
       -1.66367034])]"
