breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 81.48718424, 482.6172805 , 484.39123356])]","[array([-0.20308966, -0.12595435, -2.05092948, -2.8612265 ,  1.05501157,
       -1.08917308])]"
1665,movel,"[array([ 83.75083302, 519.62272792, 587.27564034])]","[array([-0.06590574, -0.32657789, -1.9724597 , -2.9675853 ,  1.19636735,
       -1.09653904])]"
3332,movel,"[array([ 82.88538404, 525.93894768, 601.35275177])]","[array([-0.05249397, -0.33917904, -1.98519584, -2.96632259,  1.21206044,
       -1.10161656])]"
4999,movel,"[array([ 81.0291195 , 533.68052521, 616.70135085])]","[array([-0.03893999, -0.34953254, -1.99749099, -2.96677647,  1.22706072,
       -1.1089104 ])]"
6665,movel,"[array([ 76.89445135, 542.19196991, 631.95611587])]","[array([-0.0249071 , -0.35955288, -2.00703386, -2.96736617,  1.24157659,
       -1.11735859])]"
8332,movel,"[array([ 70.43432465, 550.38419531, 645.29359706])]","[array([-0.00999701, -0.36765064, -2.01608465, -2.96816708,  1.25285779,
       -1.12597694])]"
9999,movel,"[array([ 61.3903875 , 557.61506656, 655.86007364])]","[array([ 0.00611534, -0.37511609, -2.02280594, -2.96828909,  1.26150759,
       -1.13367226])]"
11665,movel,"[array([ 50.4249701 , 563.71852326, 664.04759592])]","[array([ 0.02389584, -0.3814035 , -2.02830965, -2.96653633,  1.26908702,
       -1.13980196])]"
13332,movel,"[array([ 37.82422932, 568.72814174, 670.04348358])]","[array([ 0.0434221 , -0.38631724, -2.03395397, -2.96223582,  1.27597391,
       -1.14432084])]"
14999,movel,"[array([ 23.71220133, 572.52712453, 673.80106022])]","[array([ 0.0645689 , -0.39029324, -2.03949865, -2.9553367 ,  1.28228894,
       -1.14712839])]"
16665,movel,"[array([  8.52367044, 575.16672781, 675.55125795])]","[array([ 0.0868493 , -0.39341755, -2.04405131, -2.94562994,  1.28883731,
       -1.14823925])]"
18332,movel,"[array([ -7.57310991, 576.41013911, 675.05880162])]","[array([ 0.11031407, -0.39551981, -2.04807261, -2.93322426,  1.29510156,
       -1.14751253])]"
19999,movel,"[array([-24.36240711, 576.07677644, 672.08102425])]","[array([ 0.13473953, -0.39654257, -2.05128079, -2.91805058,  1.30084994,
       -1.14486036])]"
21665,movel,"[array([-41.61189232, 573.99499749, 666.45562484])]","[array([ 0.16000894, -0.39624427, -2.05360203, -2.89990057,  1.30596754,
       -1.14018021])]"
23332,movel,"[array([-59.35685335, 570.03528687, 658.2821203 ])]","[array([ 0.18619843, -0.39505422, -2.05390882, -2.87828709,  1.31120895,
       -1.13325245])]"
24999,movel,"[array([-77.39229778, 563.87069999, 647.23633912])]","[array([ 0.21365336, -0.39178026, -2.05414166, -2.85278752,  1.31559637,
       -1.12402401])]"
26665,movel,"[array([-95.5737264 , 554.94447569, 632.77091326])]","[array([ 0.24248336, -0.38582136, -2.05429756, -2.82312431,  1.31830851,
       -1.11227481])]"
28332,movel,"[array([-114.12669371,  542.59963016,  614.54132852])]","[array([ 0.27237396, -0.37829325, -2.05054168, -2.78886879,  1.31996345,
       -1.09747564])]"
29999,movel,"[array([-132.68643476,  525.88105601,  592.03682449])]","[array([ 0.30386639, -0.36713328, -2.04546485, -2.74985422,  1.31847111,
       -1.0796157 ])]"
31665,movel,"[array([-151.63797352,  503.9354143 ,  565.58624359])]","[array([ 0.33690313, -0.35357979, -2.03607034, -2.70560227,  1.31451083,
       -1.05842675])]"
33332,movel,"[array([-170.49585263,  475.68765097,  535.52670276])]","[array([ 0.37192216, -0.33587176, -2.02461619, -2.65652056,  1.30622891,
       -1.03431148])]"
34999,movel,"[array([-189.26901932,  440.44479552,  503.26614701])]","[array([ 0.40861642, -0.31578601, -2.00863803, -2.60358588,  1.29402959,
       -1.00758878])]"
36665,movel,"[array([-206.84826404,  398.47751422,  470.90142194])]","[array([ 0.44704859, -0.29324875, -1.9909326 , -2.5480225 ,  1.27780543,
       -0.97935698])]"
38332,movel,"[array([-221.60950795,  351.13696441,  440.92653194])]","[array([ 0.48723331, -0.27005718, -1.97243285, -2.49082781,  1.25959976,
       -0.94989383])]"
39999,movel,"[array([-231.13754001,  300.91445202,  415.24432388])]","[array([ 0.52912294, -0.24788649, -1.95502361, -2.43245841,  1.24184058,
       -0.91896175])]"
41665,movel,"[array([-233.22449824,  250.74738198,  394.58413232])]","[array([ 0.57275153, -0.22816416, -1.94048718, -2.37361341,  1.22600499,
       -0.88618623])]"
43332,movel,"[array([-227.55998012,  203.3406615 ,  378.57687284])]","[array([ 0.61732915, -0.211738  , -1.92957321, -2.31582766,  1.21173337,
       -0.85260867])]"
44999,movel,"[array([-214.48998288,  160.79984331,  366.68280335])]","[array([ 0.66203745, -0.20008516, -1.92141086, -2.25933415,  1.19945233,
       -0.81819535])]"
46665,movel,"[array([-194.8456864 ,  124.69157965,  358.28769113])]","[array([ 0.70651958, -0.19365302, -1.91658463, -2.20448385,  1.18878007,
       -0.78337341])]"
48332,movel,"[array([-170.90796042,   95.25402941,  352.64263447])]","[array([ 0.75012918, -0.19180314, -1.91516215, -2.1522116 ,  1.17836918,
       -0.7499386 ])]"
49999,movel,"[array([-70.84876749,  -8.69489085, 345.64759034])]","[array([ 0.93614301, -0.27033645, -1.81047429, -2.00182476,  1.1211954 ,
       -0.6093057 ])]"
