breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1461.98404835,  594.64662376, 1452.06064803])]","[array([ 0.01303207,  0.20230167,  0.0208132 , -2.06258394, -1.70429995,
        2.41250357])]"
1000,movel_fit,"[array([1474.27222902,  565.54887582, 1442.73178379])]","[array([-2.11323391e-03,  2.06642930e-01,  1.41055304e-02, -2.08091640e+00,
       -1.70414924e+00,  2.40724208e+00])]"
2000,movel_fit,"[array([1484.88173449,  535.10203297, 1434.69501807])]","[array([-0.0188042 ,  0.20701403,  0.01178361, -2.09673533, -1.70095745,
        2.40166337])]"
3000,movel_fit,"[array([1494.89178516,  503.59612566, 1427.28740075])]","[array([-0.03579751,  0.20693295,  0.00906184, -2.11318661, -1.6977525 ,
        2.39585837])]"
4000,movel_fit,"[array([1504.24970724,  471.3485749 , 1420.1776635 ])]","[array([-0.05282929,  0.20686519,  0.00579591, -2.13033441, -1.6949029 ,
        2.3899712 ])]"
5000,movel_fit,"[array([1512.70381897,  438.60874158, 1413.22176272])]","[array([-0.06985994,  0.20663115,  0.00257169, -2.14779449, -1.69227252,
        2.38407974])]"
6000,movel_fit,"[array([1520.07094675,  405.65102582, 1406.2553068 ])]","[array([-8.67988911e-02,  2.06206178e-01, -2.56400213e-04, -2.16532582e+00,
       -1.68985781e+00,  2.37826032e+00])]"
7000,movel_fit,"[array([1526.22462584,  372.80264694, 1399.06977189])]","[array([-0.10349878,  0.20571438, -0.00249677, -2.18277077, -1.68777525,
        2.37260971])]"
8000,movel_fit,"[array([1531.05721025,  340.37328989, 1391.5018396 ])]","[array([-0.11983456,  0.20523971, -0.00397088, -2.19997595, -1.68611779,
        2.36720831])]"
9000,movel_fit,"[array([1534.4812183 ,  308.57499504, 1383.50290104])]","[array([-0.13575543,  0.20473522, -0.00449899, -2.21680514, -1.68488231,
        2.36208269])]"
10000,movel_fit,"[array([1536.4472619 ,  277.50001077, 1375.13141634])]","[array([-0.15128057,  0.20405941, -0.0039518 , -2.23317833, -1.68398858,
        2.35720396])]"
11000,movel_fit,"[array([1536.95167855,  247.15524515, 1366.49564946])]","[array([-1.66463296e-01,  2.03061197e-01, -2.28341215e-03, -2.24908222e+00,
       -1.68333748e+00,  2.35251501e+00])]"
12000,movel_fit,"[array([1536.02957632,  217.51254026, 1357.69880047])]","[array([-1.81357713e-01,  2.01641001e-01,  4.75631530e-04, -2.26454978e+00,
       -1.68285637e+00,  2.34796102e+00])]"
13000,movel_fit,"[array([1533.74209418,  188.53969699, 1348.81541145])]","[array([-0.19600562,  0.19976332,  0.00424695, -2.27963202, -1.68251013,
        2.34350443])]"
14000,movel_fit,"[array([1530.16640964,  160.20396128, 1339.89574486])]","[array([-0.21044134,  0.19743568,  0.00893152, -2.29438008, -1.68228539,
        2.33912304])]"
15000,movel_fit,"[array([1525.39132459,  132.46204418, 1330.97850421])]","[array([-0.22470182,  0.19468306,  0.01442494, -2.30883963, -1.68216876,
        2.33480116])]"
16000,movel_fit,"[array([1519.51655696,  105.2551898 , 1322.09632347])]","[array([-0.23883089,  0.19153724,  0.02062204, -2.32304978, -1.68213571,
        2.33052473])]"
17000,movel_fit,"[array([1512.65269751,   78.51651356, 1313.27211584])]","[array([-0.25287518,  0.18804147,  0.02741699, -2.33704002, -1.68215294,
        2.32628326])]"
18000,movel_fit,"[array([1504.92044479,   52.18344037, 1304.51400678])]","[array([-0.26687726,  0.18425837,  0.03470349, -2.35082529, -1.68218541,
        2.32207434])]"
