breakpoints,primitives,points,q_bp
0,movej_fit,"[array([-651.47959629,  957.54356834,  535.61581797])]","[array([-1.54831164, -0.89556949, -0.336286  , -1.34659512, -1.60879364,
        4.01593989])]"
1000,movej_fit,"[array([-639.23850738,  955.34962327,  523.02279089])]","[array([-1.55789333, -0.89274348, -0.34148927, -1.35111264, -1.61121226,
        3.99936644])]"
2000,movej_fit,"[array([-625.69439941,  948.04448562,  502.84362046])]","[array([-1.56191306, -0.88887122, -0.34828673, -1.35032862, -1.60242166,
        3.9803343 ])]"
3000,movej_fit,"[array([-610.6586987,  940.7692879,  482.5470625])]","[array([-1.56653931, -0.88492927, -0.35514206, -1.35014246, -1.59325062,
        3.96074852])]"
4000,movej_fit,"[array([-594.33186216,  934.11685935,  463.26197882])]","[array([-1.57233636, -0.88090231, -0.3617954 , -1.3512274 , -1.58481325,
        3.94105203])]"
5000,movej_fit,"[array([-576.88486308,  927.72452875,  444.72930484])]","[array([-1.57874835, -0.87664984, -0.36828535, -1.35314678, -1.57632334,
        3.92130879])]"
6000,movej_fit,"[array([-558.50418621,  921.46716306,  427.00842434])]","[array([-1.58547969, -0.87207736, -0.37458009, -1.35570076, -1.56748877,
        3.90166696])]"
7000,movej_fit,"[array([-539.43129156,  915.47037552,  410.48045609])]","[array([-1.59247655, -0.86710866, -0.38056212, -1.3589244 , -1.55846028,
        3.88238279])]"
8000,movej_fit,"[array([-519.90704072,  909.83534925,  395.42977451])]","[array([-1.59964212, -0.8616709 , -0.38612705, -1.36278732, -1.54931329,
        3.86368363])]"
9000,movej_fit,"[array([-500.10689159,  904.48509386,  381.82739913])]","[array([-1.60672232, -0.85571393, -0.39125169, -1.36705434, -1.53983488,
        3.84567214])]"
10000,movej_fit,"[array([-480.13195819,  899.19875283,  369.40404075])]","[array([-1.6133754 , -0.84922891, -0.39599064, -1.37135028, -1.52964272,
        3.82833318])]"
11000,movej_fit,"[array([-460.04721328,  893.735182  ,  357.84568006])]","[array([-1.61929422, -0.84224677, -0.40042992, -1.37530049, -1.51840313,
        3.81160149])]"
12000,movej_fit,"[array([-439.92511361,  887.93370277,  346.94153918])]","[array([-1.62427972, -0.83482217, -0.40464198, -1.3786293 , -1.50596516,
        3.79542522])]"
