breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 240.78655965, -373.07558232, -339.34674333])]","[array([-2.02415377,  2.06403423, -2.06452361, -0.69456778, -1.23164509,
        1.80061746])]"
1266,moveabsj_fit,"[array([ 230.3087836 , -387.78129612, -342.83185636])]","[array([-2.03504729,  2.055529  , -2.07081514, -0.69591216, -1.23416818,
        1.7949179 ])]"
2523,moveabsj_fit,"[array([ 216.62855559, -407.27014649, -345.81616981])]","[array([-2.04437429,  2.04215023, -2.08196088, -0.69353008, -1.24269217,
        1.7912843 ])]"
3787,moveabsj_fit,"[array([ 201.83579128, -427.37367788, -348.88741524])]","[array([-2.05558997,  2.02937397, -2.09270643, -0.69202016, -1.25034957,
        1.78622538])]"
5077,moveabsj_fit,"[array([ 185.90398288, -448.08877406, -351.55547094])]","[array([-2.0687563 ,  2.01688341, -2.10321972, -0.69076671, -1.25729952,
        1.78026615])]"
6413,moveabsj_fit,"[array([ 168.7934894 , -469.46511944, -353.31767507])]","[array([-2.0839435 ,  2.00430498, -2.11372186, -0.68908526, -1.26375308,
        1.77393579])]"
7817,moveabsj_fit,"[array([ 150.83058464, -491.05180748, -353.58558568])]","[array([-2.10150532,  1.99167453, -2.12398738, -0.68638143, -1.26935669,
        1.76773494])]"
9317,moveabsj_fit,"[array([ 132.24310008, -512.67851256, -351.71080939])]","[array([-2.12169492,  1.978705  , -2.13408338, -0.68174333, -1.27410829,
        1.76232239])]"
10952,moveabsj_fit,"[array([ 112.7425002 , -534.91345056, -347.04420159])]","[array([-2.14462397,  1.96452354, -2.14467436, -0.67399567, -1.27869943,
        1.75833479])]"
12781,moveabsj_fit,"[array([  91.64061396, -558.71010543, -338.76370905])]","[array([-2.17063713,  1.94796239, -2.156685  , -0.66176699, -1.28403812,
        1.75631689])]"
14919,moveabsj_fit,"[array([  68.0726077 , -585.10867005, -325.27993973])]","[array([-2.20097251,  1.92754589, -2.17109171, -0.64284283, -1.29081401,
        1.75707059])]"
17662,moveabsj_fit,"[array([  40.43761836, -616.18547055, -302.37877816])]","[array([-2.23917003,  1.89994367, -2.18983985, -0.61148804, -1.29998961,
        1.76270062])]"
21444,moveabsj_fit,"[array([  10.35358765, -652.21334995, -260.85462589])]","[array([-2.2892974 ,  1.85997757, -2.21507699, -0.55464288, -1.31192501,
        1.77910583])]"
