breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1686.62998915, -794.70932943, 1276.68750489])]","[array([-0.80829838,  0.21909204,  0.48763447,  1.70912215,  1.47164632,
        2.29907563])]"
999,moveabsj,"[array([1730.3379148 , -519.50433741, 1286.7048123 ])]","[array([-0.67073031,  0.16283892,  0.5558971 ,  1.72735741,  1.47788561,
        2.29022865])]"
1999,moveabsj,"[array([1731.36007989, -503.03911479, 1288.75467338])]","[array([-0.66253655,  0.15909559,  0.55981067,  1.72918884,  1.47912779,
        2.288781  ])]"
2999,moveabsj,"[array([1731.96504189, -486.77167257, 1292.34110491])]","[array([-0.65450131,  0.15497022,  0.56355302,  1.73176849,  1.4812077 ,
        2.28643282])]"
3999,moveabsj,"[array([1732.20076464, -470.67824311, 1297.4056392 ])]","[array([-0.64658745,  0.15051484,  0.56710999,  1.7351084 ,  1.48410878,
        2.28316871])]"
4999,moveabsj,"[array([1732.08416436, -454.75116015, 1303.90069187])]","[array([-0.63877554,  0.14575112,  0.57048125,  1.73920879,  1.48780242,
        2.27900775])]"
5999,moveabsj,"[array([1731.69803918, -438.93244693, 1311.81819842])]","[array([-0.63100014,  0.14072215,  0.57356976,  1.74402092,  1.49222974,
        2.2740746 ])]"
6999,moveabsj,"[array([1731.01013447, -423.2220348 , 1320.9577612 ])]","[array([-0.62325397,  0.13548845,  0.57650876,  1.74961256,  1.49738515,
        2.26822366])]"
7999,moveabsj,"[array([1730.11273769, -407.52915263, 1331.25927641])]","[array([-0.61545005,  0.13011909,  0.57920695,  1.75592131,  1.50320084,
        2.26159193])]"
8999,moveabsj,"[array([1729.06371838, -391.80566373, 1342.55508394])]","[array([-0.60754181,  0.12464462,  0.58160328,  1.76276765,  1.50949087,
        2.25445447])]"
9999,moveabsj,"[array([1727.8819082 , -376.00053895, 1354.56407931])]","[array([-0.59948382,  0.11919696,  0.58378959,  1.77015849,  1.51624507,
        2.2467285 ])]"
10999,moveabsj,"[array([1726.61457798, -360.06355629, 1366.95602398])]","[array([-0.59123747,  0.11386093,  0.58578579,  1.77790146,  1.52328682,
        2.23861868])]"
11999,moveabsj,"[array([1725.27672564, -343.95127419, 1379.41708401])]","[array([-0.58278086,  0.10870638,  0.58765298,  1.78583926,  1.53049094,
        2.23028841])]"
12999,moveabsj,"[array([1723.91326743, -327.65233368, 1391.58762893])]","[array([-0.57412057,  0.10376988,  0.58938355,  1.79363764,  1.53758795,
        2.22213938])]"
13999,moveabsj,"[array([1722.47824847, -311.17050918, 1403.04303436])]","[array([-0.56529022,  0.09911281,  0.59116901,  1.80115297,  1.54448753,
        2.21422749])]"
14999,moveabsj,"[array([1720.95027908, -294.55356251, 1413.40188091])]","[array([-0.55635646,  0.0947445 ,  0.59311531,  1.80811235,  1.55099596,
        2.20682453])]"
15999,moveabsj,"[array([1719.27398784, -277.85488983, 1422.31670732])]","[array([-0.54740356,  0.09062988,  0.59536841,  1.81426666,  1.55693862,
        2.20017521])]"
16999,moveabsj,"[array([1717.36739738, -261.18274611, 1429.4621047 ])]","[array([-0.53855893,  0.08670235,  0.59808723,  1.81935946,  1.5621416 ,
        2.19453673])]"
17999,moveabsj,"[array([1715.16159947, -244.61319691, 1434.57164916])]","[array([-0.52992936,  0.08287981,  0.60140772,  1.82315241,  1.56643574,
        2.19016941])]"
18999,moveabsj,"[array([1712.51084603, -228.28445282, 1437.35774192])]","[array([-0.52167922,  0.07899058,  0.60555891,  1.82540577,  1.56960364,
        2.18736481])]"
19999,moveabsj,"[array([1709.33134914, -212.3367272 , 1437.48801969])]","[array([-0.51393612,  0.07507002,  0.6107467 ,  1.8260228 ,  1.57164856,
        2.18610036])]"
