breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 120.76253608, 1188.01923057, 2153.71321896])]","[array([ 1.02783734, -0.44263511,  0.67523748,  2.21442316,  1.60904403,
        1.27873576])]"
1665,moveabsj,"[array([ 149.07663041, 1224.91159289, 2133.03607723])]","[array([ 1.02393717, -0.41840672,  0.67596128,  2.21714088,  1.59371782,
        1.28138909])]"
3332,moveabsj,"[array([ 173.34070413, 1261.54547975, 2106.93543231])]","[array([ 1.02633155, -0.3952981 ,  0.68351196,  2.22713977,  1.57929925,
        1.28714266])]"
4999,moveabsj,"[array([ 194.97547346, 1298.66401984, 2077.15220673])]","[array([ 1.02950939, -0.37264653,  0.69148441,  2.23402319,  1.56309401,
        1.29395067])]"
6665,moveabsj,"[array([ 213.93127605, 1336.03083759, 2045.11271411])]","[array([ 1.03377878, -0.34957646,  0.69877403,  2.23894356,  1.54624714,
        1.3006751 ])]"
8332,moveabsj,"[array([ 230.60997205, 1373.71681168, 2012.47904443])]","[array([ 1.03864611, -0.3251978 ,  0.70347668,  2.24152949,  1.52933174,
        1.30608792])]"
9999,moveabsj,"[array([ 245.19442918, 1411.4533576 , 1980.18041608])]","[array([ 1.04415908, -0.29934803,  0.70528687,  2.24270533,  1.51301339,
        1.30976432])]"
11665,moveabsj,"[array([ 257.69271145, 1448.65800709, 1948.08796562])]","[array([ 1.05069458, -0.27258311,  0.70554077,  2.24434535,  1.49787126,
        1.31211992])]"
13332,moveabsj,"[array([ 268.28550252, 1484.91782697, 1915.87602333])]","[array([ 1.05829144, -0.24538754,  0.70533756,  2.24756868,  1.48416796,
        1.31355873])]"
14999,moveabsj,"[array([ 277.30619419, 1519.96122744, 1883.54203283])]","[array([ 1.0666675 , -0.21802212,  0.70505203,  2.25264116,  1.47201983,
        1.3141877 ])]"
16665,moveabsj,"[array([ 285.13957911, 1553.58558958, 1851.17314065])]","[array([ 1.07550535, -0.19064412,  0.70484811,  2.2596225 ,  1.46152222,
        1.31400974])]"
18332,moveabsj,"[array([ 292.19226356, 1585.67592238, 1818.86170028])]","[array([ 1.08452467, -0.1633063 ,  0.70479056,  2.26852283,  1.45277544,
        1.31296161])]"
19999,moveabsj,"[array([ 298.8559066 , 1616.10258747, 1786.88542402])]","[array([ 1.09343596, -0.13604136,  0.70477366,  2.27922177,  1.4459282 ,
        1.31088351])]"
21665,moveabsj,"[array([ 305.4922131 , 1644.67510023, 1755.46591088])]","[array([ 1.10203918, -0.10892853,  0.7048665 ,  2.29180329,  1.44122012,
        1.30764543])]"
23332,moveabsj,"[array([ 312.4719562 , 1671.07104691, 1724.57360004])]","[array([ 1.1102677 , -0.08212107,  0.70557244,  2.30684406,  1.43905108,
        1.30320984])]"
24999,moveabsj,"[array([ 320.21045613, 1694.84874114, 1694.33615885])]","[array([ 1.11802342, -0.05580534,  0.70735652,  2.32493232,  1.43994854,
        1.29745828])]"
26665,moveabsj,"[array([ 329.13786681, 1715.72452422, 1665.33691259])]","[array([ 1.12509238, -0.03000469,  0.71005738,  2.34608275,  1.4444191 ,
        1.29001777])]"
28332,moveabsj,"[array([ 339.63611496, 1733.532998  , 1638.34130237])]","[array([ 1.13126985, -0.00464532,  0.71324222,  2.37007443,  1.45298207,
        1.28040776])]"
29999,moveabsj,"[array([ 352.04748297, 1747.86637164, 1613.90931901])]","[array([1.1364808 , 0.02016396, 0.71695645, 2.39713976, 1.46630775,
       1.2683295 ])]"
31665,moveabsj,"[array([ 366.70727947, 1758.20781996, 1592.38227561])]","[array([1.14074343, 0.0442524 , 0.7214974 , 2.42775475, 1.48507121,
       1.25366147])]"
33332,moveabsj,"[array([ 383.80109866, 1764.39484872, 1574.09960254])]","[array([1.14408569, 0.06761501, 0.72666435, 2.46180798, 1.50949082,
       1.23640324])]"
34999,moveabsj,"[array([ 403.24242034, 1766.63436831, 1558.99671994])]","[array([1.14662692, 0.09028125, 0.7321057 , 2.49877205, 1.53904525,
       1.21700547])]"
36665,moveabsj,"[array([ 424.87813488, 1765.23177648, 1545.92285721])]","[array([1.14867393, 0.11225409, 0.73814022, 2.53863621, 1.57268389,
       1.19656625])]"
38332,moveabsj,"[array([ 448.66253885, 1760.5139925 , 1532.79915455])]","[array([1.15061846, 0.13359531, 0.74566113, 2.58196063, 1.60905757,
       1.17658941])]"
39999,moveabsj,"[array([ 474.75310685, 1752.64382141, 1517.15515188])]","[array([1.1527871 , 0.15436554, 0.75588661, 2.62969117, 1.64676444,
       1.1587078 ])]"
41665,moveabsj,"[array([ 503.26454619, 1742.15515378, 1497.08248454])]","[array([1.15526168, 0.17480206, 0.76918224, 2.68197433, 1.68401851,
       1.14423437])]"
43332,moveabsj,"[array([ 533.479436  , 1730.96930914, 1472.29677047])]","[array([1.157856  , 0.19546227, 0.78372916, 2.73647404, 1.71804921,
       1.13369541])]"
44999,moveabsj,"[array([ 565.10024528, 1720.25024805, 1442.6621444 ])]","[array([1.16038892, 0.21673935, 0.79843141, 2.79203577, 1.74716392,
       1.12734556])]"
46665,moveabsj,"[array([ 597.82106621, 1711.16765301, 1408.40118099])]","[array([1.16269983, 0.23895196, 0.81209487, 2.84750347, 1.76984761,
       1.12527341])]"
48332,moveabsj,"[array([ 630.43669796, 1705.44704432, 1370.9699503 ])]","[array([1.16479858, 0.26229015, 0.82271644, 2.90049768, 1.78482688,
       1.12689493])]"
49999,moveabsj,"[array([ 659.4802668 , 1706.2756779 , 1332.86053389])]","[array([1.16720914, 0.28664912, 0.82762539, 2.94597924, 1.79061574,
       1.13097253])]"
