breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 705.92893018, -407.33439035,  859.91074261])]","[array([-0.8131015 ,  1.85941624,  2.67277334,  2.58244876, -2.14004914,
       -2.0469377 ])]"
3443,movec_fit,"[array([ 736.81435366, -405.83641088,  877.1221034 ]), array([ 768.55013611, -403.19347471,  892.509944  ])]","[array([-0.76539602,  1.86838425,  2.60305663,  2.52340968, -2.0772903 ,
       -2.01125315]), array([-0.71573591,  1.88250959,  2.54711551,  2.46249838, -2.01194857,
       -1.96821801])]"
5085,movel_fit,"[array([ 798.94063789, -398.63262419,  906.46609247])]","[array([-0.65436346,  1.90585945,  2.50248271,  2.36607058, -1.9316409 ,
       -1.92448859])]"
6569,movel_fit,"[array([ 826.14613176, -392.71945903,  918.94307034])]","[array([-0.60704813,  1.91351599,  2.46913383,  2.30306687, -1.88117687,
       -1.88881473])]"
7934,movel_fit,"[array([ 850.18788907, -386.52991335,  932.03696997])]","[array([-0.56980726,  1.90975284,  2.43820421,  2.26029081, -1.84241215,
       -1.86163106])]"
9028,movel_fit,"[array([ 868.39459822, -381.76365205,  944.3602768 ])]","[array([-0.55057935,  1.89301803,  2.40716071,  2.25148948, -1.82374779,
       -1.84962282])]"
12295,movec_fit,"[array([ 892.64426784, -376.51247115,  966.91931742]), array([ 912.38867879, -373.06608352,  993.77895781])]","[array([-0.54504074,  1.84041966,  2.34416437,  2.29479699, -1.81825434,
       -1.85264333]), array([-0.54269872,  1.78345843,  2.28071246,  2.33685689, -1.80837039,
       -1.854499  ])]"
13320,movel_fit,"[array([ 922.60690578, -370.89297234, 1012.07967181])]","[array([-0.57439473,  1.70663789,  2.22074841,  2.47000407, -1.8555636 ,
       -1.87773282])]"
14458,movel_fit,"[array([ 932.206984  , -368.1902896 , 1033.24962093])]","[array([-0.59430124,  1.63789523,  2.16972246,  2.57522609, -1.89058131,
       -1.88185081])]"
15739,movel_fit,"[array([ 942.04252399, -363.00026533, 1057.13013972])]","[array([-0.6250103 ,  1.54111621,  2.11771695,  2.75454447, -1.96686365,
       -1.87494711])]"
16999,movel_fit,"[array([ 951.62578751, -355.66193537, 1080.05306916])]","[array([-0.64114963,  1.45591373,  2.07881179,  2.91345929, -2.04047838,
       -1.85065438])]"
18187,movel_fit,"[array([ 961.86174238, -347.35630987, 1100.62297543])]","[array([-0.64520332,  1.38409308,  2.04497907,  3.04998063, -2.09881453,
       -1.82027816])]"
19155,movel_fit,"[array([ 971.99086544, -340.7514885 , 1116.43625449])]","[array([-0.64125332,  1.33639316,  2.0122505 ,  3.1331491 , -2.12571611,
       -1.79465945])]"
21786,movec_fit,"[array([ 989.55578684, -334.47320553, 1135.93560079]), array([1011.13805994, -332.4329706 , 1151.97026139])]","[array([-0.63065807,  1.29074305,  1.95408985,  3.19112592, -2.11231566,
       -1.76443163]), array([-0.6206855 ,  1.239527  ,  1.87539108,  3.2482197 , -2.11218688,
       -1.7333608 ])]"
22592,movel_fit,"[array([1025.79013489, -332.87301603, 1159.69109201])]","[array([-0.60982997,  1.24414709,  1.82452138,  3.17772735, -2.01975446,
       -1.74027489])]"
23609,movel_fit,"[array([1045.23673591, -334.18350729, 1167.29943898])]","[array([-0.59676098,  1.22298841,  1.73867938,  3.13222406, -1.96050091,
       -1.74994988])]"
24694,movel_fit,"[array([1066.67748324, -334.55947225, 1173.4560982 ])]","[array([-0.57308987,  1.2248773 ,  1.65564134,  3.02247674, -1.83385861,
       -1.7846534 ])]"
24999,movel_fit,"[array([1072.79098498, -334.06320759, 1174.83669716])]","[array([-0.56552613,  1.21476312,  1.61614965,  2.99676182, -1.81073377,
       -1.80085197])]"
