timestamp, cmd_num, J1, J2, J3, J4, J5, J6
0, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.003, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.006, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.008, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.011, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.016, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.02, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.024, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.028, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.032, -1, 55.2623, 35.9486, 15.3834, -31.0276, 118.825, 69.9295
0.036, -1, 55.2622, 35.9485, 15.3834, -31.0276, 118.825, 69.9295
0.04, -1, 55.262, 35.9485, 15.3834, -31.0276, 118.825, 69.9295
0.044, -1, 55.2614, 35.9483, 15.3834, -31.0276, 118.825, 69.9295
0.048, -1, 55.2603, 35.948, 15.3833, -31.0276, 118.825, 69.9294
0.052, -1, 55.2587, 35.9474, 15.3832, -31.0275, 118.825, 69.9293
0.056, -1, 55.2563, 35.9465, 15.3831, -31.0273, 118.824, 69.9289
0.06, -1, 55.2532, 35.9453, 15.383, -31.0269, 118.824, 69.9281
0.064, -1, 55.2493, 35.9436, 15.3829, -31.0262, 118.823, 69.9269
0.068, -1, 55.2444, 35.9415, 15.3828, -31.0251, 118.823, 69.9249
0.072, -1, 55.2385, 35.9387, 15.383, -31.0234, 118.821, 69.9217
0.076, -1, 55.2314, 35.9351, 15.3833, -31.021, 118.819, 69.9172
0.08, -1, 55.2227, 35.9307, 15.3839, -31.0177, 118.816, 69.9109
0.084, -1, 55.2123, 35.9252, 15.385, -31.0131, 118.812, 69.9023
0.088, -1, 55.1999, 35.9185, 15.3865, -31.0071, 118.807, 69.8909
0.092, -1, 55.1853, 35.9105, 15.3888, -30.9993, 118.8, 69.8761
0.096, -1, 55.1684, 35.901, 15.3918, -30.9894, 118.791, 69.8574
0.1, -1, 55.149, 35.89, 15.3959, -30.9772, 118.781, 69.8342
0.104, -1, 55.1269, 35.8773, 15.401, -30.9623, 118.768, 69.8059
