primitives,points,q_bp
moveabsj_fit,"[array([ 777.65966485, -430.83370601, 1206.59528371])]","[array([-1.1211106 , -0.16464906,  0.79796546,  0.98978258,  1.91087667,
       -0.33464666])]"
movej_fit,"[array([ 878.26897443, -436.54944911, 1154.28352943])]","[array([-1.04701021, -0.08568985,  0.7738762 ,  1.01817007,  1.8281178 ,
       -0.34167977])]"
movec_fit,"[array([ 914.94388799, -437.03963754, 1135.09774018]), array([ 951.82207253, -437.73526576, 1116.43109364])]","[array([-1.0179426 , -0.05921303,  0.75769769,  1.02095896,  1.79723486,
       -0.34855914]), array([-0.98929693, -0.03263259,  0.73897181,  1.02230445,  1.76717481,
       -0.35461954])]"
movec_fit,"[array([ 980.02469376, -437.86474895, 1103.31523321]), array([1008.36049314, -438.14595828, 1090.56047494])]","[array([-0.96241117, -0.01757023,  0.71333839,  1.00915482,  1.74074459,
       -0.36904087]), array([-0.9358796 , -0.00269926,  0.6871754 ,  0.99514705,  1.71454139,
       -0.38212055])]"
movec_fit,"[array([1033.14332876, -437.9480073 , 1079.93224072]), array([1057.90342938, -438.16260073, 1069.31260695])]","[array([-0.91147653,  0.0089638 ,  0.66210811,  0.97940438,  1.69125227,
       -0.39669114]), array([-0.88729673,  0.02058034,  0.63654738,  0.96219869,  1.66787608,
       -0.41053007])]"
movel_fit,"[array([1074.37728809, -437.39585684, 1062.93740047])]","[array([-0.86959292,  0.02651556,  0.61799301,  0.94758464,  1.65166446,
       -0.42185483])]"
movel_fit,"[array([1098.31050405, -437.10490963, 1053.03954251])]","[array([-0.84532843,  0.03674466,  0.59246503,  0.92778281,  1.62881938,
       -0.43681387])]"
movel_fit,"[array([1125.48151715, -436.12593544, 1042.27410339])]","[array([-0.81737023,  0.04785614,  0.56364958,  0.90411589,  1.60322347,
       -0.45423983])]"
movel_fit,"[array([1149.74525082, -435.00822253, 1032.42896902])]","[array([-0.7935406 ,  0.0588106 ,  0.53979844,  0.88493185,  1.58141175,
       -0.46837248])]"
movel_fit,"[array([1169.3079017 , -434.2230167 , 1024.27228845])]","[array([-0.77545776,  0.0686133 ,  0.52177188,  0.87117087,  1.5646942 ,
       -0.47873413])]"
movel_fit,"[array([1185.22324354, -433.56150482, 1017.37825323])]","[array([-0.76182437,  0.07745829,  0.50832695,  0.8620014 ,  1.55185534,
       -0.48594179])]"
movel_fit,"[array([1198.91670243, -433.00633037, 1011.25835805])]","[array([-0.75096517,  0.08572372,  0.49763184,  0.85574947,  1.54139166,
       -0.49118883])]"
movel_fit,"[array([1211.17125497, -432.58442323, 1005.54134651])]","[array([-0.7421343 ,  0.09382079,  0.48887698,  0.85183836,  1.53258493,
       -0.49494668])]"
movel_fit,"[array([1222.29035421, -432.42845574, 1000.07453381])]","[array([-0.73499025,  0.10188873,  0.48156903,  0.84978673,  1.52508783,
       -0.49759795])]"
movel_fit,"[array([1232.63748345, -432.34148896,  994.8625758 ])]","[array([-0.72911899,  0.10994935,  0.47542657,  0.84945447,  1.51863358,
       -0.49914987])]"
movel_fit,"[array([1242.40075238, -432.28040418,  989.72492044])]","[array([-0.72429559,  0.11810611,  0.47031877,  0.8506823 ,  1.51297827,
       -0.49978259])]"
movel_fit,"[array([1251.70620502, -432.35601743,  984.56470461])]","[array([-0.7204693 ,  0.12651814,  0.46609376,  0.85341155,  1.50804242,
       -0.49958729])]"
movel_fit,"[array([1260.57841601, -432.61274855,  979.35043646])]","[array([-0.71762029,  0.13522301,  0.46271177,  0.85762175,  1.50379985,
       -0.49861708])]"
movel_fit,"[array([1269.13854514, -432.99400134,  974.08087926])]","[array([-0.71564244,  0.14426678,  0.46011801,  0.86335043,  1.50020136,
       -0.4968074 ])]"
movel_fit,"[array([1277.50140586, -433.44804842,  968.67041021])]","[array([-0.71447148,  0.15376091,  0.45833981,  0.87073157,  1.4971922 ,
       -0.49413251])]"
movel_fit,"[array([1285.69532391, -433.98944221,  963.09653695])]","[array([-0.71411336,  0.16377613,  0.45740468,  0.87986799,  1.49480129,
       -0.4905451 ])]"
movel_fit,"[array([1293.74068779, -434.69671111,  957.33252496])]","[array([-0.71463315,  0.17443025,  0.45735011,  0.89092122,  1.49309783,
       -0.48597784])]"
movel_fit,"[array([1301.66843777, -435.52846901,  951.34483661])]","[array([-0.71601434,  0.18580184,  0.45827313,  0.90406148,  1.49212585,
       -0.48033334])]"
