primitives,points,q_bp
moveabsj_fit,"[array([ 780.73043376, -430.92217762, 1204.87416655])]","[array([-1.11863156, -0.16242508,  0.79733762,  0.99047988,  1.90808007,
       -0.33552988])]"
movej_fit,"[array([ 878.30549346, -436.58021896, 1154.33084678])]","[array([-1.04686078, -0.08577256,  0.77353794,  1.01782874,  1.82802441,
       -0.34171495])]"
movec_fit,"[array([ 914.93661402, -437.02655229, 1135.0922973 ]), array([ 951.84824028, -437.65249747, 1116.5094288 ])]","[array([-1.01776012, -0.05936749,  0.75734987,  1.0204632 ,  1.79707824,
       -0.34865264]), array([-0.98924448, -0.03272844,  0.73898588,  1.02235651,  1.7671834 ,
       -0.35452718])]"
movec_fit,"[array([ 980.01849272, -437.85338602, 1103.31877158]), array([1008.36751819, -438.05423308, 1090.59020073])]","[array([-0.96238364, -0.0175833 ,  0.71330053,  1.0090924 ,  1.7407435 ,
       -0.36905044]), array([-0.9358344 , -0.00277971,  0.68722623,  0.99518199,  1.71452813,
       -0.38207618])]"
movec_fit,"[array([1033.13994096, -437.96396184, 1079.9131024 ]), array([1057.92013417, -438.02002489, 1069.38315479])]","[array([-0.91141447,  0.00895929,  0.66198673,  0.97921535,  1.69121714,
       -0.39673112]), array([-0.88722149,  0.02045417,  0.63660755,  0.96225324,  1.66786493,
       -0.41044144])]"
movel_fit,"[array([1074.34957704, -437.49204287, 1062.85900792])]","[array([-0.86963314,  0.02661814,  0.61794358,  0.94749673,  1.65167403,
       -0.42194913])]"
movel_fit,"[array([1098.32932618, -437.05561824, 1053.05613846])]","[array([-0.8452922 ,  0.0367443 ,  0.59246822,  0.92780355,  1.628837  ,
       -0.43678896])]"
movel_fit,"[array([1125.47411711, -436.10927249, 1042.25285654])]","[array([-0.81736793,  0.04788303,  0.56366902,  0.90412822,  1.60324395,
       -0.45425558])]"
movel_fit,"[array([1149.73803741, -435.02979716, 1032.41779929])]","[array([-0.79357109,  0.05885529,  0.53980639,  0.88496746,  1.58144919,
       -0.46838772])]"
movel_fit,"[array([1169.30024218, -434.21813889, 1024.25995769])]","[array([-0.77548155,  0.06864354,  0.52180466,  0.87122829,  1.56472576,
       -0.47874433])]"
movel_fit,"[array([1185.21293323, -433.57045984, 1017.36705213])]","[array([-0.76186451,  0.07749015,  0.50836395,  0.86207408,  1.55188841,
       -0.48595575])]"
movel_fit,"[array([1198.91438822, -433.02010675, 1011.24098969])]","[array([-0.75100828,  0.0857687 ,  0.49766687,  0.855834  ,  1.54142413,
       -0.49120641])]"
movel_fit,"[array([1211.16583161, -432.62117754, 1005.51998082])]","[array([-0.74219534,  0.09387844,  0.4889075 ,  0.85192904,  1.53262361,
       -0.49497411])]"
movel_fit,"[array([1222.28933097, -432.42986654, 1000.07894307])]","[array([-0.73503539,  0.10191999,  0.48160993,  0.84989671,  1.52513132,
       -0.49759927])]"
movel_fit,"[array([1232.63384326, -432.33343193,  994.8540068 ])]","[array([-0.72916268,  0.10998171,  0.47548307,  0.84957284,  1.51867091,
       -0.49915924])]"
movel_fit,"[array([1242.39055777, -432.3039537 ,  989.7028871 ])]","[array([-0.72435902,  0.11815762,  0.47036784,  0.85079522,  1.51302008,
       -0.49981072])]"
movel_fit,"[array([1251.68981461, -432.39451937,  984.53969165])]","[array([-0.72054698,  0.12657545,  0.46614503,  0.85353101,  1.50808966,
       -0.49962363])]"
