primitives,points,q_bp
moveabsj,"[array([ 860.79589533,  282.88641053, 2595.50301344])]","[array([ 0.53812956, -0.5222866 ,  0.50791166, -2.74535807,  1.60682467,
       -1.51029874])]"
movel,"[array([1202.75489154,  111.13044292, 2297.84575385])]","[array([ 0.36415705, -0.43256172,  0.65782592, -2.55008632,  1.56552523,
       -1.49365456])]"
movel,"[array([1240.0801395 ,   93.27222929, 2260.31021309])]","[array([ 0.35209887, -0.4145995 ,  0.66802756, -2.52468931,  1.56160202,
       -1.49145699])]"
movel,"[array([1277.94172739,   77.35962687, 2219.8506167 ])]","[array([ 0.34112182, -0.39644979,  0.67940663, -2.50067714,  1.55501783,
       -1.49082627])]"
movel,"[array([1315.50132817,   62.7140539 , 2178.24585655])]","[array([ 0.33063413, -0.37741295,  0.6904511 , -2.47861265,  1.54735081,
       -1.49083287])]"
movel,"[array([1352.62213644,   48.70540563, 2137.36775176])]","[array([ 0.3193734 , -0.35730755,  0.70010142, -2.46033082,  1.5385358 ,
       -1.49124905])]"
movel,"[array([1388.89195423,   35.17053067, 2098.36475663])]","[array([ 0.30732975, -0.33619709,  0.70774101, -2.44606052,  1.52909598,
       -1.49162534])]"
movel,"[array([1423.77888251,   22.33405089, 2061.13736212])]","[array([ 0.29549303, -0.31439549,  0.71349448, -2.43433222,  1.51981038,
       -1.49149054])]"
movel,"[array([1456.98973079,   10.40093243, 2025.22193304])]","[array([ 0.28453982, -0.29225028,  0.71780149, -2.4239628 ,  1.51107335,
       -1.49064429])]"
movel,"[array([ 1.48845727e+03, -5.82813980e-01,  1.99041687e+03])]","[array([ 0.27462495, -0.26997638,  0.72095732, -2.414499  ,  1.50301397,
       -1.48902437])]"
movel,"[array([1518.14046678,  -10.681479  , 1956.63242094])]","[array([ 0.26575003, -0.247734  ,  0.72317443, -2.40564524,  1.49573788,
       -1.48660289])]"
movel,"[array([1546.05216531,  -20.06564083, 1923.81139152])]","[array([ 0.25781573, -0.22560514,  0.72459692, -2.39717006,  1.48934227,
       -1.48333582])]"
movel,"[array([1572.19321171,  -28.96722034, 1892.1155724 ])]","[array([ 0.25062009, -0.20365774,  0.7252569 , -2.38904844,  1.48392734,
       -1.47915358])]"
movel,"[array([1596.45835137,  -37.66537571, 1861.68540025])]","[array([ 0.24402371, -0.18200485,  0.72522406, -2.38109835,  1.47967185,
       -1.47392864])]"
movel,"[array([1618.61118251,  -46.50782845, 1832.42516197])]","[array([ 0.23804486, -0.16074462,  0.72465957, -2.37266178,  1.4769286 ,
       -1.46741287])]"
movel,"[array([1638.26946201,  -55.94278765, 1804.37619834])]","[array([ 0.23264462, -0.14007206,  0.72373712, -2.36310802,  1.47606803,
       -1.45933002])]"
movel,"[array([1655.27224237,  -66.46413771, 1778.13445485])]","[array([ 0.22749566, -0.12005638,  0.72227167, -2.35245211,  1.47737454,
       -1.44943443])]"
movel,"[array([1669.57530353,  -78.55928797, 1754.49855306])]","[array([ 0.22218191, -0.10073366,  0.71993881, -2.34095901,  1.48107058,
       -1.43751799])]"
movel,"[array([1680.89250628,  -92.8056206 , 1733.96770622])]","[array([ 0.21643492, -0.08226556,  0.71663169, -2.32840484,  1.48747327,
       -1.42327231])]"
movel,"[array([1688.89786658, -109.61023429, 1716.81269594])]","[array([ 0.21020085, -0.06470165,  0.71222563, -2.31418596,  1.49703956,
       -1.40642804])]"
movel,"[array([1693.59584696, -129.36268181, 1703.18417166])]","[array([ 0.20316955, -0.04804999,  0.70657992, -2.29826082,  1.50968993,
       -1.38697183])]"
movel,"[array([1695.3883177 , -152.05958686, 1692.67989063])]","[array([ 0.19512262, -0.03209731,  0.69963511, -2.28081096,  1.52495757,
       -1.36521063])]"
movel,"[array([1694.70137633, -177.32921568, 1683.72353406])]","[array([ 0.18626834, -0.01670642,  0.69187997, -2.26131518,  1.54185338,
       -1.34186059])]"
movel,"[array([1691.96825885, -204.84901426, 1673.85027885])]","[array([ 1.76977058e-01, -1.52922790e-03,  6.84085703e-01, -2.23862361e+00,
        1.55934353e+00, -1.31747239e+00])]"
movel,"[array([1687.43654022, -234.06645914, 1660.3996296 ])]","[array([ 0.1678786 ,  0.01365356,  0.67718776, -2.21120786,  1.57630485,
       -1.2927015 ])]"
movel,"[array([1681.65314686, -264.45687948, 1641.5489488 ])]","[array([ 0.15929559,  0.02920121,  0.67159259, -2.17835696,  1.59154652,
       -1.26820404])]"
movel,"[array([1676.17514052, -295.07523735, 1617.17258405])]","[array([ 0.15091383,  0.04559096,  0.66707806, -2.1423075 ,  1.60349755,
       -1.2449081 ])]"
movel,"[array([1671.84811608, -325.32984417, 1587.39216969])]","[array([ 0.14270538,  0.06317596,  0.66325897, -2.10408911,  1.61136219,
       -1.22332812])]"
movel,"[array([1669.50555837, -354.71355314, 1552.69084978])]","[array([ 0.13462556,  0.08223158,  0.65957654, -2.06484334,  1.61444267,
       -1.20398993])]"
movel,"[array([1670.31417674, -382.36930125, 1514.6151406 ])]","[array([ 0.12659349,  0.10299995,  0.65514738, -2.02692449,  1.61245797,
       -1.18729402])]"
movel,"[array([1695.58262556, -474.13407271, 1360.14804424])]","[array([ 0.09464458,  0.19420258,  0.62600499, -1.90564057,  1.57533316,
       -1.14103238])]"
