primitives,points,q_bp
moveabsj,"[array([ 75.80120718, 472.83325613, 484.73377057])]","[array([-0.17255678, -0.13710067, -2.03635364, -2.89636994,  1.05381582,
       -1.06888242])]"
movel,"[array([ 84.25559294, 519.44903123, 587.09214721])]","[array([-0.06561067, -0.32422458, -1.97638201, -2.96777469,  1.19478798,
       -1.09662277])]"
movel,"[array([ 83.60624521, 525.67465516, 601.33192388])]","[array([-0.05203021, -0.33659828, -1.98896716, -2.96670015,  1.21083275,
       -1.10150409])]"
movel,"[array([ 81.49510735, 533.54351426, 616.60641037])]","[array([-0.03870193, -0.34764429, -2.00048841, -2.96693603,  1.22593942,
       -1.10894067])]"
movel,"[array([ 77.26855143, 542.06750994, 631.66574454])]","[array([-0.02468089, -0.35745583, -2.01089307, -2.96747426,  1.23981304,
       -1.117513  ])]"
movel,"[array([ 70.66788486, 550.27229479, 644.96260087])]","[array([-0.00978518, -0.36596218, -2.0194617 , -2.96826647,  1.25116794,
       -1.12612398])]"
movel,"[array([ 61.77296512, 557.50331732, 655.61734249])]","[array([ 0.00633301, -0.3731798 , -2.02629462, -2.96840118,  1.25995078,
       -1.13378745])]"
movel,"[array([ 50.84313241, 563.60695796, 663.78426012])]","[array([ 0.02412517, -0.37931653, -2.03207459, -2.96665073,  1.26740496,
       -1.13993188])]"
movel,"[array([ 38.16977344, 568.62846952, 669.78320391])]","[array([ 0.04363632, -0.38450884, -2.03730309, -2.96234172,  1.27442916,
       -1.14444251])]"
movel,"[array([ 24.06738961, 572.50637171, 673.67602933])]","[array([ 0.06464984, -0.38878642, -2.04203886, -2.95535055,  1.28126205,
       -1.14726517])]"
movel,"[array([  8.82763928, 575.14440514, 675.4378733 ])]","[array([ 0.08693891, -0.39212339, -2.04624912, -2.94565632,  1.28793765,
       -1.14835266])]"
movel,"[array([ -7.31680226, 576.41337076, 674.97697942])]","[array([ 0.11035996, -0.394461  , -2.04984086, -2.93322191,  1.29440018,
       -1.14762931])]"
movel,"[array([-24.12757368, 576.1132389 , 672.05272726])]","[array([ 0.13473114, -0.39567108, -2.05263114, -2.91801407,  1.30038442,
       -1.14497705])]"
movel,"[array([-41.41775575, 574.04475382, 666.47382381])]","[array([ 0.15997568, -0.39561078, -2.05447941, -2.89985676,  1.30573687,
       -1.14026648])]"
movel,"[array([-59.12210275, 570.0508933 , 658.21250485])]","[array([ 0.18624993, -0.39410403, -2.05548273, -2.87828697,  1.31059641,
       -1.13338083])]"
movel,"[array([-77.19492993, 563.88805491, 647.1872368 ])]","[array([ 0.21369911, -0.39100355, -2.05540564, -2.85278939,  1.31511927,
       -1.12413265])]"
movel,"[array([-95.53662897, 555.026344  , 632.87643238])]","[array([ 0.24235272, -0.38588149, -2.05392616, -2.82304069,  1.31863536,
       -1.11227202])]"
movel,"[array([-114.06463921,  542.66477298,  614.62313696])]","[array([ 0.27228774, -0.37822992, -2.05041152, -2.78881384,  1.32016756,
       -1.09746982])]"
movel,"[array([-132.80476838,  525.9685861 ,  592.18360704])]","[array([ 0.30363997, -0.36778588, -2.04412094, -2.74973113,  1.31917449,
       -1.07950423])]"
movel,"[array([-151.69637689,  504.01620811,  565.7124753 ])]","[array([ 0.33671694, -0.35400071, -2.03511431, -2.70550196,  1.31505327,
       -1.05832052])]"
movel,"[array([-170.68561011,  475.76068403,  535.67620403])]","[array([ 0.37164687, -0.33677914, -2.02289772, -2.65638221,  1.30703753,
       -1.03409873])]"
movel,"[array([-189.43283595,  440.51243293,  503.36822903])]","[array([ 0.40835067, -0.31649291, -2.0073398 , -2.60343373,  1.29463051,
       -1.00743605])]"
movel,"[array([-206.9934267 ,  398.56360339,  471.02386319])]","[array([ 0.44674106, -0.29394264, -1.98958873, -2.54784921,  1.27845672,
       -0.9791514 ])]"
movel,"[array([-221.7461118 ,  351.25221425,  441.08042431])]","[array([ 0.48685053, -0.27079811, -1.97091796, -2.49061787,  1.26035974,
       -0.94960026])]"
movel,"[array([-231.21620526,  301.01733578,  415.39574098])]","[array([ 0.52880969, -0.24848991, -1.95369467, -2.43231886,  1.24251163,
       -0.91861089])]"
movel,"[array([-233.2443478 ,  250.81165964,  394.68251898])]","[array([ 0.57258539, -0.228486  , -1.93971116, -2.37356517,  1.22639661,
       -0.88592245])]"
movel,"[array([-227.65420841,  203.36629242,  378.63277086])]","[array([ 0.61712695, -0.21215886, -1.92880966, -2.31572421,  1.21204595,
       -0.85241867])]"
movel,"[array([-214.56936964,  160.76762655,  366.64870899])]","[array([ 0.66197264, -0.20020057, -1.92138306, -2.25924418,  1.19942286,
       -0.81829108])]"
movel,"[array([-194.78687389,  124.61134289,  358.14193106])]","[array([ 0.7067999 , -0.19305896, -1.91791385, -2.20452042,  1.18822865,
       -0.78391998])]"
movel,"[array([-170.70347264,   95.20089178,  352.47374498])]","[array([ 0.75063597, -0.19073407, -1.91720596, -2.15236863,  1.17761727,
       -0.75066623])]"
movel,"[array([-74.762289  ,   2.52193717, 338.17570771])]","[array([ 0.90964018, -0.21177787, -1.92059953, -1.95332629,  1.11321945,
       -0.6679455 ])]"
