primitives,points,q_bp
moveabsj_fit,"[array([1091.30063136, -606.12465529,  994.14986979])]","[array([-0.64661151,  0.01161518,  0.3584744 ,  0.33908443,  1.616373  ,
       -2.18543525])]"
movel_fit,"[array([1090.12821992, -496.47337571,  993.87225836])]","[array([-0.57939418, -0.03774818,  0.40919929,  0.35121524,  1.61490657,
       -2.18454528])]"
movel_fit,"[array([1089.9894071 , -486.18550798,  993.79791414])]","[array([-0.57315807, -0.04271927,  0.41405899,  0.35290305,  1.61414483,
       -2.18498332])]"
movel_fit,"[array([1089.76608529, -475.91939544,  993.77320677])]","[array([-0.56718205, -0.04831375,  0.41938111,  0.35505263,  1.61274584,
       -2.18616635])]"
movel_fit,"[array([1089.47488901, -465.65332849,  993.77083645])]","[array([-0.56145738, -0.05453062,  0.425158  ,  0.35764672,  1.61071903,
       -2.18807539])]"
movel_fit,"[array([1089.12408962, -455.36991405,  993.77772705])]","[array([-0.55598223, -0.06138164,  0.43139309,  0.36067892,  1.60806021,
       -2.19070834])]"
movel_fit,"[array([1088.7144701 , -445.09997551,  993.79144474])]","[array([-0.55075209, -0.06887188,  0.43808567,  0.36413965,  1.60477252,
       -2.1940551 ])]"
movel_fit,"[array([1088.24560694, -434.83513409,  993.81068683])]","[array([-0.54576438, -0.07700775,  0.44523712,  0.36802242,  1.60085757,
       -2.19810804])]"
movel_fit,"[array([1087.71726712, -424.56807988,  993.83387109])]","[array([-0.54101585, -0.08579592,  0.45285029,  0.37232283,  1.5963178 ,
       -2.20285909])]"
movel_fit,"[array([1087.12950942, -414.30289311,  993.86123491])]","[array([-0.53650505, -0.09524311,  0.46092898,  0.37703876,  1.59115518,
       -2.20830082])]"
movel_fit,"[array([1086.48338529, -404.05654686,  993.89054659])]","[array([-0.53222835, -0.10535083,  0.46947406,  0.3821668 ,  1.58537752,
       -2.21441882])]"
movel_fit,"[array([1085.77756096, -393.80265103,  993.91763473])]","[array([-0.52818215, -0.11611799,  0.47848538,  0.38770446,  1.57899531,
       -2.22119562])]"
movel_fit,"[array([1085.01287172, -383.55015294,  993.94220925])]","[array([-0.5243639 , -0.12754393,  0.48796389,  0.39365165,  1.57201839,
       -2.22861336])]"
movel_fit,"[array([1084.19019016, -373.30752643,  993.96295634])]","[array([-0.52076956, -0.13962463,  0.49790885,  0.40000831,  1.5644603 ,
       -2.23664855])]"
movel_fit,"[array([1083.30903393, -363.05948248,  993.97793   ])]","[array([-0.51739318, -0.15234946,  0.50831505,  0.40677253,  1.55634096,
       -2.24526871])]"
movel_fit,"[array([1082.37280504, -352.83022125,  993.98144059])]","[array([-0.51422738, -0.1657027 ,  0.51917399,  0.41394149,  1.54768488,
       -2.25443343])]"
movel_fit,"[array([1081.3797524 , -342.58899528,  993.97268742])]","[array([-0.51126522, -0.17966814,  0.53047711,  0.4215143 ,  1.53851651,
       -2.26409949])]"
movel_fit,"[array([1080.33394851, -332.36481343,  993.94940031])]","[array([-0.50849504, -0.19422152,  0.54220998,  0.42948646,  1.52886829,
       -2.27420955])]"
movel_fit,"[array([1079.23868132, -322.1484414 ,  993.90508802])]","[array([-0.50590309, -0.20932655,  0.55434861,  0.43784763,  1.51878171,
       -2.28469016])]"
movel_fit,"[array([1078.09518022, -311.94742747,  993.84225884])]","[array([-0.50347531, -0.22495194,  0.56687299,  0.44659233,  1.50829363,
       -2.29546723])]"
movel_fit,"[array([1076.90350241, -301.7242724 ,  993.75550985])]","[array([-0.50119517, -0.24106003,  0.57975789,  0.4557125 ,  1.49744539,
       -2.3064536 ])]"
movel_fit,"[array([1075.6731826 , -291.5266528 ,  993.64240695])]","[array([-0.49903934, -0.25759345,  0.59296166,  0.46518698,  1.48629355,
       -2.31753286])]"
movel_fit,"[array([1074.40393762, -281.32655299,  993.50229729])]","[array([-0.49698598, -0.27450691,  0.60645178,  0.47500374,  1.47488281,
       -2.32859264])]"
movel_fit,"[array([1073.10421943, -271.1423411 ,  993.33400194])]","[array([-0.49500761, -0.29173754,  0.62018096,  0.48513938,  1.46327021,
       -2.33949285])]"
movel_fit,"[array([1071.77873417, -260.95254841,  993.13054929])]","[array([-0.49307701, -0.3092248 ,  0.63410237,  0.49557087,  1.45150681,
       -2.35008584])]"
movel_fit,"[array([1070.42888386, -250.75356175,  992.90156824])]","[array([-0.49116369, -0.32690687,  0.64816747,  0.50627463,  1.4396425 ,
       -2.36021051])]"
movel_fit,"[array([1069.07478019, -240.57829971,  992.63879321])]","[array([-0.48923063, -0.34470517,  0.6623129 ,  0.51721349,  1.42773673,
       -2.36967577])]"
movel_fit,"[array([1067.71826203, -230.39331111,  992.34714016])]","[array([-0.48724478, -0.36255598,  0.67648607,  0.52835979,  1.41583169,
       -2.37829577])]"
movel_fit,"[array([1066.3695261 , -220.20536897,  992.02820703])]","[array([-0.48516896, -0.38038619,  0.69062544,  0.53967668,  1.40397191,
       -2.38586351])]"
movel_fit,"[array([1065.03987565, -210.02522855,  991.68625459])]","[array([-0.48296377, -0.39812187,  0.70466751,  0.5511239 ,  1.3921971 ,
       -2.39216021])]"
movel_fit,"[array([1063.73915901, -199.84049727,  991.32604711])]","[array([-0.4805887 , -0.41569356,  0.71855114,  0.56266117,  1.38053756,
       -2.39696138])]"
movel_fit,"[array([1062.48265557, -189.6453899 ,  990.95518327])]","[array([-0.47799899, -0.43302782,  0.73221037,  0.5742401 ,  1.36902021,
       -2.40002895])]"
