breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
1665,movel_fit,"[array([1089.55018227, -472.51164168,  993.99712112])]","[array([-0.56527187, -0.05036518,  0.42129079, -2.78569924, -1.6120819 ,
        0.95481381])]"
3332,movel_fit,"[array([1088.2806557 , -438.27056269,  994.02793047])]","[array([-0.54742174, -0.07427788,  0.44284097, -2.77488555, -1.60217188,
        0.94485636])]"
4999,movel_fit,"[array([1086.35263196, -404.06010802,  994.10025336])]","[array([-0.53224562, -0.10540969,  0.46951681, -2.75939875, -1.58531674,
        0.92711603])]"
6665,movel_fit,"[array([1083.77525831, -369.91302694,  994.14994024])]","[array([-0.51964084, -0.14383311,  0.50135269, -2.73935799, -1.56177067,
        0.90209186])]"
8332,movel_fit,"[array([1080.57276018, -335.79791833,  994.09178432])]","[array([-0.50941177, -0.18933765,  0.5382743 , -2.71479311, -1.532102  ,
        0.8707656 ])]"
9999,movel_fit,"[array([1076.81064026, -301.74108665,  993.83025545])]","[array([-0.50120184, -0.24108108,  0.57977362, -2.68586889, -1.49742531,
        0.83511782])]"
11665,movel_fit,"[array([1072.6129013, -267.7597995,  993.2816597])]","[array([-0.49436222, -0.29751371,  0.62478099, -2.65302315, -1.45938288,
        0.79854421])]"
13332,movel_fit,"[array([1068.17507993, -233.79382207,  992.40602213])]","[array([-0.48790473, -0.35655574,  0.67172505, -2.61699795, -1.41983773,
        0.76610634])]"
14999,movel_fit,"[array([1063.80150469, -199.82776053,  991.25081887])]","[array([-0.48056762, -0.41563028,  0.71850218, -2.57897245, -1.38059111,
        0.74469824])]"
16665,movel_fit,"[array([1059.9127971 , -165.8275522 ,  989.98844147])]","[array([-0.47083678, -0.47203476,  0.76274499, -2.54056791, -1.34287213,
        0.74258133])]"
18332,movel_fit,"[array([1057.04097665, -131.70199885,  988.92403196])]","[array([-0.45676247, -0.52299219,  0.80181989, -2.50430313, -1.30709941,
        0.7686732 ])]"
19999,movel_fit,"[array([1055.81037485,  -97.47782369,  988.44677477])]","[array([-0.43559043, -0.5646989 ,  0.83204061, -2.47508361, -1.27346981,
        0.83122774])]"
21665,movel_fit,"[array([1056.82293045,  -63.2668349 ,  988.86871078])]","[array([-0.4036804 , -0.59084207,  0.8477919 , -2.46147494, -1.24357753,
        0.93532453])]"
23332,movel_fit,"[array([1060.4843694 ,  -29.23334624,  990.18273294])]","[array([-0.35803714, -0.59100301,  0.84134179, -2.47399594, -1.22377147,
        1.07961629])]"
24999,movel_fit,"[array([1066.81137712,    4.39291914,  991.87075386])]","[array([-0.29983031, -0.55226816,  0.8053471 , -2.51716623, -1.22767933,
        1.25333251])]"
26665,movel_fit,"[array([1075.35804677,   37.52880046,  992.96971076])]","[array([-0.23623981, -0.46685528,  0.73830563, -2.58012086, -1.27094115,
        1.43663745])]"
28332,movel_fit,"[array([1085.28842971,   70.31389393,  992.44075126])]","[array([-0.17735723, -0.34197601,  0.64991941, -2.63934623, -1.3566861 ,
        1.60426801])]"
29999,movel_fit,"[array([1095.42908017,  102.91714315,  989.7221546 ])]","[array([-0.13039118, -0.2025448 ,  0.56056486, -2.6751803 , -1.46624411,
        1.7294834 ])]"
31665,movel_fit,"[array([1104.40766305,  135.65896468,  985.27575603])]","[array([-0.09630901, -0.07553881,  0.48823968, -2.68291739, -1.57469358,
        1.78533586])]"
33332,movel_fit,"[array([1110.71379312,  169.02523451,  980.82600177])]","[array([-0.07143775,  0.02625408,  0.43804337, -2.66860678, -1.67168226,
        1.74504457])]"
34999,movel_fit,"[array([1112.68156089,  203.12387155,  978.98679179])]","[array([-0.0485673 ,  0.09591302,  0.40759145, -2.64788947, -1.75291489,
        1.6019102 ])]"
36665,movel_fit,"[array([1109.08887529,  237.02711903,  981.41199734])]","[array([-0.02140736,  0.11183737,  0.39913595, -2.64149188, -1.79067517,
        1.41108227])]"
38332,movel_fit,"[array([1100.16893045,  269.6682787 ,  986.59651675])]","[array([ 0.00746778,  0.04780375,  0.42508154, -2.65007079, -1.74511622,
        1.24999704])]"
39999,movel_fit,"[array([1087.3696572 ,  301.12158589,  991.05677334])]","[array([ 0.03602335, -0.09818045,  0.49890838, -2.65903629, -1.60840644,
        1.13697482])]"
41665,movel_fit,"[array([1072.87640439,  332.10790908,  992.14066373])]","[array([ 0.0675056 , -0.29070084,  0.61427094, -2.65582905, -1.41592703,
        1.07233395])]"
43332,movel_fit,"[array([1059.7181993 ,  363.64095581,  989.83782109])]","[array([ 0.10092967, -0.4756606 ,  0.74035951, -2.6291389 , -1.21774707,
        1.09644082])]"
44999,movel_fit,"[array([1052.0964803 ,  396.85254244,  987.21408866])]","[array([ 0.13762927, -0.62744168,  0.85353894, -2.5800164 , -1.02473418,
        1.28678922])]"
46665,movel_fit,"[array([1054.42917462,  430.82942358,  988.12002036])]","[array([ 0.20010023, -0.69570128,  0.90353243, -2.59852315, -0.87127656,
        1.66789559])]"
48332,movel_fit,"[array([1065.97187414,  462.88067242,  991.13890824])]","[array([ 0.24310027, -0.60105801,  0.83015359, -2.67379199, -0.89777459,
        2.00675653])]"
49999,movel_fit,"[array([1081.86008697,  493.20300849,  991.24329114])]","[array([ 0.23583979, -0.38594849,  0.67399121, -2.68132849, -1.09382814,
        2.17085308])]"
