primitives,points,q_bp
moveabsj,"[array([ 580.06222076,  681.8592469 , 2571.8891836 ])]","[array([ 1.07796607, -0.53009982,  0.53490016, -2.759468  ,  1.63396933,
       -1.51470134])]"
movel,"[array([ 985.95829421,  697.17219983, 2272.59726643])]","[array([ 0.88607974, -0.43257831,  0.68010646, -2.55288912,  1.58166253,
       -1.48087525])]"
movel,"[array([1027.32704191,  700.82085488, 2235.48259499])]","[array([ 0.87583353, -0.41139075,  0.68759846, -2.52438796,  1.58124332,
       -1.47780131])]"
movel,"[array([1068.04847458,  705.648157  , 2194.82394527])]","[array([ 0.86478858, -0.39314531,  0.6989603 , -2.50028467,  1.57376012,
       -1.47696485])]"
movel,"[array([1107.78671376,  711.91555414, 2152.85814611])]","[array([ 0.85470828, -0.37323731,  0.70963672, -2.47778073,  1.56627834,
       -1.47663017])]"
movel,"[array([1146.80493362,  718.43470769, 2111.76370975])]","[array([ 0.84355835, -0.35258529,  0.71907443, -2.45962116,  1.55713528,
       -1.47680494])]"
movel,"[array([1185.18045975,  724.59358719, 2073.06469618])]","[array([ 0.83100818, -0.33110876,  0.7262615 , -2.44606476,  1.54675975,
       -1.47683041])]"
movel,"[array([1221.82397844,  730.96092093, 2035.87902083])]","[array([ 0.81899876, -0.30861112,  0.73160723, -2.434916  ,  1.53732149,
       -1.47623623])]"
movel,"[array([1256.55023861,  737.2475929 , 1999.94770705])]","[array([ 0.8079884 , -0.28581008,  0.73549434, -2.42485286,  1.52846771,
       -1.47506436])]"
movel,"[array([1289.37170982,  743.53500594, 1965.34437273])]","[array([ 0.79811674, -0.26281248,  0.73791188, -2.41540056,  1.52024694,
       -1.47332169])]"
movel,"[array([1320.13258544,  749.5880495 , 1931.52155628])]","[array([ 0.78919562, -0.23993174,  0.73970569, -2.4067413 ,  1.5129605 ,
       -1.47056305])]"
movel,"[array([1348.97475512,  755.44455361, 1898.67410598])]","[array([ 0.78128932, -0.21725695,  0.74069659, -2.39837151,  1.50640904,
       -1.46714744])]"
movel,"[array([1376.084169  ,  760.95121771, 1867.09971407])]","[array([ 0.77420929, -0.19466287,  0.74069314, -2.39019823,  1.50088578,
       -1.46291614])]"
movel,"[array([1401.47156041,  765.3799789 , 1836.60563647])]","[array([ 0.76739643, -0.17259883,  0.74042894, -2.38267871,  1.49643943,
       -1.45732188])]"
movel,"[array([1425.04739201,  768.95054654, 1807.40676854])]","[array([ 0.76146222, -0.15097405,  0.739434  , -2.37440011,  1.49327067,
       -1.45087591])]"
movel,"[array([1446.79167901,  770.69209427, 1779.41312339])]","[array([ 0.75619834, -0.1299799 ,  0.73798742, -2.36456945,  1.49190331,
       -1.44300685])]"
movel,"[array([1466.74858698,  770.12305704, 1753.18262004])]","[array([ 0.75117776, -0.10949601,  0.73601752, -2.35362457,  1.49307461,
       -1.43302714])]"
movel,"[array([1485.18864063,  766.79734303, 1729.54237017])]","[array([ 0.7459147 , -0.0900211 ,  0.73332905, -2.34189003,  1.49612192,
       -1.42127656])]"
movel,"[array([1502.1230587 ,  760.18169614, 1709.05607363])]","[array([ 0.74020847, -0.07139541,  0.72966619, -2.32917055,  1.50191881,
       -1.40714089])]"
movel,"[array([1517.42231012,  749.68556577, 1691.90077414])]","[array([ 0.73401345, -0.05342532,  0.72492131, -2.31482714,  1.51145314,
       -1.38994742])]"
movel,"[array([1531.32252388,  734.98368386, 1678.23846413])]","[array([ 0.72703094, -0.03624697,  0.71893334, -2.29871581,  1.52434068,
       -1.36991424])]"
movel,"[array([1544.22747946,  716.23783887, 1667.76373405])]","[array([ 0.71890819, -0.01974896,  0.71167769, -2.2812976 ,  1.53992599,
       -1.34738078])]"
movel,"[array([1556.33795578,  694.01116888, 1658.87290005])]","[array([ 0.70985181, -0.00339848,  0.70349074, -2.26209666,  1.55779047,
       -1.32265012])]"
movel,"[array([1567.7726196 ,  668.83294063, 1649.07232487])]","[array([ 0.70033501,  0.01261764,  0.69534791, -2.23979846,  1.57602283,
       -1.29695543])]"
movel,"[array([1578.50662244,  641.12422377, 1635.61231781])]","[array([ 0.69101485,  0.0284956 ,  0.68813551, -2.21248679,  1.59334902,
       -1.27099096])]"
movel,"[array([1588.64631846,  611.98075726, 1616.7390592 ])]","[array([ 0.68277657,  0.04473649,  0.68164994, -2.17823035,  1.60851967,
       -1.24587546])]"
movel,"[array([1599.17501658,  582.72661389, 1592.34899614])]","[array([ 0.67448492,  0.06145466,  0.67666343, -2.14159642,  1.61979833,
       -1.22210381])]"
movel,"[array([1610.48826692,  554.40587746, 1562.50673219])]","[array([ 0.66635652,  0.07933607,  0.67246716, -2.10302809,  1.62684505,
       -1.20008772])]"
movel,"[array([1623.14000066,  527.52992615, 1527.59981568])]","[array([ 0.6583697 ,  0.09852631,  0.66828206, -2.06283953,  1.62862494,
       -1.1805701 ])]"
movel,"[array([1637.80989039,  503.5302185 , 1489.34294908])]","[array([ 0.65078585,  0.11994197,  0.66191912, -2.02172174,  1.62548772,
       -1.1639182 ])]"
movel,"[array([1722.62958868,  448.73137151, 1322.50055569])]","[array([ 0.62401134,  0.24019262,  0.59549977, -1.86905641,  1.58545104,
       -1.1159496 ])]"
