primitives,points,q_bp
moveabsj,"[array([ 583.79087507,  680.6511682 , 2571.92459879])]","[array([ 1.07566428, -0.53000506,  0.53442943, -2.75678029,  1.63183562,
       -1.513407  ])]"
movel,"[array([ 985.97008427,  697.08078495, 2272.80057069])]","[array([ 0.88631136, -0.4324192 ,  0.67973906, -2.55234078,  1.58188606,
       -1.48098979])]"
movel,"[array([1027.31491149,  700.49611918, 2235.43985567])]","[array([ 0.8756272 , -0.41175527,  0.6878526 , -2.52447163,  1.58091759,
       -1.47777469])]"
movel,"[array([1068.05048393,  705.59732169, 2194.83907662])]","[array([ 0.864774  , -0.39317839,  0.69896061, -2.50025725,  1.5737341 ,
       -1.47696663])]"
movel,"[array([1107.80491041,  711.87798715, 2152.89412242])]","[array([ 0.85465029, -0.37328852,  0.70964464, -2.47784008,  1.5661794 ,
       -1.47663367])]"
movel,"[array([1146.94916691,  718.34608332, 2112.04652224])]","[array([ 0.84341161, -0.35257712,  0.71882697, -2.45966131,  1.55690703,
       -1.47682365])]"
movel,"[array([1185.20001004,  724.59259541, 2073.1059333 ])]","[array([ 0.83100136, -0.3310366 ,  0.72619341, -2.44605595,  1.54684464,
       -1.47677333])]"
movel,"[array([1221.86523628,  730.93546359, 2035.93889127])]","[array([ 0.81900532, -0.30853616,  0.73149703, -2.43481948,  1.53739179,
       -1.47620801])]"
movel,"[array([1256.60099601,  737.22983095, 2000.03169341])]","[array([ 0.80800379, -0.28570802,  0.73534447, -2.42473221,  1.5285606 ,
       -1.47503592])]"
movel,"[array([1289.38169351,  743.50231117, 1965.33393632])]","[array([ 0.79811262, -0.26272714,  0.73788334, -2.41536492,  1.52040804,
       -1.47321143])]"
movel,"[array([1320.14826824,  749.55997729, 1931.5257001 ])]","[array([ 0.78919544, -0.23985722,  0.73966329, -2.40669304,  1.51308672,
       -1.47048245])]"
movel,"[array([1349.00453956,  755.43144794, 1898.70669615])]","[array([ 0.78129811, -0.21713146,  0.74060102, -2.39830367,  1.50658794,
       -1.4670461 ])]"
movel,"[array([1376.11455447,  760.91032629, 1867.11786718])]","[array([ 0.77418988, -0.19454767,  0.74063008, -2.39017197,  1.50107197,
       -1.46277711])]"
movel,"[array([1401.48168803,  765.37377668, 1836.61136869])]","[array([ 0.76742235, -0.1725098 ,  0.74036745, -2.38259439,  1.49657896,
       -1.45725961])]"
movel,"[array([1425.07173095,  768.91713351, 1807.41550479])]","[array([ 0.76148047, -0.15081226,  0.73933886, -2.37429155,  1.49353517,
       -1.45072336])]"
movel,"[array([1446.80744799,  770.66168701, 1779.41043806])]","[array([ 0.75619568, -0.12979107,  0.73791718, -2.36454027,  1.49223161,
       -1.44278201])]"
movel,"[array([1466.76364662,  770.13481914, 1753.19831589])]","[array([ 0.75118958, -0.10931625,  0.73592971, -2.35360645,  1.49335787,
       -1.43284763])]"
movel,"[array([1485.19587324,  766.83342049, 1729.57068477])]","[array([ 0.74592402, -0.08976018,  0.73321947, -2.34193159,  1.49654848,
       -1.42099386])]"
movel,"[array([1502.12774499,  760.16133989, 1709.04889938])]","[array([ 0.74018087, -0.07113199,  0.72960594, -2.32925173,  1.50239063,
       -1.40678156])]"
movel,"[array([1517.4192429 ,  749.68445324, 1691.89590282])]","[array([ 0.73400932, -0.05323626,  0.72486843, -2.31486089,  1.51178635,
       -1.38970796])]"
movel,"[array([1531.32891896,  734.99779191, 1678.25485483])]","[array([ 0.7270389 , -0.03609936,  0.71885895, -2.29871238,  1.52457556,
       -1.36976073])]"
movel,"[array([1544.23110079,  716.25427555, 1667.77768832])]","[array([ 0.71892583, -0.01964779,  0.71161167, -2.28126372,  1.54007859,
       -1.3472935 ])]"
movel,"[array([1556.33271293,  693.98256778, 1658.85533106])]","[array([ 0.7098577 , -0.00346367,  0.70351933, -2.26204038,  1.55769533,
       -1.32271663])]"
movel,"[array([1567.75686751,  668.82950714, 1649.05876229])]","[array([ 0.70038333,  0.01245027,  0.69538745, -2.23965677,  1.57575009,
       -1.29718418])]"
movel,"[array([1578.48357291,  641.1870005 , 1635.6281166 ])]","[array([ 0.69112093,  0.02830422,  0.68812819, -2.21226828,  1.59301123,
       -1.2713249 ])]"
movel,"[array([1588.63358487,  611.97526366, 1616.72752079])]","[array([ 0.6827695 ,  0.04447022,  0.68181048, -2.1782925 ,  1.60812624,
       -1.24615125])]"
movel,"[array([1599.16315641,  582.6973095 , 1592.31230408])]","[array([ 0.67445856,  0.0612053 ,  0.67685541, -2.14169409,  1.61944468,
       -1.2223275 ])]"
movel,"[array([1610.4789249 ,  554.40554628, 1562.49101265])]","[array([ 0.66636662,  0.07912485,  0.67258734, -2.10303957,  1.62652953,
       -1.2003225 ])]"
movel,"[array([1623.13156033,  527.54938248, 1527.6100846 ])]","[array([ 0.65836996,  0.09835989,  0.66839105, -2.06292252,  1.62839589,
       -1.18075103])]"
movel,"[array([1637.79609533,  503.59325142, 1489.37278719])]","[array([ 0.65064767,  0.11962913,  0.66241175, -2.0225411 ,  1.62518454,
       -1.16407581])]"
movel,"[array([1719.62709955,  446.71530414, 1324.58153921])]","[array([ 0.6228388 ,  0.23496895,  0.60297103, -1.87670364,  1.58528216,
       -1.1159503 ])]"
