primitives,points,q_bp
moveabsj,"[array([ 85.9317197 , 489.74823961, 483.33839105])]","[array([-0.22594214, -0.11526994, -2.06718421, -2.83445837,  1.05346447,
       -1.1054154 ])]"
movel,"[array([ 83.64526959, 519.6493548 , 587.01492889])]","[array([-0.06594701, -0.32611222, -1.97391305, -2.96747654,  1.19539933,
       -1.09675195])]"
movel,"[array([ 83.09508411, 525.81226026, 601.1279197 ])]","[array([-0.0522573 , -0.33775453, -1.98790701, -2.96647077,  1.2107652 ,
       -1.10168568])]"
movel,"[array([ 81.04548373, 533.64920476, 616.55962947])]","[array([-0.03887859, -0.3490615 , -1.99858028, -2.96679692,  1.22644439,
       -1.10897961])]"
movel,"[array([ 76.98536532, 542.17482316, 631.84403466])]","[array([-0.02487788, -0.35892764, -2.0082578 , -2.96735815,  1.24098331,
       -1.11744654])]"
movel,"[array([ 70.42710049, 550.37646621, 645.17087861])]","[array([-0.00998194, -0.36734566, -2.01687152, -2.9681536 ,  1.25238122,
       -1.12605313])]"
movel,"[array([ 61.41647136, 557.60602899, 655.84095733])]","[array([ 0.00613287, -0.37497707, -2.02306127, -2.9682986 ,  1.26139078,
       -1.13367998])]"
movel,"[array([ 50.44970429, 563.67669915, 663.96193096])]","[array([ 0.0239758 , -0.38110437, -2.02898147, -2.96658779,  1.26870965,
       -1.13980858])]"
movel,"[array([ 37.80364318, 568.67775106, 669.93577197])]","[array([ 0.04351449, -0.38612745, -2.03452507, -2.96229689,  1.27558633,
       -1.14432057])]"
movel,"[array([ 23.77546817, 572.48832381, 673.71377765])]","[array([ 0.06464826, -0.3898743 , -2.04034753, -2.95538241,  1.28185529,
       -1.14714983])]"
movel,"[array([  8.50833884, 575.12024174, 675.49992896])]","[array([ 0.08693218, -0.39336079, -2.0442727 , -2.94569226,  1.28866352,
       -1.1482081 ])]"
movel,"[array([ -7.60626161, 576.39673041, 675.04066649])]","[array([ 0.11033182, -0.39559423, -2.04801235, -2.9332386 ,  1.29508487,
       -1.14750175])]"
movel,"[array([-24.31325634, 576.05216738, 672.02735939])]","[array([ 0.13479623, -0.39626375, -2.05183231, -2.91808186,  1.30057436,
       -1.14487897])]"
movel,"[array([-41.69731144, 574.01030636, 666.51677921])]","[array([ 0.15995645, -0.3966632 , -2.0528259 , -2.89987961,  1.30632404,
       -1.1401323 ])]"
movel,"[array([-59.28513293, 569.98241119, 658.18975896])]","[array([ 0.18631786, -0.39463556, -2.05476737, -2.8783565 ,  1.31076028,
       -1.13327907])]"
movel,"[array([-77.28032915, 563.82148746, 647.13156635])]","[array([ 0.2137854 , -0.39120337, -2.05526353, -2.85285696,  1.31504507,
       -1.12408399])]"
movel,"[array([-95.51954372, 554.96920145, 632.80031382])]","[array([ 0.24246301, -0.38569352, -2.05440427, -2.82310908,  1.31833344,
       -1.11228323])]"
movel,"[array([-113.9991271 ,  542.59850289,  614.53970392])]","[array([ 0.27244026, -0.37787856, -2.05114676, -2.78890734,  1.31976744,
       -1.09749494])]"
movel,"[array([-132.70867356,  525.90202693,  592.0758768 ])]","[array([ 0.30381561, -0.36727959, -2.04514674, -2.74982828,  1.31864433,
       -1.07958411])]"
movel,"[array([-151.54531281,  503.98443635,  565.61591697])]","[array([ 0.33687265, -0.35331105, -2.03637257, -2.70557247,  1.31448986,
       -1.05846223])]"
movel,"[array([-170.44625595,  475.73765115,  535.59459942])]","[array([ 0.37186475, -0.33584347, -2.02446229, -2.65649337,  1.30640906,
       -1.03426084])]"
movel,"[array([-189.18427969,  440.48117033,  503.27313087])]","[array([ 0.40861702, -0.3155019 , -2.00901798, -2.60357246,  1.29394706,
       -1.00763948])]"
movel,"[array([-206.74160675,  398.49972872,  470.88890018])]","[array([ 0.44710575, -0.29286229, -1.99151034, -2.54804279,  1.27762593,
       -0.97943635])]"
movel,"[array([-221.58236189,  351.14352404,  440.90049573])]","[array([ 0.48724928, -0.26988076, -1.97275953, -2.49081357,  1.25947419,
       -0.94998115])]"
movel,"[array([-231.11671378,  300.89454705,  415.20082082])]","[array([ 0.52919044, -0.24770273, -1.9554194 , -2.43247606,  1.24165369,
       -0.91907566])]"
movel,"[array([-233.1085653 ,  250.72014247,  394.52157846])]","[array([ 0.57297144, -0.22765998, -1.94138489, -2.37372892,  1.22563589,
       -0.88638206])]"
movel,"[array([-227.56185798,  203.31811387,  378.52980703])]","[array([ 0.61737552, -0.21159433, -1.92993407, -2.31581313,  1.2115677 ,
       -0.85276107])]"
movel,"[array([-214.40313286,  160.76587838,  366.58900643])]","[array([ 0.66225968, -0.1995468 , -1.92247026, -2.25939553,  1.1990314 ,
       -0.81854781])]"
movel,"[array([-194.80719608,  124.66838305,  358.2292372 ])]","[array([ 0.70664005, -0.19336124, -1.9171886 , -2.20450083,  1.18854534,
       -0.78360505])]"
movel,"[array([-171.12682567,   95.24420565,  352.70999632])]","[array([ 0.74972578, -0.19260879, -1.91384484, -2.15199485,  1.1788223 ,
       -0.74959825])]"
movel,"[array([-69.9518805 , -12.25792527, 347.69929492])]","[array([ 0.94362625, -0.29224321, -1.76971199, -2.01730924,  1.12595453,
       -0.58868227])]"
